Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
7029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
7055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7065,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7066,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7067,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7068,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7069,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7070,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7071,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7073,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7074,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Water
7075,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
7076,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7077,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7078,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7079,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7080,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7082,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7083,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7084,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7085,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7086,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7087,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7100,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7101,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7102,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
7103,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7104,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7105,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7106,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7107,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7108,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7109,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7110,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7111,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7112,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7113,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7114,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7115,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7116,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7117,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7118,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7119,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7120,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7121,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7122,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7123,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7127,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
7128,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7129,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7130,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7131,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7132,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7133,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7134,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7135,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7136,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7137,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7143,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7144,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7145,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
7146,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
7147,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Cropland
7148,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Bareland
7149,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
7150,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7151,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
7152,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7153,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7154,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7155,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7156,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7157,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7158,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7159,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7160,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7161,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
7162,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7163,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7164,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7165,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7166,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7167,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7168,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
7169,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
7170,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
7171,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7172,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7173,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7174,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7175,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7176,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7177,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7178,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7179,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7180,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7181,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7182,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7183,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7184,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7185,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7186,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7187,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7188,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7189,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7190,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7191,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7192,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7193,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
7194,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7195,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7196,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7197,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7198,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7199,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
7200,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7201,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7202,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7203,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7204,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7205,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7206,Cropland,Built-up,Water,NULL,Water,Grassland,Forest,Forest
7207,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
7208,Cropland,Built-up,Water,NULL,Water,Bareland,Forest,Forest
7209,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
7210,Cropland,Built-up,Water,Water,Water,Cropland,Built-up,Water
7211,Cropland,Built-up,Water,Water,Water,Bareland,Built-up,Water
7212,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7213,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7214,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7215,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7216,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7217,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7218,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7219,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7220,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
7221,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7222,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7223,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7224,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7225,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7226,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7227,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7228,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7229,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7230,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7231,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7232,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7233,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7234,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7235,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7236,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7237,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7238,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7239,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7240,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7241,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7242,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7243,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7244,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7245,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7246,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7247,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7248,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7249,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7250,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7251,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7252,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7253,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7254,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7255,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7256,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7257,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7258,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7259,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
7260,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7261,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7262,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7263,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7264,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7265,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7266,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7267,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7268,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7269,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7270,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7271,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7272,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7273,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7274,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7275,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7276,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7277,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7278,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7279,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7280,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7281,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7282,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7283,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7284,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7285,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7286,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7287,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7288,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7289,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7290,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7291,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7292,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7293,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7294,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7295,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7296,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7297,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7298,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7299,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7300,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7301,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7302,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7303,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7304,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7305,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7306,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7307,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7308,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7309,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7310,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7311,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7312,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7313,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7314,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7315,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7316,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7317,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7318,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7319,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7320,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7321,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7322,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7323,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7324,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7325,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7326,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7327,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
