Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
19701,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19702,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
19703,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19704,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
19705,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19706,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
19707,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
19708,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
19709,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
19710,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
19711,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
19712,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
19713,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
19714,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
19715,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
19716,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
19717,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
19718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
19720,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
19721,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19722,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19723,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
19724,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
19725,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
19726,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
19727,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
19728,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
19729,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
19730,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
19731,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
19732,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
19733,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
19734,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
19735,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
19736,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
19737,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
19738,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
19739,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
19740,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
19741,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
19742,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
19743,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19744,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19745,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
19746,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19747,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
19748,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19749,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19750,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19751,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
19752,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
19753,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
19754,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19755,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
19756,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19757,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19758,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
19759,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19760,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
19761,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19762,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19763,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19764,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
19765,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19766,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
19767,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19768,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19769,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19770,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19771,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19772,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19773,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19774,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19775,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19776,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
19777,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19778,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19779,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19780,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
19781,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19782,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
19783,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19784,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
19785,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
19786,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19787,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19788,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
19789,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19790,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19791,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19792,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19793,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19794,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19795,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
19796,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19797,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
19798,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
19799,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19800,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19801,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
19802,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19803,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19804,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19805,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19806,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19807,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19808,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19809,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19810,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
19811,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
19812,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
19813,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19814,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
19815,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19816,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19817,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
19818,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
19819,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
19820,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19821,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19822,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19823,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
19824,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
19825,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
19826,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
19827,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
19828,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
19829,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
19830,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
19831,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
19832,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
19833,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
19834,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
19835,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19836,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19837,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
19838,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19839,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19840,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
19841,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
19842,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
19843,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
19844,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
19845,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
19846,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
19847,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19848,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
19849,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19850,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
19851,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
19852,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
19853,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
19854,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
19855,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
19856,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19857,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19858,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
19859,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
19860,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
19861,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
19862,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
19863,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
19864,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
19865,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
19866,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
19867,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
19868,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
19869,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
19870,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
19871,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
19872,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Water
19873,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
19874,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
19875,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
19876,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
19877,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
19878,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
19879,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
19880,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
19881,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
19882,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
19883,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
19884,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
19885,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
19886,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
19887,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
19888,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
19889,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
19890,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
19891,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
19892,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Bareland
19893,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
19894,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
19895,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
19896,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
19897,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
19898,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
19899,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
19900,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
19901,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
19902,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
19903,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
19904,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
19905,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
19906,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
19907,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
19908,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
19909,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
19910,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
19911,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
19912,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
19913,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Wetland
19914,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
19915,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
19916,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
19917,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19918,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19919,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
19920,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19921,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19922,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19923,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19924,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
19925,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19926,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19927,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19928,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
19929,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
19930,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
19931,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19932,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19933,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19934,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19935,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19936,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
19937,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19938,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
19939,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19940,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19941,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19942,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
19943,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19944,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19945,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
19946,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
19947,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
19948,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19949,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19950,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19951,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19952,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
19953,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19954,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
19955,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19956,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19957,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19958,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
19959,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19960,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19961,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19962,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
19963,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
19964,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
19965,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19966,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
19967,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19968,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
19969,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
19970,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
19971,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19972,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
19973,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
19974,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
19975,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
19976,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
19977,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
19978,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
19979,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
19980,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
19981,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
19982,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
19983,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19984,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
19985,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
19986,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
19987,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
19988,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
19989,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
19990,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
19991,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
19992,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
19993,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
19994,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
19995,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
19996,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
19997,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
19998,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
19999,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
20000,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
20001,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20002,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
20003,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
20004,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
20005,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
20006,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
20007,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
20008,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
20009,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
20010,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
20011,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
20012,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
20013,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
20014,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
20015,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
20016,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
20017,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
20018,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
20019,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
20020,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
20021,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
20022,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
20023,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
20024,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
20025,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
20026,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
