Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
2603,Forest,Forest,Water,Non_Water,Water,Water
2604,Forest,Forest,Water,Non_Water,Water,Forest
2605,Forest,Forest,Water,Water,Water,NULL
2606,Forest,Forest,Water,Water,Water,Grassland
2607,Forest,Forest,Water,Water,Water,Bareland
2608,Forest,Forest,Water,Water,Water,Water
2609,Forest,Forest,Water,Water,Water,Forest
2610,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2611,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2612,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2613,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2614,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2615,Forest,Forest,Forest,NULL,Non_Wetland,Water
2616,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2617,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2618,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2619,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2620,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2621,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2622,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2623,Forest,Forest,Forest,Water,Non_Wetland,NULL
2624,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2625,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2626,Forest,Forest,Forest,Water,Non_Wetland,Water
2627,Forest,Forest,Forest,Water,Non_Wetland,Forest
