Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
16690,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16691,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16692,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16693,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
16694,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16695,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
16696,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
16697,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16698,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
16699,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16700,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16701,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16702,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16703,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16704,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
16705,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
16706,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16707,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16708,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
16709,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
16710,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
16711,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16712,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16713,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16714,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16715,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16716,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16717,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16718,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16719,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16720,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16721,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16722,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16723,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16724,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16725,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16726,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
16727,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16728,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
16729,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
16730,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16731,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16732,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
16733,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16734,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16735,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16736,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16737,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16738,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
16739,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16740,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16741,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16742,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16743,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16744,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
16745,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16746,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16747,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16748,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16749,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16750,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16751,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16752,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16753,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16754,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
16755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16756,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
16757,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16758,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
16759,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
16760,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
16761,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
16762,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
16763,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16764,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16765,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
16766,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16767,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16768,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16769,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
16770,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
16771,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16772,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
16773,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
16774,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16775,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16776,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
16777,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16778,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16779,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
16780,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
16781,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
16782,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
16783,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
16784,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
16785,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16786,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
16787,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
16788,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16789,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
16790,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16791,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16792,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16793,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
16794,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16795,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
16796,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16797,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
16798,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16799,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16800,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16801,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16802,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
16803,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
16804,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
16805,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
16806,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
16807,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16808,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
16809,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16810,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
16811,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16812,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16813,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16814,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16815,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16816,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
16817,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
16818,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16819,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16820,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16821,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16822,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16823,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
16824,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16825,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16826,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16827,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16828,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
16829,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
16830,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
16831,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
16832,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16833,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16834,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16835,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
16836,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
16837,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16838,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16839,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
16840,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
16841,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
16842,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16843,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
16844,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16845,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
16846,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
16847,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16848,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16849,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16850,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16851,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16852,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
16853,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
16854,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
16855,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
16856,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
16857,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
16858,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16859,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
16860,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
16861,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
16862,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
16863,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
16864,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
16865,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
16866,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
16867,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
16868,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
16869,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
16870,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
16871,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
16872,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
16873,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16874,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
16875,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
16876,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16877,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
16878,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16879,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
16880,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
16881,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
16882,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
16883,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16884,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
16885,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
16886,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
16887,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
16888,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16889,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
16890,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
16891,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
16892,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
16893,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
16894,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16895,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
16896,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
16897,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16898,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
16899,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
16900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Bareland
16901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
16902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
16903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
16906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
16907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
16908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16909,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16910,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
16911,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
16912,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16913,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16914,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16915,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
16916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
16917,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
16918,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
16919,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
16920,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
16921,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16922,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16923,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16924,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16925,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
16926,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
16927,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16928,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16929,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16930,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
16931,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16932,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16933,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16934,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16935,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16936,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
16937,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16938,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16939,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
16940,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
16941,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
16942,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
16943,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
16944,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16945,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
16946,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
16947,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16948,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16949,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16950,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16951,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16952,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16953,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
16954,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
16955,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
16956,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
16957,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
16958,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
16959,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
16960,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
16961,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
16962,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
16963,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
16964,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
16965,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
16966,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
16967,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
16968,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
16969,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
16970,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
16971,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
16972,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
16973,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
16974,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
16975,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
16976,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16977,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16978,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
16979,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
16980,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
16981,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
16982,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16983,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
16984,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
16985,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16986,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
16987,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
16988,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
16989,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
16990,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
16991,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
16992,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
16993,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
16994,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
16995,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
16996,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
16997,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
16998,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Water
16999,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
17000,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
17001,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
17002,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
17003,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
17004,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
17005,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
17006,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
17007,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
17008,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
