Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
4591,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4592,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4593,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4594,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4596,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4597,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4598,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4599,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4600,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4601,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4602,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4603,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4604,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4605,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4606,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4607,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4608,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4609,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4610,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4611,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4612,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4613,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4614,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4615,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4616,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4617,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4618,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4619,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4620,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4621,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4622,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4623,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4624,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4625,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4626,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4627,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4628,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4629,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4630,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4631,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4632,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4633,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4634,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4635,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4637,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4638,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4639,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4640,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
4641,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4642,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4643,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
4644,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4645,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
4646,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
4647,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
4648,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
4649,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4650,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4651,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4652,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4653,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4654,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4655,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4656,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4657,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4658,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4659,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4660,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4661,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4662,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4663,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4664,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4665,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4666,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4667,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4668,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4669,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4670,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4671,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4672,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4673,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4674,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4675,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4676,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4677,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4678,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4679,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4681,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4682,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4683,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4684,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4685,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4686,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4687,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4688,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4689,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4690,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4691,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4692,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4693,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4694,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4695,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4696,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4697,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4698,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4699,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4700,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4701,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
4702,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4703,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
4704,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4705,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4706,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4707,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4708,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4709,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4710,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
4711,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4712,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
4713,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4714,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4715,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4716,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4717,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4718,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4719,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4720,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4721,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
4722,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4723,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4724,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4725,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4726,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4727,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
4728,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4729,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4730,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
4731,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4732,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
4733,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4734,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4735,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4736,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4737,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4738,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4739,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4740,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4741,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4742,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4743,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4744,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4745,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4746,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4747,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4748,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4749,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4750,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
4751,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4752,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4753,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4754,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4755,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4756,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
4757,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4758,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4759,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4760,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4761,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4762,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4763,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4764,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4765,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4766,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4767,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4768,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4769,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4770,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
4771,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4772,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4773,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4774,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4775,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4776,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4777,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4778,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4779,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
4780,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4781,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
4782,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4783,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4784,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4785,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
4786,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4787,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4788,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4789,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4790,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4791,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4792,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4793,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4794,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4795,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4796,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4797,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
4798,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4799,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4800,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4801,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4802,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
4803,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
4804,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4805,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4806,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4807,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4808,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4809,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4810,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
4811,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4812,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
4813,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4814,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
4815,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4816,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
4817,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4818,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4819,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4820,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4821,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
4822,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
4823,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
4824,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
4825,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
4826,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4827,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4828,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4829,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
4830,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4831,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
4832,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Cropland
4833,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4834,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
4835,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
4836,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4837,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
4838,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
4839,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
4840,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4841,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4842,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4843,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4844,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4845,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4846,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4847,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
4848,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
4849,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
4850,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
4851,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
4852,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4853,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4854,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4855,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4856,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4857,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4858,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4859,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4860,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
4861,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
4862,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
4863,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
4864,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
4865,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4866,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4867,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
4868,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
4869,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
4870,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4871,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4872,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4873,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4874,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4875,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4876,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4877,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4878,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
4879,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4880,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4881,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4882,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4883,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4884,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4885,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4886,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4887,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
4888,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4889,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4890,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4891,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4892,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4893,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4894,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4895,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4896,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4897,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4898,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4899,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4900,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4901,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4902,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4903,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4904,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4905,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4906,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4907,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4908,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
4909,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
4910,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4911,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
4912,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
4913,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4914,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
4915,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
4916,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4917,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4918,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4919,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4920,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4921,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4922,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4923,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4924,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4925,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4926,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4927,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4928,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
