Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
10970,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
10971,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
10972,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
10973,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10974,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10975,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10976,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10977,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10978,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
10979,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10980,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
10981,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10982,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10983,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10984,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10985,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10986,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10987,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
10988,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10989,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
10990,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
10991,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
10992,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10993,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
10994,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10995,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10996,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10997,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
10998,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
10999,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11000,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11001,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
11002,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
11003,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Forest
11004,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
11005,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
11006,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
11007,Forest,NULL,Wetland,NULL,Wetland,Built-up,Forest,Forest
11008,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
11009,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
11010,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
11011,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
11012,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
11013,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
11014,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
11015,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
11016,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
11017,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
11018,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
11019,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
11020,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
11021,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
11022,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
11023,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
11024,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
11025,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
11026,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
11027,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
11028,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
11029,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
11030,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11031,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
11032,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
11033,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
11034,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
11035,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
11036,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
11037,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
11038,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
11039,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
11040,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11041,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
11042,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11043,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11044,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11045,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11046,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11047,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11048,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11049,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
11050,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11051,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11052,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11053,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11054,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11055,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11056,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11057,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11058,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11059,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
11060,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
11061,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
11062,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
11063,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11064,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11065,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
11066,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11067,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11068,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Forest
11069,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11070,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11071,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11072,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11073,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11074,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
11075,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11076,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
11077,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
11078,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11079,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11080,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
11081,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
11082,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11083,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11084,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11085,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11086,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
11087,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
11088,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
11089,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
11090,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11091,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11092,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
11093,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
11094,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11095,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
11096,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
11097,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
11098,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
11099,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
11100,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
11101,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
11102,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
11103,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
11104,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
11105,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
11106,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
11107,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
11108,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,NULL
11109,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
11110,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
11111,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11112,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
11113,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
11114,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
11115,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11116,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11117,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
11118,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11119,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
11120,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11121,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
11122,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
11123,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11124,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11125,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
11126,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
11127,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
11128,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
11129,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
11130,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11131,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11132,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
11133,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
11134,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
11135,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
11136,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
11137,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11138,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11139,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Wetland
11140,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11141,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11142,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
11143,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11144,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Water
11145,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Forest
11146,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Wetland
11147,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11148,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11149,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11150,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11151,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11152,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11153,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11154,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11155,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11156,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11157,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11158,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11159,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11160,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11161,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11162,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11163,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11164,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11165,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11166,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
11167,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
11168,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11169,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11170,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11171,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11172,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11173,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11174,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11175,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11176,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11177,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11178,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11179,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11180,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11181,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11182,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11183,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
11184,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11185,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11186,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11187,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11188,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11189,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11190,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11191,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11192,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
11193,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11194,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11195,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11196,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11197,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11198,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11199,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11200,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11201,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11202,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11203,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11204,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
11205,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11206,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11207,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11208,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
11209,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
11210,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
11211,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11212,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11213,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
11214,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11215,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
11216,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
11217,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11218,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
11219,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
11220,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11221,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Forest,NULL
11222,Forest,NULL,Water,NULL,Water,NULL,Forest,NULL
11223,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
11224,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11225,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
11226,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
11227,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
11228,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
11229,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
11230,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
11231,Forest,NULL,Water,NULL,Water,Water,Water,Water
11232,Forest,NULL,Water,NULL,Water,Water,Water,Forest
11233,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
11234,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
11235,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
11236,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Wetland
11237,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
11238,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
11239,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,NULL
11240,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
11241,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
11242,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
11243,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
11244,Forest,NULL,Water,Water,Water,NULL,Forest,Wetland
11245,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
11246,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
11247,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
11248,Forest,NULL,Water,Water,Water,Water,Water,Water
11249,Forest,NULL,Water,Water,Water,Water,Forest,Forest
11250,Forest,NULL,Water,Water,Water,Forest,Water,Forest
11251,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
11252,Forest,NULL,Water,Water,Water,Forest,Forest,Water
11253,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
11254,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11255,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11256,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11257,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11258,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
11259,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
11260,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11261,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11262,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11263,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11264,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11265,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11266,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11267,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11268,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
11269,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11270,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11271,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11272,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11273,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11274,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11275,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11276,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
11277,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11278,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11279,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11280,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11281,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
11282,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11283,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11284,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11285,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11286,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
11287,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11288,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11289,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11290,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11291,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11292,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11293,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11294,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11295,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11296,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11297,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11298,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11299,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11300,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11301,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11302,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11303,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11304,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11305,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11306,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
11307,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11308,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
11309,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11310,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11311,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11312,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11313,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
