Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
2547,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2549,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2550,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2551,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2552,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2553,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2554,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2555,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2556,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2557,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2559,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2560,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2561,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2562,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2563,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2564,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2565,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2566,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2567,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2568,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2569,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2570,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2571,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2572,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2573,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2574,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2575,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2576,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2577,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2578,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2579,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2580,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2581,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2582,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2583,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2584,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2585,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2586,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2587,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2588,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2589,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2590,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2591,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2592,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2593,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2594,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2595,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2596,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2597,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2598,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2599,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2600,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2601,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2602,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2603,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2604,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2605,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2606,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2607,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2608,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2609,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2610,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2611,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2612,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2613,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2614,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2615,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2618,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2619,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2620,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2621,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2622,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2623,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2624,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2625,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2626,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2627,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2628,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2629,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2630,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2631,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2632,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2633,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2634,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2635,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2636,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2637,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2638,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2639,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2640,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2641,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2642,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2643,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2644,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2645,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2646,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2647,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2648,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2649,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2650,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2651,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2652,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2653,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2654,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2655,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2656,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2657,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2658,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2659,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2661,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2662,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2663,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2664,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2665,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2666,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2667,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2668,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2669,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2670,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2671,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2672,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2673,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2674,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2675,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2676,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2677,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2678,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2679,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2680,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2681,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
2682,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2683,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2684,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2685,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2686,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2687,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2688,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2689,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2690,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2691,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2693,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2694,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2695,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2696,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2697,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2698,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2699,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2700,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2701,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2702,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2703,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2704,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2705,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2706,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2707,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2708,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2709,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2710,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2711,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2712,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2713,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2714,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2715,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2716,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2717,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2718,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2719,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2720,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2721,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2722,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2723,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2724,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2725,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2726,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2727,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2728,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2729,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2730,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2731,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2732,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2733,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2734,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2735,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2736,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2737,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2738,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2739,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2740,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2741,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2742,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2743,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2744,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2745,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2746,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2747,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2748,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2749,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2750,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2751,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2752,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2753,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2754,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2755,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2756,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2757,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2758,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2759,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2760,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2761,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2762,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2763,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2764,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2765,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2766,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2767,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2768,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2769,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2770,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2771,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2772,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2773,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2774,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2775,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2776,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2777,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2778,Forest,Water,Water,Water,Water,NULL,NULL,Water
2779,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2780,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2781,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2782,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2783,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2784,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2785,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
2790,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2791,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2792,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2793,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2794,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2795,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Built-up
2796,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2797,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2803,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2804,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2805,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2806,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2807,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2808,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2809,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2810,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
2811,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2812,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2813,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2814,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2815,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2816,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2817,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2818,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2819,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2820,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2822,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2823,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2824,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2829,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2832,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2833,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2834,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2835,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2836,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2837,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2838,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2839,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2840,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2841,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2842,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2843,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2844,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2845,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2846,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2847,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2848,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2849,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2850,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2851,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2852,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2853,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2854,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2855,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2856,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2857,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2858,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2859,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2860,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2861,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2862,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2863,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2864,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2865,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2866,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2867,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2868,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2869,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2870,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2871,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2872,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2873,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2874,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
2875,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2876,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2877,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2878,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2879,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2880,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2881,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2882,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2883,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2884,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2885,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2886,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2887,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
