Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
4564,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4565,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4566,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4567,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4568,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4569,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4570,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
4571,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4572,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4573,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
4574,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4575,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4576,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4577,Water,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4578,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4579,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4580,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
4581,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4582,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4583,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4584,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4585,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4586,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4587,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4588,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4589,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4590,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4591,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4592,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4593,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4594,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4595,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4596,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4597,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4598,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4599,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4600,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4601,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
4602,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4603,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4604,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4605,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4606,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4607,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4608,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4609,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4610,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4611,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4612,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
4613,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4614,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4615,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4616,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4617,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4618,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4619,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4620,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4621,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Water
4622,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4623,Water,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4624,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4625,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
4626,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
4627,Water,Forest,Water,NULL,Water,Water,Water,Wetland
4628,Water,Forest,Water,NULL,Water,Water,Water,Water
4629,Water,Forest,Water,NULL,Water,Water,Water,Forest
4630,Water,Forest,Water,NULL,Water,Water,Forest,Forest
4631,Water,Forest,Water,Non_Water,Water,Grassland,Water,Forest
4632,Water,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
4633,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
4634,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
4635,Water,Forest,Water,Water,Water,Grassland,Water,Wetland
4636,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
4637,Water,Forest,Water,Water,Water,Water,Grassland,Wetland
4638,Water,Forest,Water,Water,Water,Water,Grassland,Water
4639,Water,Forest,Water,Water,Water,Water,Water,Wetland
4640,Water,Forest,Water,Water,Water,Water,Water,Water
4641,Water,Forest,Water,Water,Water,Water,Water,Forest
4642,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4643,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4644,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4645,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4646,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4647,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4648,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4649,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4650,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4651,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
4652,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4653,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4654,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
4655,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4656,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4657,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4658,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4659,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4660,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4661,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4662,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4663,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4664,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4665,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4666,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4667,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4668,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4669,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4670,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4671,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4672,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4673,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4674,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4675,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4676,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4677,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4678,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4681,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4682,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4683,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4684,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4685,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4686,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4687,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4688,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4689,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4690,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4691,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4692,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4693,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4694,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4695,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4696,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4697,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4698,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4699,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4700,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4701,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
4702,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4703,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4704,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4705,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4706,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4707,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4708,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4709,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4710,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4711,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4712,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4713,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4714,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4715,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4716,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4717,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4718,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4719,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4720,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4721,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
4722,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4723,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4724,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4725,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4726,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4727,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4728,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4729,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4730,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4731,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4732,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4733,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4734,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4735,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4736,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4737,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4738,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4739,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4740,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4741,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4742,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4743,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4744,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4745,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
4746,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4747,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4748,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4749,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4750,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4751,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4752,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4753,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4754,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4755,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
4756,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4757,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4758,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4759,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4760,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4761,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4762,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4763,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4764,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4765,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4766,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4767,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4768,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4769,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4770,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4771,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4772,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
4773,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4774,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4775,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4776,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4777,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4778,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4779,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4780,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4781,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4782,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4783,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4784,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4785,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4786,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
4787,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
4788,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
4789,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4790,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4791,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4792,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
4793,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4794,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
4795,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
4796,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
4797,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4798,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4804,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4806,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4808,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4809,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4810,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4811,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4812,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4813,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4814,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4815,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4816,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4817,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4818,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4819,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4820,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4821,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4822,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4823,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4824,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4825,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4826,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4827,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4828,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4829,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4830,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4831,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4832,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4833,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4834,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4835,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4836,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4837,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4838,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4839,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4840,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4841,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4842,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4843,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4844,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4845,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4846,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4847,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4848,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4849,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4850,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4851,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4852,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4853,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4854,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4856,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4857,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4858,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4859,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4860,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4861,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4862,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4863,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4864,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4865,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4866,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4867,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4868,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4869,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4870,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4871,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4872,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4873,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4874,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4875,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4876,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4877,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4878,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4879,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4880,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4881,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4882,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4883,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
