Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
8410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8458,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8459,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8460,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8461,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8462,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8463,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8464,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8465,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8466,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8467,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8468,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8469,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8470,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8471,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8472,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8473,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8474,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8475,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8476,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8477,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8478,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8479,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8480,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8481,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8482,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8483,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8484,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8485,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8486,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8487,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8488,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8489,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8490,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8491,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8492,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8493,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8494,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8495,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8496,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8497,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8498,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8499,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8500,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8501,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8502,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8503,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8504,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8505,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8506,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8507,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8508,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8509,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8510,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8511,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8512,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8513,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8514,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8515,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8516,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8517,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8518,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8519,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8520,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8521,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8522,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8523,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8524,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8525,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8526,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8527,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8528,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8529,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8530,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8531,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8532,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8533,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8534,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8535,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8536,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8537,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8538,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8539,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8540,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8541,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8542,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8543,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8544,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8545,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8546,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8547,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8548,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8549,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8550,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8551,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8552,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8553,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8554,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8555,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8556,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8557,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8558,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8559,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8560,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8561,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8562,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8563,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8564,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8565,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8566,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8567,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8568,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8569,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8570,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8571,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8572,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
8573,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8574,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8575,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8576,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8577,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8578,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8579,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8580,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8581,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
8582,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8583,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8584,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8585,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8586,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8587,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8588,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8589,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8590,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
8591,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8592,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8593,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8594,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8595,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8596,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8597,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8598,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8599,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8600,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8601,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8602,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8603,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8604,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8605,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8606,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8607,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8608,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8609,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
8610,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8611,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8612,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8613,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8614,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8615,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8616,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8617,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8618,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8619,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8620,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8621,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8622,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8623,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8624,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8625,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8626,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8627,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
8628,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8629,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8630,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8631,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8632,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8633,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
8634,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8635,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8636,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8637,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8638,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8639,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8640,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8641,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8642,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
8643,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8644,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8645,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8646,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
8647,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8648,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
8649,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8650,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
8651,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8652,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8653,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8654,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8655,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8656,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8657,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8658,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8659,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8660,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8661,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8662,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8663,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8664,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8665,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8666,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8667,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8668,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8669,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8670,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8671,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8672,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8673,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8674,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8675,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8676,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8677,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8678,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8679,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8680,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8681,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8682,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8683,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8684,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8685,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8686,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8687,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8688,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8689,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8690,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8691,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8692,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8693,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8694,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8695,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8696,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8697,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8698,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8699,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8700,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8701,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8702,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8703,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8704,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8705,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8706,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8707,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8708,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8709,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8710,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8711,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8712,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8713,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8714,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8715,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
8716,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8717,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8718,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
8719,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8720,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8721,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8722,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8723,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8724,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8725,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8726,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8727,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8728,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8729,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8730,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8731,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8732,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8733,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8734,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
