Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
2074,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2075,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2076,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2077,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2078,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2079,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2080,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2081,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2082,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2083,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2084,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2085,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2086,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2087,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2088,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2089,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2090,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2091,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2092,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2093,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
2094,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2095,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2096,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2097,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2098,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2099,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2100,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2101,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2102,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2103,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2104,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2105,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2106,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2107,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2108,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2109,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2110,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2111,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
2112,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2113,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2114,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2115,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2116,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
2117,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
2118,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2119,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2120,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2121,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2122,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2123,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2124,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2125,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2126,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2127,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2128,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2129,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
2130,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2131,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2132,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
2133,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2134,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2135,Forest,NULL,Water,NULL,Water,Water,Water,Water
2136,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2137,Forest,NULL,Water,NULL,Water,Water,Forest,Water
2138,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
2139,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2140,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2141,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2142,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2143,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2144,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2145,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2146,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
2147,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2148,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2149,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
2150,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2151,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
2152,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
2153,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
2154,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
2155,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2156,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
2157,Forest,NULL,Water,Water,Water,NULL,Water,Wetland
2158,Forest,NULL,Water,Water,Water,NULL,Water,Water
2159,Forest,NULL,Water,Water,Water,NULL,Water,Forest
2160,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
2161,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2162,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2163,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2164,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2165,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
2166,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2167,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2168,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
2169,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
2170,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
2171,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2172,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2173,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2174,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2175,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2176,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2177,Forest,NULL,Water,Water,Water,Wetland,Water,Bareland
2178,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2179,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2180,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
2181,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
2182,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
2183,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2184,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2185,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2186,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2187,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2188,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2189,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2190,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2191,Forest,NULL,Water,Water,Water,Water,Water,Bareland
2192,Forest,NULL,Water,Water,Water,Water,Water,Water
2193,Forest,NULL,Water,Water,Water,Water,Water,Forest
2194,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
2195,Forest,NULL,Water,Water,Water,Water,Forest,Water
2196,Forest,NULL,Water,Water,Water,Forest,Grassland,Grassland
2197,Forest,NULL,Water,Water,Water,Forest,Wetland,Water
2198,Forest,NULL,Water,Water,Water,Forest,Water,Water
2199,Forest,NULL,Water,Water,Water,Forest,Water,Forest
2200,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2201,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2202,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2203,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2204,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2205,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2206,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2207,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2208,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2209,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2210,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2211,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2212,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2213,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2214,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2215,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2216,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2217,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2218,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2219,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2220,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2221,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2222,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2223,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2224,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2225,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2226,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2227,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2228,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2229,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2230,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2231,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2232,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2233,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2234,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2235,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2236,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2237,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2238,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2239,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2240,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2241,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2242,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2243,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2244,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2245,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2246,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2247,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2248,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2249,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2250,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2251,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2252,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2253,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2254,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2255,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2256,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2257,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2258,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2259,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2260,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2261,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2262,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2265,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2266,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2267,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2268,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2269,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2270,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2271,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2272,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2273,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2274,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2275,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2276,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2277,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2278,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2279,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2280,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2281,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2282,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2283,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2284,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2285,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2286,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2287,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2288,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2289,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2290,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2291,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2292,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2293,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2294,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2295,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2296,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2297,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2298,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2299,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2300,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
2301,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2302,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
2303,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2304,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2305,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2306,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2307,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2308,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2309,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2310,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2311,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2312,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2313,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2314,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
2315,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2316,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2317,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
2318,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2319,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2336,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2337,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2338,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2339,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2340,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
2341,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
2342,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2343,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2344,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2345,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2346,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Water
2347,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2348,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
2349,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
2350,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2351,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2352,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
2353,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2354,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2355,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
2356,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2357,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2358,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2359,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2360,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2361,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2362,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2363,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2364,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2365,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2366,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2367,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2368,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2369,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2370,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2371,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2372,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2373,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2374,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2375,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2376,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2377,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2378,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2379,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2380,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2381,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2382,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2383,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2384,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2385,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2386,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2387,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2388,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2389,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2390,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2391,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2392,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2393,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2394,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2395,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2396,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2397,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2398,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2399,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Water
2400,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2401,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2402,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2403,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
2404,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2405,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2406,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2407,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2408,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2409,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2410,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2411,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2412,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2413,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2414,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
