Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R
8634,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8635,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8636,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8637,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8638,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8639,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
8640,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8641,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
8642,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8643,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8644,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
8645,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8646,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8647,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8648,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8649,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
8650,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8651,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8652,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
8653,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
8654,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8655,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
8656,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
8657,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
8658,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8659,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8660,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
8661,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
8662,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
8663,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8664,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
8665,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
8666,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8667,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8668,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8669,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8670,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8671,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8672,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8673,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8674,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8675,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8676,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8677,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
8678,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8679,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8680,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8681,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8682,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8683,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8684,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8685,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8686,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8687,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8688,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8689,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8690,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8691,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8692,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8693,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8694,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8695,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8696,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8697,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8698,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8699,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8700,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8701,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8702,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8703,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8704,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8705,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8706,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8707,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8708,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8709,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8710,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8711,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8712,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8713,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8714,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8715,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8716,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8717,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8718,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8719,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8720,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8721,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8722,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8723,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
8724,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8725,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8726,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8727,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8728,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8729,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8730,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8731,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8732,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8733,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8734,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8735,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8736,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8737,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8738,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8739,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8740,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8741,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8742,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8743,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8744,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
8746,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8747,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8748,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8749,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8750,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8751,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8752,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8753,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8754,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8755,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8756,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8757,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8758,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8759,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8760,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8761,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8762,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8763,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8764,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8765,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8766,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8767,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8768,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8769,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8770,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8771,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8772,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8773,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8774,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8775,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8776,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8777,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8778,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8779,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8780,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8781,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8782,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8783,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8784,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8785,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8786,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8787,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8788,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8789,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8790,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8791,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8792,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8793,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8794,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8795,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8796,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8797,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8798,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8799,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8800,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8801,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8802,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
8803,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8804,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8805,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8806,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8807,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8808,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8809,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8810,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8811,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8812,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8813,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8814,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8815,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8816,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8817,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8818,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8819,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8820,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8821,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8822,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8823,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8824,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8825,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8826,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8827,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8828,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8829,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8830,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8831,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8832,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8833,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8834,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8835,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8836,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8837,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8838,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8839,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8840,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8841,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8842,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8843,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8844,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8845,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8846,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8847,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8848,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8849,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8850,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8851,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8852,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8853,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8854,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8855,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8856,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8857,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8858,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8859,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8860,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8861,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8862,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8863,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8864,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8865,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8866,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8867,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8868,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8869,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
8870,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8871,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8872,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8873,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8874,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8875,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8876,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8877,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8878,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8879,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8880,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8881,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8882,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
8883,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8884,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8885,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8886,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8887,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
8888,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8889,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
8890,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8891,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8892,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8893,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8894,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8895,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8896,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8897,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8898,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8899,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8900,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8901,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8902,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8903,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8904,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8905,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8906,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8907,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8908,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8909,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8910,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8911,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8912,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8913,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8914,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8915,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8916,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8918,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8919,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8920,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8923,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8924,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8925,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8926,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8927,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8928,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8930,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
8931,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8932,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
8933,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8934,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
8935,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8936,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8937,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8938,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
8939,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8940,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
8941,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
8942,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8943,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8944,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8945,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8946,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
8947,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
8948,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Bareland
8949,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
8950,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8951,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
8952,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
