Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
15533,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
15534,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
15535,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
15536,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15537,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
15538,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
15539,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
15540,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15541,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
15542,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,NULL
15543,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15544,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
15545,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
15546,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
15547,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15548,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
15549,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
15550,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
15551,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
15552,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
15553,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
15554,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Water
15555,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
15556,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
15557,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Bareland,Forest
15558,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Water,Forest
15559,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
15560,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
15561,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
15562,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
15563,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
15564,Forest,Forest,Water,NULL,Water,NULL,Built-up,Forest
15565,Forest,Forest,Water,NULL,Water,NULL,Water,Water
15566,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
15567,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
15568,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
15569,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Cropland
15570,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
15571,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
15572,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
15573,Forest,Forest,Water,NULL,Water,Wetland,NULL,Water
15574,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
15575,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Water
15576,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
15577,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
15578,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
15579,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
15580,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
15581,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
15582,Forest,Forest,Water,NULL,Water,Wetland,Built-up,Forest
15583,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
15584,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
15585,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
15586,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
15587,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
15588,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
15589,Forest,Forest,Water,NULL,Water,Bareland,NULL,Wetland
15590,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
15591,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
15592,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
15593,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
15594,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
15595,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
15596,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
15597,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
15598,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
15599,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
15600,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
15601,Forest,Forest,Water,NULL,Water,Water,Water,Water
15602,Forest,Forest,Water,NULL,Water,Water,Water,Forest
15603,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
15604,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
15605,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
15606,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
15607,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
15608,Forest,Forest,Water,NULL,Water,Forest,Wetland,Grassland
15609,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
15610,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
15611,Forest,Forest,Water,NULL,Water,Forest,Water,Water
15612,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
15613,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
15614,Forest,Forest,Water,NULL,Water,Forest,Forest,Bareland
15615,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
15616,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
15617,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
15618,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
15619,Forest,Forest,Water,Non_Water,Water,NULL,Water,Wetland
15620,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
15621,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
15622,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
15623,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
15624,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Water
15625,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
15626,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
15627,Forest,Forest,Water,Non_Water,Water,Bareland,Water,NULL
15628,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
15629,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Bareland
15630,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
15631,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
15632,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
15633,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
15634,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
15635,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
15636,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
15637,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
15638,Forest,Forest,Water,Water,Water,NULL,NULL,Water
15639,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
15640,Forest,Forest,Water,Water,Water,NULL,Water,Water
15641,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
15642,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
15643,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
15644,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
15645,Forest,Forest,Water,Water,Water,Wetland,Water,Water
15646,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
15647,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
15648,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
15649,Forest,Forest,Water,Water,Water,Bareland,NULL,Forest
15650,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
15651,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
15652,Forest,Forest,Water,Water,Water,Bareland,Water,Water
15653,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
15654,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
15655,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
15656,Forest,Forest,Water,Water,Water,Water,NULL,Water
15657,Forest,Forest,Water,Water,Water,Water,Water,Water
15658,Forest,Forest,Water,Water,Water,Water,Water,Forest
15659,Forest,Forest,Water,Water,Water,Water,Forest,Water
15660,Forest,Forest,Water,Water,Water,Water,Forest,Forest
15661,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
15662,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
15663,Forest,Forest,Water,Water,Water,Forest,Water,Water
15664,Forest,Forest,Water,Water,Water,Forest,Water,Forest
15665,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
15666,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15667,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15668,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15669,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
15670,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
15671,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15672,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15673,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15674,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15675,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
15676,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15677,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15678,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15679,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15680,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15681,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
15682,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15683,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
15684,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
15685,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
15686,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15687,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
15688,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
15689,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15690,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
15691,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15692,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
15693,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15694,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15695,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15696,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
15697,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
15698,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15699,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15700,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15701,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15702,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15703,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15704,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15705,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15706,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15707,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15708,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15709,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15710,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15711,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
15712,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15713,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15714,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
15715,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15716,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15717,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15718,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15719,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
15720,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15721,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15722,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15723,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15724,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15725,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15726,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15727,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15728,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15729,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15730,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15731,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15732,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15733,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
15734,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
15735,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
15736,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
15737,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
15738,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15739,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
15740,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15741,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
15742,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
15743,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
15744,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
15745,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15746,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15747,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
15748,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
15749,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
15750,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
15751,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
15752,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
15753,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
15754,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
15755,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
15756,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
15757,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
15758,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
15759,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
15760,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15761,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
15762,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15763,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
15764,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Water
15765,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15766,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
15767,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15768,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
15769,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
15770,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
15771,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
15772,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
15773,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
15774,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
15775,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
15776,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
15777,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
15778,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
15779,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
15780,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
15781,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
15782,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15783,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
15784,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
15785,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
15786,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
15787,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
15788,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
15789,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
15790,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
15791,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
15792,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
15793,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
15794,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15795,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
15796,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
15797,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
15798,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
15799,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15800,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
15801,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15802,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
15803,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
15804,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
15805,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Water
15806,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15807,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
15808,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15809,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15810,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15811,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15812,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
15813,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15814,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15815,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
15816,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
15817,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
15818,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
15819,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
15820,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15821,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
15822,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
15823,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
15824,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
15825,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
15826,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
15827,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
15828,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15829,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
15830,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15831,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
15832,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
15833,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
15834,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
15835,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15836,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
15837,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
15838,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
15839,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Water,Water
15840,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15841,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
15842,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15843,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Water
15844,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
15845,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
15846,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
15847,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
15848,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
15849,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
15850,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15851,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15852,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15853,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
15854,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
15855,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15856,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15857,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15858,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
15859,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15860,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
15861,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15862,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
15863,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15864,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
15865,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
15866,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
15867,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
15868,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15869,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
15870,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
