Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
13369,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
13370,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
13371,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
13372,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
13373,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
13374,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
13375,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
13376,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
13377,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
13378,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
13379,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
13380,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
13381,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13382,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
13383,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
13384,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
13385,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
13386,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
13387,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
13388,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
13389,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
13390,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
13391,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
13392,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
13393,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
13394,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
13395,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
13396,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
13397,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
13398,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
13399,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
13400,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
13401,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
13402,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
13403,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
13404,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
13405,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
13406,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
13407,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
13408,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
13409,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
13410,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
13411,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
13412,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
13413,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
13414,Water,Water,Wetland,Water,Wetland,Water,Water,Water
13415,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
13416,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
13417,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
13418,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
13419,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
13420,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
13421,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
13422,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
13423,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
13424,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
13425,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
13426,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
13427,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
13428,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
13429,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
13430,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Forest
13431,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
13432,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
13433,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
13434,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Water
13435,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
13436,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,NULL,Water
13437,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
13438,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Bareland
13439,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
13440,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
13441,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,Forest
13442,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
13443,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
13444,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
13445,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Grassland
13446,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Wetland
13447,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
13448,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13449,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13450,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Bareland,Water
13451,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
13452,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
13453,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
13454,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
13455,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Forest
13456,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
13457,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
13458,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
13459,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Grassland
13460,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Forest
13461,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
13462,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13463,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13464,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
13465,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
13466,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
13467,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
13468,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13469,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13470,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
13471,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13472,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13473,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
13474,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
13475,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
13476,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
13477,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
13478,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
13479,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13480,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13481,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
13482,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13483,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13484,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13485,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13486,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
13487,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
13488,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
13489,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
13490,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
13491,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
13492,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
13493,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13494,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
13495,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
13496,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13497,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
13498,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
13499,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13500,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13501,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
13502,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
13503,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13504,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13505,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13506,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
13507,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
13508,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
13509,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
13510,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
13511,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
13512,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
13513,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
13514,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
13515,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
13516,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
13517,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
13518,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
13519,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
13520,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
13521,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
13522,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
13523,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
13524,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
13525,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
13526,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
13527,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
13528,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
13529,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
13530,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
13531,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
13532,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
13533,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13534,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
13535,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
13536,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13537,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
13538,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13539,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
13540,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
13541,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
13542,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
13543,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13544,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13545,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13546,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13547,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13548,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13549,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
13550,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
13551,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13552,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13553,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13554,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13555,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13556,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13557,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
13558,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13559,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
13560,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13561,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13562,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
13563,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
13564,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13565,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13566,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13567,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13568,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13569,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
13570,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13571,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
13572,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13573,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
13574,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
13575,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13576,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13577,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
13578,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
13579,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13580,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
13581,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
13582,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
13583,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13584,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13585,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
13586,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
13587,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
13588,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Wetland
13589,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
13590,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
13591,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
13592,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
13593,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13594,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
13595,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
13596,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
13597,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
13598,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
13599,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
13600,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
13601,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
13602,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13603,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
13604,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
13605,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
13606,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
13607,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
13608,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
13609,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
13610,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
13611,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
13612,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
13613,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
13614,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
13615,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
13616,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
13617,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
13618,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
13619,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
13620,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
13621,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
13622,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
13623,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
13624,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
13625,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
13626,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Bareland
13627,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
13628,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
13629,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
13630,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Forest
13631,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
13632,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
13633,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
13634,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
13635,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
13636,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
13637,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
13638,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
13639,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
13640,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
13641,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
13642,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
13643,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
13644,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
13645,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
13646,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
13647,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
13648,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
13649,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
13650,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
13651,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
13652,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
13653,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
13654,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
13655,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
13656,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
13657,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
13658,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
13659,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
13660,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
13661,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
13662,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
13663,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
13664,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
13665,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
13666,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
13667,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
13668,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
13669,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Bareland
13670,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
