Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
6197,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6198,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6199,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6200,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6201,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6202,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6203,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
6204,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6205,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6206,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6207,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6208,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6209,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6210,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6211,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
6212,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
6213,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6214,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
6215,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6216,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6217,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6218,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6219,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6220,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6221,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6222,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6223,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6224,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6225,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6226,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6227,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6228,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6229,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6230,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
6231,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6232,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6233,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6234,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6235,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6236,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6237,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6238,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
6239,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6240,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6241,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6242,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
6243,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
6244,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
6245,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6246,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
6247,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6248,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
6249,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6250,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6251,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6252,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6253,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
6254,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
6255,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6256,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6257,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6258,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6259,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6260,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
6261,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Water
6262,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6263,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
6264,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6265,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6266,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6267,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6268,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
6269,Water,Wetland,Water,NULL,Water,Grassland,Water,Wetland
6270,Water,Wetland,Water,NULL,Water,Grassland,Water,Water
6271,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
6272,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
6273,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
6274,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6275,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6276,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6277,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6278,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
6279,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
6280,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
6281,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
6282,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
6283,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6284,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
6285,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
6286,Water,Wetland,Water,NULL,Water,Water,Water,Water
6287,Water,Wetland,Water,NULL,Water,Water,Water,Forest
6288,Water,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
6289,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
6290,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
6291,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Water
6292,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
6293,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
6294,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
6295,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6296,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
6297,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6298,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6299,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6300,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
6301,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
6302,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6303,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6304,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6305,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6306,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
6307,Water,Wetland,Water,Water,Water,Grassland,Water,Water
6308,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
6309,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
6310,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
6311,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6312,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
6313,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
6314,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6315,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6316,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
6317,Water,Wetland,Water,Water,Water,Water,Grassland,Water
6318,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6319,Water,Wetland,Water,Water,Water,Water,Wetland,Water
6320,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6321,Water,Wetland,Water,Water,Water,Water,Water,Water
6322,Water,Wetland,Water,Water,Water,Water,Water,Forest
6323,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
6324,Water,Wetland,Water,Water,Water,Forest,Water,Wetland
6325,Water,Wetland,Water,Water,Water,Forest,Water,Water
6326,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6327,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6328,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6329,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6330,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6331,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6332,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6333,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6334,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6335,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6336,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6337,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6338,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6339,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6340,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6341,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6342,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6343,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6344,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6345,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6346,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6347,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6348,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6349,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6350,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6351,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6352,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6353,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6354,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6355,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6356,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
6357,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6358,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6359,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
6360,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6361,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
6362,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6363,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6364,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6365,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6366,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6367,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6368,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6369,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6370,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6371,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6372,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
6373,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6374,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6375,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6376,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6377,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6378,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6379,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6380,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6381,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6382,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6383,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6384,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6385,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6386,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6387,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6388,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6389,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
6390,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
6391,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6392,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6393,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6394,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
6395,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
6396,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6397,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6398,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6399,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6400,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6401,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6402,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
6403,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6404,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6405,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6406,Water,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
6407,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
6408,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
6409,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6410,Water,Bareland,Water,Water,Water,Water,Water,Water
6411,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6412,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6413,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6414,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6415,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6416,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6417,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6418,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6419,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6420,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6421,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6422,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6423,Water,Built-up,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
6424,Water,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Water
6425,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6426,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6427,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
6428,Water,Built-up,Water,NULL,Water,Grassland,Water,Wetland
6429,Water,Built-up,Water,NULL,Water,Grassland,Water,Water
6430,Water,Built-up,Water,NULL,Water,Grassland,Water,Forest
6431,Water,Built-up,Water,NULL,Water,Wetland,Grassland,Wetland
6432,Water,Built-up,Water,NULL,Water,Water,Water,Wetland
6433,Water,Built-up,Water,Water,Water,Water,Water,Water
6434,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6435,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6436,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6437,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6438,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6439,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6440,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6441,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6442,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6443,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6444,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6445,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6446,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6447,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6448,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6449,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6450,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6451,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6452,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6453,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6454,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6455,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6456,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6457,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6458,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6459,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
6460,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
6461,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6462,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6463,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6464,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6465,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6466,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6467,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6468,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
6469,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6470,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6471,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
6472,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
6473,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6474,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6475,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
6476,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6477,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
6478,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
6479,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
6480,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6481,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
6482,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6483,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6484,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6485,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6486,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6487,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6488,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6489,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6490,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6491,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6492,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6493,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6494,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6495,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6496,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6497,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6498,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6499,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
6500,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
6501,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6502,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6503,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6504,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6505,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
6506,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
6507,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6508,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
6509,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6510,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6511,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6512,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6513,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6514,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6515,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6516,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6517,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6518,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6519,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6520,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6521,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6522,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6523,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6524,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6525,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6526,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6527,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6528,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6529,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6530,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6531,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6532,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6533,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6534,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6535,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
