Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
1886,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1887,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1888,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1889,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1890,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1891,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1892,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1893,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1894,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1895,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
1896,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
1897,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1898,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1899,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1900,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1901,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1902,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1903,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
1904,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1905,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1906,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1907,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1908,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1909,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1910,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
1911,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1912,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1913,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
1914,Forest,NULL,Water,Water,Water,NULL,Water,Forest
1915,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1916,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
1917,Forest,NULL,Water,Water,Water,Bareland,Grassland,Forest
1918,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
1919,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1920,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1921,Forest,NULL,Water,Water,Water,Water,Water,Water
1922,Forest,NULL,Water,Water,Water,Water,Water,Forest
1923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1924,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1925,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1928,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1929,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1930,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1931,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1932,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1933,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1934,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1935,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1951,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1954,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1955,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1956,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1957,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1958,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1959,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1960,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1961,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1962,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1963,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1964,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1966,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1967,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1968,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1969,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1970,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1971,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1972,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1973,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1974,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1975,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1976,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1977,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1978,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1979,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1980,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1981,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1982,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1983,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1984,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1985,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1986,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1987,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1988,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1989,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1990,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1991,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1992,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1993,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1994,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1995,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1996,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1997,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1998,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1999,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2000,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2001,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2002,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2003,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2004,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2005,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2006,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2007,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2008,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2010,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2011,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2012,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2013,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2014,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2015,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2023,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2024,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2025,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2026,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2027,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2028,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2029,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2030,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2031,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2032,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2033,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2034,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2035,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2036,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2037,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2038,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2039,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2040,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2041,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2042,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2043,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2044,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2045,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2046,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
2047,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2048,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
2049,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
2050,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Water
2051,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2052,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
2053,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2054,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2055,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2056,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2057,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2058,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2059,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2060,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2061,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2062,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2063,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2064,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2065,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2066,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2067,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2068,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2069,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2070,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2071,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2072,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2073,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2074,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2075,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2076,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2077,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2078,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2079,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2080,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2081,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2082,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2083,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2084,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2085,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2086,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
2087,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2088,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2089,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2090,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2091,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2092,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2093,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
2094,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2095,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2096,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2097,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2098,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2099,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
2100,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2101,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2102,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2103,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2104,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2105,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2106,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2107,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2108,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2109,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2110,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2111,Forest,Wetland,Water,NULL,Water,NULL,Water,Wetland
2112,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2113,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2114,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2115,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
2116,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2117,Forest,Wetland,Water,Water,Water,NULL,Water,Water
2118,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2119,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
2120,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2121,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2122,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
2123,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2124,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2125,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2126,Forest,Wetland,Water,Water,Water,Water,Water,Water
2127,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2128,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2129,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2130,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2131,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2132,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2133,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2135,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2136,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2137,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2138,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2139,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2140,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2141,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2142,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2143,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2144,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2145,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2146,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2147,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2148,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2149,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2150,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2151,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2152,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2153,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2154,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2155,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2156,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2157,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2158,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
2159,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2160,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2161,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2162,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2163,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2164,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2165,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2166,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2167,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2168,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2169,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2170,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2171,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2172,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2173,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2174,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2175,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2176,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2177,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2178,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2179,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2180,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2181,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2182,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2183,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2184,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2185,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2186,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2187,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2188,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2189,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2190,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2191,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2192,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2193,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2194,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2195,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2196,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2197,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2198,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2199,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2200,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2201,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2202,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2203,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2204,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2205,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2206,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2207,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2208,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2209,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2210,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2211,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2212,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2213,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2214,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2215,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
2216,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2217,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2218,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2219,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2220,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2221,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2222,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2223,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2224,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2225,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2226,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2227,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
