Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
11942,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
11943,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11944,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
11945,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11946,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11947,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11948,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11949,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11950,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11951,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11952,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11953,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11954,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11955,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11956,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11957,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
11958,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11959,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
11960,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
11961,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
11962,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
11963,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11964,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
11965,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
11966,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
11967,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11968,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11969,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11970,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11971,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
11972,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
11973,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Grassland
11974,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
11975,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11976,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11977,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
11978,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11979,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11980,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11981,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
11982,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11983,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11984,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
11985,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
11986,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
11987,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
11988,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
11989,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
11990,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
11991,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
11992,Water,Water,Forest,Water,Non_Wetland,NULL,Water,NULL
11993,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
11994,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
11995,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
11996,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
11997,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11998,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
11999,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
12000,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
12001,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
12002,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
12003,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Built-up
12004,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
12005,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
12006,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12007,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
12008,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,NULL
12009,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12010,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
12011,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
12012,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
12013,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
12014,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
12015,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
12016,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
12017,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
12018,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
12019,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
12020,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
12021,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
12022,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
12023,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
12024,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
12025,Water,Water,Forest,Water,Non_Wetland,Water,Water,NULL
12026,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
12027,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
12028,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
12029,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
12030,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
12031,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
12032,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12033,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12034,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12035,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12036,Water,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12037,Water,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
12038,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12039,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12040,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12041,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12042,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12043,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
12044,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12045,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12046,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12047,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12048,Water,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12049,Water,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
12050,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
12051,Water,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Water
12052,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
12053,Water,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
12054,Water,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
12055,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12056,Water,Forest,Wetland,Water,Wetland,NULL,Water,Water
12057,Water,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
12058,Water,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12059,Water,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12060,Water,Forest,Water,Non_Water,Water,Shrubland,Water,Grassland
12061,Water,Forest,Water,Water,Water,Water,NULL,Water
12062,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12063,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
12064,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12065,Water,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
12066,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
12067,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
12068,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
12069,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12070,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12071,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12072,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12073,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
12074,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12075,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12076,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12077,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12078,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12079,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12080,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12081,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
12082,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12083,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12084,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
12085,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12086,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12087,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12088,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12089,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12090,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12091,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12092,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12093,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12094,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12095,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12096,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12097,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12098,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12099,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12100,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12101,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12102,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12103,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12104,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12105,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12106,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12107,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12108,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12109,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12110,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12111,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12112,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12113,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12114,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12115,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12116,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12117,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12118,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12119,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12120,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12121,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12122,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
12123,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12124,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
12125,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
12126,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12127,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12128,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12129,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12130,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12131,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Shrubland,Bareland
12132,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12133,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12134,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12135,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12136,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12137,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12138,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12139,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12140,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12141,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12142,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12143,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12144,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12145,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12146,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12147,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12148,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12149,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12150,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12151,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12152,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12153,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12154,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
12155,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12156,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
12157,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12158,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12159,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12160,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12161,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12162,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12163,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12164,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12165,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12166,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12167,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12168,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12169,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12170,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
12171,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12172,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12173,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12174,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12175,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12176,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
12177,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12178,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12179,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12180,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
12181,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
12182,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
12183,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12184,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12185,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12186,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12187,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12188,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12189,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
12190,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12191,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12192,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
12193,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12194,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12195,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12196,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12197,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12198,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
12199,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12200,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12201,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12202,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12203,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12204,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12205,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12206,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12207,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12208,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12209,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12210,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12211,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12212,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12213,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
12214,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12215,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12216,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12217,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12218,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
12219,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12220,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12221,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12222,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
