Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
6809,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6810,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6811,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6812,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
6813,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6814,Cropland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6815,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6816,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
6817,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6818,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6819,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6820,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6821,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6822,Cropland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6823,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6824,Cropland,Water,Wetland,Water,Wetland,NULL,Water,Water
6825,Cropland,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
6826,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6827,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6828,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6829,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6830,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6831,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6832,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6833,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6834,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6835,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6836,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6837,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6838,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6839,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6840,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6841,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6842,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6843,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6844,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6845,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6846,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6847,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6848,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6849,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6850,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6851,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6852,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6853,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6854,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6855,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6856,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6857,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6858,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6859,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6860,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6861,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6862,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6863,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6864,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6865,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6866,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6867,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6868,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6869,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6870,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6871,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6872,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6873,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6874,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6875,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6876,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6877,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6878,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6879,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6880,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6881,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6882,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6883,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6884,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6885,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6886,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6888,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6889,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6890,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6898,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6899,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6902,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6903,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6904,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6905,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6906,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6907,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6908,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6909,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6910,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6911,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6912,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6913,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6914,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6916,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6917,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6918,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6919,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6920,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6921,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6922,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6923,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6924,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6925,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6926,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6927,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6928,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6929,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6930,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6931,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6932,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6933,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6934,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6935,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6936,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6937,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6938,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6939,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6940,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6941,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6942,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6943,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6944,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6945,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6946,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6947,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6948,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6949,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6950,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6951,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6952,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6953,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6954,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6955,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6956,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6957,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6958,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6959,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6960,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
6961,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6962,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6963,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6964,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6965,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6966,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6967,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6968,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6969,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6970,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6971,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6972,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6973,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6974,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6975,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6976,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6977,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6978,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6979,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6980,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6981,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6982,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6983,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6984,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6985,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6986,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6987,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6988,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6989,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6990,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6991,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6992,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6993,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6994,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6995,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6996,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6997,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6998,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6999,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7000,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7001,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7002,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7003,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7004,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7005,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7006,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7007,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7008,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7009,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7010,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7011,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7012,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
7013,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7014,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7015,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7016,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
7017,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7018,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7019,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7020,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7021,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7022,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7023,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7024,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7025,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7026,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7027,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7028,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7029,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7030,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7031,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7032,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7033,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7034,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
7035,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7036,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7037,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7038,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
7039,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
7040,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
7041,Wetland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
7042,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
7043,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
7044,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7045,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7046,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7047,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7048,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7049,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7050,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7051,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7052,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7053,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7054,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7055,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
7056,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7057,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7058,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7059,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7060,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7061,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7062,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7063,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7064,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7065,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7066,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7067,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7068,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7069,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7070,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7071,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7072,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7073,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7074,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7075,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7076,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7077,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
7078,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
7079,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7080,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7081,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7082,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7083,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7084,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7085,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7086,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7087,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7088,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7089,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7090,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7091,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7092,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7093,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7094,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7095,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7096,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7097,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7098,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7099,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7100,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7101,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
7102,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7103,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7104,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7105,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7106,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7107,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7108,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7109,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7110,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7111,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7112,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7113,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7114,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7115,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7116,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7117,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7118,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7119,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
7120,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
7121,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
7122,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7123,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7124,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7125,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
7126,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
