Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
18503,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
18504,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
18505,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18506,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
18507,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
18508,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
18509,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
18510,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
18511,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
18512,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
18513,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Bareland
18514,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
18515,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
18516,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
18517,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
18518,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
18519,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
18520,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
18521,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
18522,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
18523,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
18524,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
18525,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
18526,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
18527,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
18528,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18529,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18530,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18531,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18532,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18533,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
18534,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18535,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
18536,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
18537,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18538,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
18539,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
18540,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
18541,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18542,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
18543,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
18544,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
18545,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
18546,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
18547,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
18548,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
18549,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
18550,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
18551,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
18552,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
18553,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18554,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18555,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
18556,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18557,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
18558,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18559,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
18560,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
18561,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
18562,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
18563,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
18564,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
18565,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
18566,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
18567,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
18568,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
18569,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
18570,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
18571,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
18572,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18573,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18574,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
18575,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
18576,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
18577,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
18578,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
18579,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
18580,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
18581,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Forest
18582,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
18583,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
18584,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
18585,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
18586,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
18587,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
18588,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
18589,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
18590,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
18591,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
18592,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
18593,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
18594,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18595,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
18596,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
18597,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
18598,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
18599,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
18600,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
18601,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
18602,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
18603,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
18604,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18605,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
18606,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
18607,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
18608,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
18609,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
18610,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
18611,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18612,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
18613,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
18614,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
18615,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
18616,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
18617,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
18618,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
18619,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
18620,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
18621,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18622,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18623,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
18624,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
18625,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
18626,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
18627,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
18628,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
18629,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
18630,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
18631,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
18632,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
18633,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
18634,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
18635,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
18636,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
18637,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
18638,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
18639,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
18640,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
18641,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
18642,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
18643,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
18644,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
18645,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
18646,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
18647,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
18648,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
18649,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
18650,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
18651,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
18652,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
18653,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
18654,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
18655,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
18656,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
18657,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
18658,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
18659,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
18660,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
18661,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
18662,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
18663,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
18664,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
18665,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
18666,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
18667,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
18668,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
18669,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
18670,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
18671,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
18672,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
18673,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
18674,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
18675,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
18676,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
18677,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
18678,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
18679,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
18680,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
18681,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
18682,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
18683,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
18684,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
18685,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
18686,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
18687,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
18688,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
18689,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
18690,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
18691,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
18692,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
18693,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
18694,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
18695,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
18696,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
18697,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
18698,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
18699,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18700,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18701,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
18702,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
18703,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
18704,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
18705,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
18706,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
18707,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18708,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18709,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
18710,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
18711,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
18712,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
18713,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
18714,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18715,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
18716,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18717,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
18718,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
18719,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
18720,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18721,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18722,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
18723,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18724,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
18725,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
18726,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
18727,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
18728,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18729,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
18730,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
18731,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18732,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Cropland
18733,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
18734,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
18735,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18736,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
18737,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
18738,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
18739,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
18740,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
18741,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
18742,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
18743,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
18744,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
18745,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
18746,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
18747,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
18748,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
18749,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
18750,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
18751,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
18752,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
18753,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
18754,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
18755,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
18756,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
18757,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
18758,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
18759,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
18760,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
18761,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
18762,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
18763,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
18764,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
18765,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
18766,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
18767,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
18768,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
18769,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
18770,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
18771,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
18772,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
18773,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Grassland
18774,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Water
18775,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
18776,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Water
18777,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
18778,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Grassland
18779,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Water
18780,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
18781,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Water
18782,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
18783,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
18784,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18785,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
18786,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
18787,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18788,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18789,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
18790,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18791,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18792,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
18793,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
18794,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18795,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18796,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18797,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
18798,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18799,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
18800,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
18801,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
18802,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18803,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
18804,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18805,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Water
18806,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
18807,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18808,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18809,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
18810,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
18811,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18812,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
18813,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18814,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18815,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
