Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
16975,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
16976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
16977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
16979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
16980,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
16981,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
16982,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16983,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
16984,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16985,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
16986,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16987,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
16988,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
16989,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
16990,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
16991,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
16992,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16993,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
16994,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
16995,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
16996,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
16997,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
16998,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
16999,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17000,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
17001,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
17002,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
17003,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
17004,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
17005,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
17006,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
17007,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17008,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
17009,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
17010,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
17011,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
17012,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17013,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
17014,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
17015,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17016,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
17017,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17018,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
17019,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
17020,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
17021,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
17022,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
17023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
17024,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17025,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17026,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17027,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17028,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
17029,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
17030,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17031,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
17032,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17033,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17034,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17035,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17036,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
17037,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17038,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
17039,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17040,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17041,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17042,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17043,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
17044,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
17045,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
17046,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
17047,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17048,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
17049,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17050,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
17051,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
17052,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
17053,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17054,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
17055,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17056,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17057,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17058,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
17059,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17060,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
17061,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
17062,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17063,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
17064,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
17065,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
17066,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
17067,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
17068,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
17069,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
17070,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
17071,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
17072,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
17073,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17074,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17075,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17076,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
17077,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
17078,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
17079,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
17080,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
17081,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
17082,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
17083,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
17084,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
17085,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
17086,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
17087,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
17088,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
17089,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
17090,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
17091,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
17092,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
17093,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
17094,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
17095,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
17096,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
17097,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
17098,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
17099,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
17100,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
17101,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
17102,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
17103,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
17104,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
17105,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
17106,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Bareland
17107,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
17108,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
17109,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
17110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
17111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
17113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
17114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
17115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
17116,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
17117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
17119,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17120,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17121,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17122,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17123,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
17124,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
17125,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17126,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
17127,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
17128,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
17129,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
17130,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17131,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
17132,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
17133,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
17134,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
17135,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
17136,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
17137,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
17138,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
17139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
17140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
17141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
17143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
17144,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
17145,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
17146,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
17147,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
17148,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
17149,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
17150,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
17151,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
17152,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
17153,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17154,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
17155,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
17156,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
17157,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17158,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17159,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
17160,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17161,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17162,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17163,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
17164,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
17165,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
17166,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17167,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
17168,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17169,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
17170,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17171,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17172,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17173,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17174,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17175,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
17176,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
17177,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
17178,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
17179,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
17180,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
17181,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17182,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
17183,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
17184,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
17185,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
17186,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
17187,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17189,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17190,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
17191,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17192,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
17193,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17194,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17195,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
17196,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
17197,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17198,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
17200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
17202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
17203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
17204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
17205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
17207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
17208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
17209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
17210,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
17211,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
17212,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
17213,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
17214,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
17215,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
17216,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
17217,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
17218,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
17219,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
17220,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17221,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17222,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
17223,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
17224,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
17225,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
17226,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
17227,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
17228,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
17229,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
17230,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
17231,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
17232,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
17233,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
17234,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17235,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
17236,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
17237,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
17238,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
17239,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
17240,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
17241,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
17242,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
17243,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
17244,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
17245,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
17247,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
17248,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
17249,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17250,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17251,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17252,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
17253,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17254,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17255,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
17256,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
17257,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
17258,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17259,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
17260,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17261,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17262,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
17263,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17264,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17265,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
17266,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
17267,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
17268,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
17269,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
17270,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
17271,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
17272,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17273,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
17274,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
17275,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
17276,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
17277,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
17278,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
17279,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17280,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
17281,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
17282,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
17283,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
17284,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
17285,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
17286,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
17287,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17288,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
17289,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17290,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
