Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
2018,Water,Water,Water,NULL,Water,Water,Water,Grassland
2019,Water,Water,Water,NULL,Water,Water,Water,Wetland
2020,Water,Water,Water,NULL,Water,Water,Water,Bareland
2021,Water,Water,Water,NULL,Water,Water,Water,Water
2022,Water,Water,Water,NULL,Water,Water,Water,Forest
2023,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2024,Water,Water,Water,NULL,Water,Water,Forest,Bareland
2025,Water,Water,Water,NULL,Water,Water,Forest,Water
2026,Water,Water,Water,NULL,Water,Water,Forest,Forest
2027,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
2028,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2029,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2030,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
2031,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
2032,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2033,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2034,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2035,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2036,Water,Water,Water,Non_Water,Water,Water,Water,Water
2037,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2038,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2039,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2040,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2041,Water,Water,Water,Water,Water,NULL,Water,Water
2042,Water,Water,Water,Water,Water,NULL,Water,Forest
2043,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2044,Water,Water,Water,Water,Water,Grassland,Grassland,Water
2045,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2046,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2047,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2048,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2049,Water,Water,Water,Water,Water,Grassland,Water,Water
2050,Water,Water,Water,Water,Water,Grassland,Water,Forest
2051,Water,Water,Water,Water,Water,Grassland,Forest,Water
2052,Water,Water,Water,Water,Water,Grassland,Forest,Forest
2053,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2054,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2055,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2056,Water,Water,Water,Water,Water,Wetland,Water,Water
2057,Water,Water,Water,Water,Water,Wetland,Water,Forest
2058,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
2059,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
2060,Water,Water,Water,Water,Water,Bareland,Grassland,Water
2061,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2062,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2063,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2064,Water,Water,Water,Water,Water,Bareland,Water,Water
2065,Water,Water,Water,Water,Water,Bareland,Water,Forest
2066,Water,Water,Water,Water,Water,Bareland,Forest,Water
2067,Water,Water,Water,Water,Water,Bareland,Forest,Forest
2068,Water,Water,Water,Water,Water,Water,NULL,Bareland
2069,Water,Water,Water,Water,Water,Water,NULL,Water
2070,Water,Water,Water,Water,Water,Water,Shrubland,Forest
2071,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2072,Water,Water,Water,Water,Water,Water,Grassland,Water
2073,Water,Water,Water,Water,Water,Water,Grassland,Forest
2074,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2075,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2076,Water,Water,Water,Water,Water,Water,Wetland,Water
2077,Water,Water,Water,Water,Water,Water,Wetland,Forest
2078,Water,Water,Water,Water,Water,Water,Water,Grassland
2079,Water,Water,Water,Water,Water,Water,Water,Wetland
2080,Water,Water,Water,Water,Water,Water,Water,Bareland
2081,Water,Water,Water,Water,Water,Water,Water,Water
2082,Water,Water,Water,Water,Water,Water,Water,Forest
2083,Water,Water,Water,Water,Water,Water,Forest,Water
2084,Water,Water,Water,Water,Water,Water,Forest,Forest
2085,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2086,Water,Water,Water,Water,Water,Forest,Water,Water
2087,Water,Water,Water,Water,Water,Forest,Water,Forest
2088,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2089,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2090,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2091,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2092,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2093,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2094,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2095,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2096,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2097,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2098,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2099,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2100,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2101,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2102,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2103,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2104,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2105,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2106,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2107,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2108,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2109,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2110,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2111,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2112,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2113,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2114,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2115,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2116,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2117,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2118,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2119,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2120,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2121,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2122,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2123,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2124,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2125,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2126,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2127,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2128,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2129,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2130,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2131,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2132,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2133,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2134,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2135,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2136,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2137,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2138,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
2139,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2140,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2141,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2142,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2143,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2144,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2145,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2146,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2147,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2148,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2149,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2150,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2151,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2152,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2153,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
2154,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2155,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2156,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2157,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2158,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2159,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2160,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2161,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2162,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2163,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
2164,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2165,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2166,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2167,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2168,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2169,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2170,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2171,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2172,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2173,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2174,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
2175,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2176,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2177,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2178,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
2179,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2180,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2181,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2182,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2183,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2184,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2185,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2186,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2187,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2188,Water,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
2189,Water,Forest,Water,Water,Water,Water,Water,Forest
2190,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2191,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2192,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2193,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2194,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2195,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2196,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2197,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2198,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2199,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2206,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2207,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2208,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2209,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2210,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2211,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2212,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2214,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2215,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2216,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2217,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2218,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2219,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2220,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2221,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2222,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2223,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2224,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2225,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2226,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2227,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2228,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2229,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2230,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2231,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2232,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2233,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2234,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2235,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2236,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2237,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2238,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2239,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2240,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2241,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2242,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2243,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2244,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2245,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2246,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2247,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2249,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2250,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2251,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2252,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2253,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2254,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2255,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2256,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2257,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2258,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
2259,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2260,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2261,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2262,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2263,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2264,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2265,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2266,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2267,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2283,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2285,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2286,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2287,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2288,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2289,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2290,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2291,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2292,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2297,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2298,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2299,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2300,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2301,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2302,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2303,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2309,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2311,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2312,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2313,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2314,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2315,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2316,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2319,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2320,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2321,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2322,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2323,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2324,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2325,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2326,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2327,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2328,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2329,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2330,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2331,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2332,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2333,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2334,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2335,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2336,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2337,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2338,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2339,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2340,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2341,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2342,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2343,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2344,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2345,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2346,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2347,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
