Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
2445,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2446,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2447,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2448,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2449,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2450,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2451,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2452,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2453,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2454,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2455,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2456,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2457,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2458,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2459,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2460,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2461,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
2462,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2463,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2464,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2465,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2466,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2467,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2468,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2469,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2470,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2471,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2472,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2473,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2474,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2475,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2476,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2477,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2478,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2479,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2480,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2481,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
2482,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2483,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2484,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2485,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2486,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2487,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2488,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2489,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2490,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2491,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2492,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2493,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2494,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2495,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2496,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2497,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2498,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2499,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2500,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2501,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2502,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2503,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2504,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2505,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2506,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2507,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2508,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
2509,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
2510,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2511,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2512,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2513,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2514,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2515,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2516,Forest,Wetland,Water,Water,Water,Water,Water,Water
2517,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2518,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2519,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2520,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2521,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2522,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2523,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2524,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2525,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2526,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2527,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2528,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2529,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2530,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2531,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2532,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2533,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2534,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2535,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2536,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2537,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
2538,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
2539,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2540,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
2541,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
2542,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2543,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2544,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2545,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
2546,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
2547,Forest,Bareland,Wetland,Water,Wetland,Grassland,Forest,Water
2548,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2549,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
2550,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
2551,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
2552,Forest,Bareland,Wetland,Water,Wetland,Wetland,Forest,Water
2553,Forest,Bareland,Wetland,Water,Wetland,Wetland,Forest,Forest
2554,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2555,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
2556,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
2557,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2558,Forest,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
2559,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
2560,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2561,Forest,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
2562,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2563,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2564,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Water
2565,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2566,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
2567,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
2568,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
2569,Forest,Bareland,Water,Water,Water,Grassland,Water,Water
2570,Forest,Bareland,Water,Water,Water,Wetland,Wetland,Water
2571,Forest,Bareland,Water,Water,Water,Wetland,Water,Water
2572,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
2573,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
2574,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
2575,Forest,Bareland,Water,Water,Water,Water,Water,Water
2576,Forest,Bareland,Water,Water,Water,Water,Forest,Grassland
2577,Forest,Bareland,Water,Water,Water,Water,Forest,Water
2578,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2579,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2580,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2581,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2582,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2583,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2584,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2585,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2586,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2587,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2588,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
2589,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2590,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2591,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2592,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2593,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2594,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2595,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2596,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2597,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2598,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2599,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2600,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2601,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2602,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
2603,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2604,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2605,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2606,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2607,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2608,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2609,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2610,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2611,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
2612,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2613,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2614,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2615,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2616,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2617,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2618,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2619,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2620,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2621,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2622,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2623,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
2624,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Water
2625,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Water
2626,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2627,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2628,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2629,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2630,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2631,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2632,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
2633,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2634,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2635,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2636,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2637,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2638,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2639,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2640,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2641,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2642,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2643,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2644,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2645,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2646,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2647,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2648,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2649,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2650,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2651,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2652,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2653,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2654,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2655,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2656,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2657,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2658,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2659,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2660,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2661,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2662,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2663,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2664,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2665,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2666,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2667,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2668,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2669,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2670,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2671,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2672,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2673,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2674,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2675,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2676,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2677,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2678,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2679,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2680,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2681,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2682,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2683,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2684,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2685,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2686,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2687,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2688,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2689,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2690,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2691,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
2692,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2693,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2694,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2695,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2696,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2697,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2698,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2699,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2700,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2701,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2702,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2703,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2704,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2705,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2706,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
2707,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2708,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2709,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2710,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2711,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2712,Forest,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2713,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2714,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2715,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
2716,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2717,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2718,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2719,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2720,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2721,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2722,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2723,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2724,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2725,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
2726,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2727,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2728,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2729,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2730,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2731,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2732,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2733,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2734,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2735,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2736,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2737,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
2738,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2739,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2740,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2741,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2742,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2743,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2744,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2745,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2746,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2747,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2748,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2749,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2750,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2751,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2752,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2753,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2754,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2755,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2756,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
2757,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2758,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2759,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2760,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2761,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2762,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2763,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2764,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
2765,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
2766,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
2767,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2768,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2769,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2770,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2771,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2772,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2773,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2774,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
2775,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2776,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2777,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2778,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
2779,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2780,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2781,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2782,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
