Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
6548,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6549,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6550,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
6551,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6552,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6553,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6554,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6555,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6556,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6557,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6558,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6559,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6560,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6561,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6562,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
6563,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6564,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6565,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6566,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6567,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6568,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6569,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6570,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6571,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6572,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6573,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6574,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6575,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6576,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6577,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6578,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
6579,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6580,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
6581,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6582,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6583,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
6584,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6585,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6586,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6587,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6588,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6589,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6590,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6591,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6592,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6593,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6594,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6595,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6596,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
6597,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6598,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6599,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6600,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
6601,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
6602,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6603,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6604,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6605,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6606,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6607,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6608,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
6609,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6610,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
6611,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6612,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6613,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
6614,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6615,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6616,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6617,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6618,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6619,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6620,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
6621,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
6622,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6623,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6624,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6625,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6626,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6627,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6628,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6629,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6630,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6631,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
6632,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6633,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6634,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
6635,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6636,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6637,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6638,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6639,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6640,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6641,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6642,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6643,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6644,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6645,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6646,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6647,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6648,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6649,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6650,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6651,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6652,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6653,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6654,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6655,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6656,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6657,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6658,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6659,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6664,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6665,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6667,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6668,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6669,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6670,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6671,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6672,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6673,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6674,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6675,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6676,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6677,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6678,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6679,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6680,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6681,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6682,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6683,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6684,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6685,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6686,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6688,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6689,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6690,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6691,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6692,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6693,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6694,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6695,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6696,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6697,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6698,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6699,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6700,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6701,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6702,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6703,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6704,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6705,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6706,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6707,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6708,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6709,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6710,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6711,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6712,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6713,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6714,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6715,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6716,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6717,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6719,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6720,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6721,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6722,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6723,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6724,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
6725,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6726,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6727,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6728,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6729,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6730,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6731,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6732,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6733,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6734,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6735,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6736,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6737,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6738,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6739,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6740,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6741,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6742,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6743,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6744,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6745,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6746,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6747,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6753,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6754,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6755,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6756,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6757,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6758,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6759,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6760,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6761,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6762,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6763,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
6764,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6765,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
6766,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6767,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6768,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6769,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6773,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6774,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6777,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6778,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6779,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6780,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6781,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6782,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6783,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6784,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6785,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6786,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6787,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6788,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6789,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6790,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6791,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6792,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6793,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6794,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6795,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6796,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6797,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6798,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6799,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6800,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6801,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6802,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6803,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6804,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6805,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6806,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6808,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6809,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6810,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6811,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
6812,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6813,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6814,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6815,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6816,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
6817,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6818,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6819,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6820,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6821,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6822,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6823,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6824,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6825,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6826,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6827,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6828,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
6829,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6830,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6831,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6832,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6833,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6834,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6835,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6836,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
6837,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6838,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6839,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6840,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6841,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6842,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6843,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6844,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6845,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6846,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6847,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6848,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6849,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6850,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6851,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6852,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6853,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6854,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6855,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6856,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
