Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
3705,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3706,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3707,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
3708,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3709,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3710,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3711,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3712,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3713,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3714,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3715,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3716,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3717,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
3718,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3719,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3720,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3721,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3722,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3723,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3724,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
3725,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3726,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3727,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3728,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3729,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3730,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
3731,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3732,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3733,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3734,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3735,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3736,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3737,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3738,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3739,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3740,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3741,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3742,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3743,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3744,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3745,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3746,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3747,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3748,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3749,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3750,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3751,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3752,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3753,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3754,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3755,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
3756,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3757,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3758,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3759,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3760,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3761,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3762,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3763,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3764,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3765,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3766,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3767,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3768,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3769,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3770,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3771,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3772,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3773,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3774,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3775,Water,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
3776,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3777,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3778,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3779,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3780,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3781,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3782,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3783,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3784,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3785,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3786,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3787,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3788,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3789,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3790,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3791,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3792,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3793,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3794,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3795,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3796,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3797,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3798,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3799,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3800,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3801,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3802,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3803,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3804,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3805,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3806,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3807,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3808,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3809,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
3810,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3811,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3812,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3813,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3814,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3815,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3816,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
3817,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3818,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3819,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3820,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3821,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3822,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3823,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3824,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3825,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
3826,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
3827,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
3828,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
3829,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
3830,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
3831,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
3832,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3833,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3834,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3835,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3836,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3837,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
3838,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3839,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3840,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
3841,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3842,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3843,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3844,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3845,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3846,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
3847,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3848,Water,Water,Wetland,Water,Wetland,Built-up,Water,Forest
3849,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3850,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
3851,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3852,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
3853,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3854,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3855,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3856,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3857,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
3858,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3859,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3860,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3861,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3862,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3863,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3864,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3865,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3866,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3867,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3868,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3869,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3870,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
3871,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3872,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3873,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3874,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3875,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
3876,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3877,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3878,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3879,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3880,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3881,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3882,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3883,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3884,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3885,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3886,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3887,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3888,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3889,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3890,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3891,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3892,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3893,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3894,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3895,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3896,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3897,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3898,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
3899,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Built-up
3900,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3901,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3902,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3903,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3904,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3905,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3906,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3907,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3908,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3909,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3910,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3911,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3912,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3913,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3914,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3915,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3916,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3917,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3918,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3919,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3920,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3921,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3922,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3923,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3924,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3925,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3926,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3927,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3928,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3929,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3930,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3931,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3932,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3933,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3934,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3935,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3936,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3937,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3938,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3939,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3940,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
3941,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3942,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
3943,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3944,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
3945,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
3946,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
3947,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3948,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3949,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3950,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3951,Water,Water,Bareland,Water,Non_Wetland,Built-up,Grassland,Water
3952,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3953,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3954,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3955,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3956,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3957,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3958,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3959,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3960,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3961,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3962,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3963,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3964,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
3965,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3966,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3967,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
3968,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
3969,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3970,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3971,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
3972,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3973,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3974,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3975,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3976,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3977,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3978,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3979,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3980,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
3981,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3982,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3983,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
3984,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3985,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3986,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3987,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3988,Water,Water,Water,NULL,Water,NULL,Water,Water
3989,Water,Water,Water,NULL,Water,NULL,Water,Forest
3990,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3991,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3992,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3993,Water,Water,Water,NULL,Water,Grassland,Water,Water
3994,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3995,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
3996,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
3997,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
3998,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3999,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4000,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4001,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4002,Water,Water,Water,NULL,Water,Wetland,Water,Water
4003,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4004,Water,Water,Water,NULL,Water,Wetland,Forest,Water
4005,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
4006,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
4007,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
4008,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4009,Water,Water,Water,NULL,Water,Water,NULL,Bareland
4010,Water,Water,Water,NULL,Water,Water,NULL,Water
4011,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4012,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
4013,Water,Water,Water,NULL,Water,Water,Grassland,Water
4014,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4015,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4016,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
4017,Water,Water,Water,NULL,Water,Water,Wetland,Water
4018,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4019,Water,Water,Water,NULL,Water,Water,Water,Grassland
4020,Water,Water,Water,NULL,Water,Water,Water,Wetland
4021,Water,Water,Water,NULL,Water,Water,Water,Bareland
4022,Water,Water,Water,NULL,Water,Water,Water,Water
4023,Water,Water,Water,NULL,Water,Water,Water,Forest
4024,Water,Water,Water,NULL,Water,Water,Forest,Grassland
4025,Water,Water,Water,NULL,Water,Water,Forest,Water
4026,Water,Water,Water,NULL,Water,Water,Forest,Forest
4027,Water,Water,Water,NULL,Water,Forest,Wetland,Water
4028,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4029,Water,Water,Water,NULL,Water,Forest,Water,Water
4030,Water,Water,Water,NULL,Water,Forest,Water,Forest
4031,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4032,Water,Water,Water,Non_Water,Water,NULL,Water,Water
4033,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4034,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4035,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
4036,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4037,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4038,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4039,Water,Water,Water,Non_Water,Water,Water,Grassland,Bareland
4040,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4041,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4042,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4043,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
