Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
12385,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12386,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
12387,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
12388,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12389,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12390,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12391,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12392,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12393,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
12394,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12395,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12396,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12397,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12398,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12399,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12400,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12401,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12402,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12403,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12404,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
12405,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12406,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12407,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12408,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12409,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
12410,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12411,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12412,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12413,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12414,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12415,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12416,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
12417,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12418,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12419,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
12420,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
12421,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
12422,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
12423,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
12424,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
12425,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12426,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
12427,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12428,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12429,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12430,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12431,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12432,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12433,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12434,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12435,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12436,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12437,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12438,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12439,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12440,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12441,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12442,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12443,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12444,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12445,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
12446,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12447,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12448,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12449,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12450,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
12451,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
12452,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12453,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12454,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
12455,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12456,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12457,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
12458,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12459,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12460,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12461,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
12462,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
12463,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
12464,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12465,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12466,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12467,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12468,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12469,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12470,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12471,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12472,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12473,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12474,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12475,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12476,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12477,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12478,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12479,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12480,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12481,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12482,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12483,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
12484,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12485,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12486,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12487,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12488,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
12489,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12490,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12491,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
12492,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12493,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
12494,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12495,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12496,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12497,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12498,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
12499,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12500,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12501,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12502,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12503,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12504,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12505,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12506,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12507,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12508,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12509,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12510,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
12511,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12512,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
12513,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12514,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12515,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12516,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
12517,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12518,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12519,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
12520,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
12521,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
12522,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
12523,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
12524,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12525,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12526,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
12527,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
12528,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
12529,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
12530,Forest,Water,Water,NULL,Water,Bareland,Water,Water
12531,Forest,Water,Water,NULL,Water,Forest,Shrubland,Wetland
12532,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
12533,Forest,Water,Water,NULL,Water,Forest,Water,Water
12534,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
12535,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
12536,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Water
12537,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
12538,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
12539,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
12540,Forest,Water,Water,Water,Water,Water,Water,Wetland
12541,Forest,Water,Water,Water,Water,Water,Water,Water
12542,Forest,Water,Water,Water,Water,Water,Water,Forest
12543,Forest,Water,Water,Water,Water,Forest,Water,Water
12544,Forest,Water,Water,Water,Water,Forest,Water,Forest
12545,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12546,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12547,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12548,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12549,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12550,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12551,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12552,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12553,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12554,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12555,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12556,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
12557,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12558,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12559,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12560,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12561,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
12562,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12563,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
12564,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
12568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12570,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12572,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12573,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12574,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12576,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12577,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12578,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12579,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12580,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12581,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12582,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12583,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12584,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12585,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12586,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12587,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12588,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12589,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
12590,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12591,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12592,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12593,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
12594,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12595,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12596,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
12597,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
12598,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
12599,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12600,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12601,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12602,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12603,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
12604,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12605,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12606,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12607,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12608,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
12609,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12610,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
12611,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12612,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
12613,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12614,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12615,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12616,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12617,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12618,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12619,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
12620,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
12621,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
12622,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
12623,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
12624,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
12625,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
12626,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
12627,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12628,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12633,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
12634,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
12635,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
12636,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12637,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12638,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12639,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12640,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12641,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
12642,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12645,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12646,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12647,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12648,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
12649,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12650,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12651,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12652,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12653,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12654,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12655,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12656,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12657,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12658,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12659,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12660,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12661,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12662,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12663,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12664,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12665,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12666,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12667,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12668,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
12669,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12670,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12671,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12672,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
12673,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12674,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12678,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12679,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12680,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12683,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12684,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12685,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12696,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12697,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12698,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12699,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12700,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12701,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
12702,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
12703,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
12704,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12705,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
12706,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12707,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12708,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
12709,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12710,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12711,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12712,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
12713,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
12714,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12715,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
