Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
4420,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4421,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4422,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4423,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4424,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4425,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4426,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4427,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
4428,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4429,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4430,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4431,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
4432,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4433,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Bareland
4434,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4435,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4436,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4437,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4438,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4439,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4440,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4441,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4442,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
4443,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4444,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4445,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4446,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4447,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4448,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4449,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4450,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4451,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4452,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4453,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4454,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4455,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4456,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4457,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4458,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4459,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4460,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4461,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4462,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4463,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4464,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4465,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4466,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4467,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4468,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4469,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
4470,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
4471,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4472,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
4473,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4474,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4475,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4476,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4477,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4478,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4479,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4480,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4481,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4482,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4483,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4484,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
4485,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4486,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4487,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
4488,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4489,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
4490,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4491,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4492,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4493,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4494,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4495,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4496,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4497,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4498,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4499,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4500,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
4501,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4502,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4503,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4504,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4505,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4506,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4507,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4508,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4509,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
4510,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
4511,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4512,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4513,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4514,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4515,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4516,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4517,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4518,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4519,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4520,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4521,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4522,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4523,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4529,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4530,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4531,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4532,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4533,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4534,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4535,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4536,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4537,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4538,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4539,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4540,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4541,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4542,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
4543,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4544,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4545,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4546,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4547,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4548,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4549,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
4550,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4551,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4552,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4553,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4554,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4555,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4556,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4557,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4558,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4559,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
4560,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4561,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
4562,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4563,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4564,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4565,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
4566,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4567,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4568,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4569,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4570,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4571,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4572,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4573,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4574,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4575,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4576,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4577,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4578,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4579,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4580,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4581,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4582,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4583,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4584,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4585,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4586,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4587,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
4588,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4589,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4590,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4591,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4592,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4593,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4594,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4595,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4596,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
4597,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
4598,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Water
4599,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Forest,Forest
4600,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4601,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4602,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4603,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4604,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4605,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4606,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4607,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4608,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4609,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4610,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4611,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4612,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4613,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4614,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4615,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4616,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4617,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4618,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4619,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4620,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
4621,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
4622,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4623,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4624,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4625,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
4626,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4627,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4628,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4629,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4630,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4631,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4632,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4633,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4634,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4635,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4636,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4637,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4638,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Bareland
4639,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4640,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4641,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4642,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Bareland
4643,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
4644,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4645,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4646,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
4647,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
4648,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
4649,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
4650,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
4651,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4652,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4653,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
4654,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4655,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4656,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4657,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4658,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4659,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4660,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4661,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4662,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
4663,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4664,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4665,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
4666,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4667,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Water
4668,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Bareland
4669,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
4670,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4671,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
4672,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
4673,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
4674,Water,Water,Wetland,NULL,Wetland,Cropland,Forest,Water
4675,Water,Water,Wetland,NULL,Wetland,Cropland,Forest,Forest
4676,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4677,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4678,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4679,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4680,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4681,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4682,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4683,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4684,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4685,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4686,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4687,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4688,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4689,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4690,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4691,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4692,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4693,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4694,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4695,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4696,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4697,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4698,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4699,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4700,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4701,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
4702,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4703,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4704,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4705,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4706,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4707,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4708,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4709,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4710,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4711,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4712,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4713,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4714,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4715,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4716,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
4717,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4718,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4719,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4720,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4721,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4722,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4723,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4724,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4725,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4726,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4727,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4728,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4729,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4730,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4731,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4732,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4733,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4734,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4735,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4736,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4737,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
4738,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
4739,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
4740,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
4741,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
4742,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
4743,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4744,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4745,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4746,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4747,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4748,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4749,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4750,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4751,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4752,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
4753,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Bareland
