Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
14481,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14482,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
14483,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
14484,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
14485,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
14486,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
14487,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Water
14488,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
14489,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
14490,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
14491,Water,Water,NULL,Water,Non_Wetland,NULL,Built-up,Wetland
14492,Water,Water,NULL,Water,Non_Wetland,NULL,Water,NULL
14493,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
14494,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
14495,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
14496,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
14497,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
14498,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
14499,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14500,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
14501,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14502,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14503,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
14504,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
14505,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
14506,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
14507,Water,Water,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
14508,Water,Water,NULL,Water,Non_Wetland,Shrubland,Bareland,Water
14509,Water,Water,NULL,Water,Non_Wetland,Shrubland,Bareland,Forest
14510,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14511,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14512,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
14513,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
14514,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
14515,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
14516,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
14517,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
14518,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
14519,Water,Water,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
14520,Water,Water,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
14521,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
14522,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,NULL
14523,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
14524,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Cropland
14525,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
14526,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,NULL
14527,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
14528,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
14529,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
14530,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
14531,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
14532,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
14533,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
14534,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,NULL
14535,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
14536,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Cropland
14537,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
14538,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
14539,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
14540,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
14541,Water,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Water
14542,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Grassland
14543,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
14544,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
14545,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
14546,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
14547,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
14548,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
14549,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
14550,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
14551,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
14552,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
14553,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
14554,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
14555,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Grassland
14556,Water,Water,NULL,Water,Non_Wetland,Water,Water,NULL
14557,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
14558,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
14559,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
14560,Water,Water,NULL,Water,Non_Wetland,Water,Water,Built-up
14561,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
14562,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
14563,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
14564,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
14565,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
14566,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14567,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14568,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14569,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14570,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14571,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14572,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14573,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14574,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14575,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14576,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14577,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14578,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14579,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
14580,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14581,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14582,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
14583,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
14584,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
14585,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14586,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
14587,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
14588,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14589,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
14590,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14591,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
14592,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14593,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
14594,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
14595,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
14596,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
14597,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14598,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14599,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14600,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
14601,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
14602,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14603,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14604,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14605,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14606,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14607,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14608,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14609,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14610,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14611,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14612,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14613,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14614,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14615,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14616,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14617,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14618,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
14619,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
14620,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14621,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14622,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14623,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14624,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
14625,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
14626,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14627,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14628,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14629,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14630,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14631,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14632,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
14633,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14634,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14635,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14636,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14637,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14638,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14639,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14640,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14641,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14642,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14643,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
14644,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
14645,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
14646,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
14647,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14648,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14649,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14650,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
14651,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14652,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14653,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14654,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14655,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
14656,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14657,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14658,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14659,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
14660,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14661,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
14662,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14663,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14664,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14665,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
14666,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14667,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
14668,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14669,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14670,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
14671,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14672,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
14673,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14674,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
14675,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
14676,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14677,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14678,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
14679,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
14680,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
14681,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14682,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14683,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14684,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14685,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
14686,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14687,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
14688,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14689,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14690,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14691,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
14692,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
14693,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
14694,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
14695,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
14696,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
14697,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
14698,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
14699,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
14700,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14701,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
14702,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
14703,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
14704,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
14705,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14706,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14707,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
14708,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14709,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14710,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
14711,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14712,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14713,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14714,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14715,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14716,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14717,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14718,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
14719,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14720,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
14721,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14722,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14724,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
14725,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
14726,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
14727,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
14728,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14729,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
14730,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
14731,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
14732,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
14733,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14734,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14735,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14736,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14737,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14738,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14739,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14740,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14741,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14742,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14743,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
14744,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14745,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14746,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14747,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14748,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14749,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14750,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
14751,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
14752,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14753,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14754,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
14755,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
14756,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
14757,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14758,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14759,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
14760,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14761,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14762,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
14763,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
14764,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14765,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14766,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14767,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14768,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
14769,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14770,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14771,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
14772,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14773,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
14774,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14775,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
14776,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14777,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
14778,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
14779,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14780,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
14781,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14782,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14783,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14784,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14785,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14786,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14787,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
14788,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14789,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
14790,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14791,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
14792,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
14793,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
14794,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14795,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
14796,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14797,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
14798,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14799,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14800,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
14801,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14802,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14803,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
