Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
9100,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9101,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9102,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9103,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9104,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9105,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9106,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9107,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9108,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9109,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9110,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9111,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9112,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9113,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9114,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9115,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9116,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9117,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
9118,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9119,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9120,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9121,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9122,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9123,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9124,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9125,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9126,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9127,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9128,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9129,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9130,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9131,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9132,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9133,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9134,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9135,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9136,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
9137,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9138,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9139,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9140,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9141,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9142,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9143,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9144,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9145,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9146,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9147,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
9148,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9149,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9150,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9151,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9152,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9153,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9154,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
9155,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9156,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9157,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9158,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9159,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9160,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9161,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9162,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9163,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9164,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9165,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9166,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9167,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9168,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9169,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9170,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9171,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9172,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9173,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9174,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9175,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9176,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9177,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9178,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9179,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9180,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9181,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9182,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9183,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9184,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9185,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9186,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9187,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9188,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9189,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9190,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9191,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9192,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9193,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
9194,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9195,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9196,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9197,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
9198,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
9199,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
9200,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9201,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9202,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9203,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9204,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9205,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9206,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
9207,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9208,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9209,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9210,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9211,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9212,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9213,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9214,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9215,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9216,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9217,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9218,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9219,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9220,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9221,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9222,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
9223,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
9224,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9225,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9226,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9227,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9228,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9229,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9230,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9231,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9232,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9233,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9234,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9235,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9236,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9237,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9238,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9239,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9240,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9241,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9242,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9243,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9244,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9245,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9246,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9247,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9254,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9255,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9256,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9270,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9271,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9272,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9285,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9286,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9287,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9317,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9336,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9338,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9339,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9340,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9341,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9342,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9352,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9353,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9354,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9355,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9356,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9357,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9358,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9359,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9360,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9361,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9362,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9363,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
9381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9386,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9387,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9388,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9389,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9390,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9391,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9392,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9393,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
9394,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9395,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9396,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9397,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9398,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9399,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9400,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9401,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9402,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9403,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9404,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9405,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9406,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9407,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9408,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9409,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9410,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9411,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9412,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9413,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9414,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
