Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
2423,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2424,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
2425,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2426,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2427,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2428,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2429,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
2430,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2431,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2432,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2433,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2434,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2435,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2436,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2437,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2438,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2439,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2440,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2441,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2442,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2443,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2444,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2445,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2446,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2447,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2448,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2449,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2450,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2451,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2452,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2453,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2454,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2455,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2456,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2457,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2458,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2459,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2460,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2461,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2462,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2463,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2464,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2465,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2466,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2467,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2468,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2469,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2470,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2471,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2473,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2474,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2475,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2476,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2477,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2478,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2479,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2480,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2481,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2482,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2483,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2484,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2486,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2487,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2488,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2489,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2490,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2491,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2492,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2493,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2494,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2495,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2496,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2497,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2498,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2499,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2500,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2501,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2502,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2503,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2504,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2505,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2506,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2507,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2508,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2509,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2510,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2511,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2512,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2513,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2515,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2516,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2517,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2518,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2519,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2520,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2521,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2522,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2523,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2524,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2526,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2527,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2528,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2529,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2530,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2531,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2532,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2533,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2534,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2535,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2536,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2537,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2538,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2539,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2540,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2541,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2542,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2543,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2544,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2545,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2546,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2547,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2548,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2549,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2550,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2551,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2552,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2553,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2554,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2555,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2556,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2557,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2558,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2559,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2560,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2561,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2562,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2563,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2564,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2565,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2566,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2567,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2568,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2569,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2571,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2572,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2573,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2574,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2575,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2576,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2577,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2578,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2579,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2580,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2581,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2582,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2583,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2584,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2585,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2586,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2587,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2588,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2589,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2590,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2591,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2592,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2593,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2594,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2595,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2596,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2597,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2598,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2599,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2600,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2601,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2602,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2603,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2604,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2605,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2606,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2607,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2608,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2609,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2610,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2611,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2612,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2613,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2614,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2615,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2618,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2619,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2620,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2621,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2622,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2623,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2624,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2625,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2626,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2627,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2628,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2629,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2630,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2631,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2632,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2633,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2634,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2635,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2636,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2637,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2638,Forest,Water,Water,Water,Water,NULL,NULL,Water
2639,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2640,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2641,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2642,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2643,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2644,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2645,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2646,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2647,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2648,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2649,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2650,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2651,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2652,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2653,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2654,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2655,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2656,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2657,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2661,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2662,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2664,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2666,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2667,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2668,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2669,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2670,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2671,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2672,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2673,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
2674,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2675,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2676,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2677,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2678,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2679,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2680,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2681,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2682,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2683,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2685,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2686,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2688,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2689,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2690,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2691,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2692,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2695,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2696,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2697,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2698,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2699,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2700,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2701,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2703,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2704,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2705,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2706,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2707,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2708,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2709,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2710,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2711,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2712,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2713,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2714,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2715,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2716,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2717,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2718,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2719,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2720,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2721,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2722,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2724,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2725,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2726,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2727,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2728,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2729,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2730,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2731,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2732,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2733,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2734,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2735,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2736,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2737,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2738,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2739,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2740,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2741,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2742,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2743,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2744,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2745,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2746,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2747,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2748,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2749,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2750,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
2751,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2752,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2753,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2754,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2755,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2756,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2757,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2758,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2759,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2760,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2761,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2762,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2763,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2764,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2765,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2766,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2767,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
