Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
4362,Wetland,Water,Wetland,Water,NULL,Water,Water,Forest
4363,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
4364,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4365,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
4366,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
4367,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4368,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4369,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4370,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4371,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
4372,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4373,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4374,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4375,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4376,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4377,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4378,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
4379,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4380,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4381,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
4382,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
4383,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4384,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
4385,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4386,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4387,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4388,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4389,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4390,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
4391,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4392,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
4393,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
4394,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
4395,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4396,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4397,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
4398,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4399,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4400,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
4401,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
4402,Wetland,Water,Water,NULL,Water,Bareland,Wetland,Wetland
4403,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
4404,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
4405,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
4406,Wetland,Water,Water,Non_Water,NULL,Water,Water,Wetland
4407,Wetland,Water,Water,Non_Water,NULL,Water,Water,Bareland
4408,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4409,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4410,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4411,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4412,Wetland,Water,Water,Non_Water,Water,Water,Water,Bareland
4413,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4414,Wetland,Water,Water,Non_Water,Water,Forest,Water,Wetland
4415,Wetland,Water,Water,Water,NULL,Water,Wetland,Water
4416,Wetland,Water,Water,Water,NULL,Water,Water,Grassland
4417,Wetland,Water,Water,Water,NULL,Water,Water,Wetland
4418,Wetland,Water,Water,Water,NULL,Water,Water,Water
4419,Wetland,Water,Water,Water,NULL,Water,Water,Forest
4420,Wetland,Water,Water,Water,NULL,Forest,Water,Wetland
4421,Wetland,Water,Water,Water,Water,NULL,Wetland,Wetland
4422,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
4423,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
4424,Wetland,Water,Water,Water,Water,NULL,Water,Water
4425,Wetland,Water,Water,Water,Water,NULL,Water,Forest
4426,Wetland,Water,Water,Water,Water,Grassland,Wetland,Wetland
4427,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
4428,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
4429,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
4430,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
4431,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4432,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
4433,Wetland,Water,Water,Water,Water,Water,Wetland,Water
4434,Wetland,Water,Water,Water,Water,Water,Water,Grassland
4435,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4436,Wetland,Water,Water,Water,Water,Water,Water,Water
4437,Wetland,Water,Water,Water,Water,Water,Water,Forest
4438,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
4439,Wetland,Water,Water,Water,Water,Forest,Water,Water
4440,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4441,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4442,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4443,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4444,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4445,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4446,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4447,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4448,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4449,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4450,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4451,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4452,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4453,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4454,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4455,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4456,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4457,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4458,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4459,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4460,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
4461,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4462,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4463,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4464,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4465,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4466,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4467,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4468,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4469,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4470,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4471,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4472,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4473,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4474,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4475,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4476,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4477,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4478,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4479,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4480,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4481,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4482,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4483,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4484,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4485,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4486,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4487,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4488,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4489,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4490,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4491,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4492,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4493,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4494,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4495,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4496,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4497,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4498,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4499,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4500,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4501,Wetland,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4502,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4503,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4504,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4505,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4506,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4507,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4508,Wetland,Forest,Wetland,NULL,NULL,NULL,Water,Wetland
4509,Wetland,Forest,Wetland,NULL,NULL,NULL,Water,Bareland
4510,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4511,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4512,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4513,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4514,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4515,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4516,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4517,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4518,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4519,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4520,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
4521,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4522,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4523,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4524,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4525,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4526,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4527,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4528,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4529,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4530,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4531,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4532,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4533,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4534,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4535,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4536,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
4537,Wetland,Forest,Wetland,Non_Water,NULL,Forest,Wetland,Water
4538,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4539,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4540,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4541,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4542,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4543,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4544,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4545,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4546,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4547,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
4548,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4549,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
4550,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4551,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4552,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4553,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4554,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4555,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4556,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4557,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4558,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4559,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4560,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4561,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4562,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4563,Wetland,Forest,Wetland,Water,NULL,Forest,Water,Wetland
4564,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
4565,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Water
4566,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4567,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4568,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4569,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4570,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4571,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4572,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4573,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
4574,Wetland,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
4575,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4576,Wetland,Forest,Water,Non_Water,NULL,Forest,Water,Wetland
4577,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
4578,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
4579,Wetland,Forest,Water,Non_Water,Water,Water,Water,Grassland
4580,Wetland,Forest,Water,Water,NULL,Forest,Water,Wetland
4581,Wetland,Forest,Water,Water,Water,NULL,Wetland,Wetland
4582,Wetland,Forest,Water,Water,Water,NULL,Water,Water
4583,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
4584,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4585,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
4586,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
4587,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
4588,Wetland,Forest,Water,Water,Water,Forest,Wetland,Water
4589,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4590,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4591,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4592,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4593,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4594,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4595,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
4596,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4597,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4598,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
4599,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4600,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4601,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4602,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4603,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4604,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4605,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4606,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4607,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4608,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4609,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4610,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4611,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4612,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4613,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4614,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4615,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4616,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4617,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4618,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4619,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4620,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4621,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4622,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4623,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4624,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4625,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4626,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4627,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4628,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4629,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
4630,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
4631,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4632,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
4633,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4634,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4635,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4636,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
4637,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4638,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4639,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4640,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4641,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
4642,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4643,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4644,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4645,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4646,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4647,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4648,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4649,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4650,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4651,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4652,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
4653,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
4654,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4655,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4656,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4657,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
4658,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
4659,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4660,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
4661,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4665,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4666,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4667,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4668,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4669,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
4670,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4671,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4672,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4673,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
4674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Built-up
4675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4676,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4679,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4680,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4681,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4682,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4683,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4684,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4685,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4686,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4687,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
4688,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4689,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4690,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4691,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4692,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4693,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4694,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4695,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
