Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
3513,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3514,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3515,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3516,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3517,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3518,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3519,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3520,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3521,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3522,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3523,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3524,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3525,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3526,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3527,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3528,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3529,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3530,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3531,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3532,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3533,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3534,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3535,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3536,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3537,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3538,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3539,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3540,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3541,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3542,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3543,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3544,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3545,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3546,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3547,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3548,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3549,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3550,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3551,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3552,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3553,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3554,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3555,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3556,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3557,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3558,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3559,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3560,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3561,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3562,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3563,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3564,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3565,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3566,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3567,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3570,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3571,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3572,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3573,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3574,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3575,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3576,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3577,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3578,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3579,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3580,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3581,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3582,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3583,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
3584,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3585,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3586,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3587,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3588,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3589,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3590,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
3591,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3592,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
3593,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3594,Bareland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
3595,Bareland,Cropland,Water,NULL,Water,Cropland,Bareland,Bareland
3596,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3597,Bareland,Cropland,Water,Water,Water,Bareland,Water,Forest
3598,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3599,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3600,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3601,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3602,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3603,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3604,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3605,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3606,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3607,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3608,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3609,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3610,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3611,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3612,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3613,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3614,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3615,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3616,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3617,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3618,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3619,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3620,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3621,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3622,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3623,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3624,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3625,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3626,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3627,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3628,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3629,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3630,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3631,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3632,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3633,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3634,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3635,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3636,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3637,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3638,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3639,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3640,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3641,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3642,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3643,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3644,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3645,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3646,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3647,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3648,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3649,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3650,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3651,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3652,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3653,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3654,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3655,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3656,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3658,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3663,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3664,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3665,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3666,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3667,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3668,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3669,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3670,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3671,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3672,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3673,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3674,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3675,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3676,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3677,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3678,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3679,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3680,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3681,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3682,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3683,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3684,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3685,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3686,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3687,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3688,Bareland,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
3689,Bareland,Built-up,Water,NULL,Water,Grassland,NULL,Bareland
3690,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
3691,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3692,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3693,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3694,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3695,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3696,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3697,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3698,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3699,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3700,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3701,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3702,Bareland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3703,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3704,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3705,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
3706,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3707,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Bareland
3708,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3709,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3710,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3711,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3712,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3713,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3714,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3715,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3716,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3717,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3718,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3719,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3720,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3721,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3722,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3723,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3724,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3725,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3726,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3727,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3728,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3729,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3730,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3731,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3732,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3733,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3734,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3735,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3736,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3737,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3738,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3739,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3740,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3741,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3742,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3743,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3744,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3745,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3746,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3747,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3748,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3749,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3750,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3751,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3752,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3753,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
3754,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3755,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
3756,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3757,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3758,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3759,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3760,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
3761,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Bareland
3762,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3763,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
3764,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3765,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3766,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3767,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3768,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3769,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3770,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3771,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3772,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3773,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3774,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3775,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3776,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3777,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3778,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3779,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3780,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3781,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3782,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3783,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3784,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3785,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3786,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3787,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3788,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3789,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3790,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3791,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3792,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3793,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3794,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3795,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3796,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3797,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3798,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3799,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3800,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3801,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3802,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3803,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3804,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3805,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3806,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3807,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3808,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3809,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3810,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3811,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3812,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3813,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3814,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3815,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3816,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3817,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3818,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3819,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3820,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3821,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3822,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3823,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3824,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3825,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
