Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
2058,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2059,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2060,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2061,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2062,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2063,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2064,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2065,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2066,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2067,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2068,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2069,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2070,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2071,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2072,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2073,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2074,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2075,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2076,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2077,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2078,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2079,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2080,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2081,Water,Water,Water,NULL,NULL,NULL,NULL,Wetland
2082,Water,Water,Water,NULL,NULL,NULL,NULL,Water
2083,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2084,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2085,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2086,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2087,Water,Water,Water,NULL,Water,NULL,NULL,Water
2088,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2089,Water,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
2090,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
2091,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2092,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2093,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2094,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2095,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2096,Water,Water,Water,Water,NULL,NULL,NULL,Grassland
2097,Water,Water,Water,Water,NULL,NULL,NULL,Wetland
2098,Water,Water,Water,Water,NULL,NULL,NULL,Bareland
2099,Water,Water,Water,Water,NULL,NULL,NULL,Water
2100,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2101,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2102,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2103,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2104,Water,Water,Water,Water,Water,NULL,NULL,Water
2105,Water,Water,Water,Water,Water,NULL,NULL,Forest
2106,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2107,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2108,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2109,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2110,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2111,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2112,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2113,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2114,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2115,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2116,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2117,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
2118,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2119,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2120,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2121,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2122,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2123,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2124,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2125,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2126,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2127,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2128,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2129,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2131,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2132,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2133,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2134,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2135,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2136,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2137,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2138,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2139,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2140,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2141,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2142,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2143,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2144,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2145,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2146,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2147,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2148,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2149,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2150,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2151,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2152,Water,Forest,Water,Water,Water,NULL,NULL,Water
2153,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2154,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2155,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2156,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2157,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2158,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2159,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2160,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2161,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2162,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2163,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2164,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2165,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2166,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2167,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2168,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2169,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2170,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2171,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2172,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2173,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2174,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2175,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2176,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2177,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2178,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2179,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2180,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2181,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2182,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2183,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2184,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2185,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2186,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2187,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2188,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2189,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2190,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2191,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2192,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2193,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2194,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2195,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2196,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2197,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2198,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2199,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2200,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2201,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2202,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2203,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2204,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2205,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2206,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2207,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2208,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2209,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2210,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2211,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2212,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2213,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2214,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2215,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2216,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2217,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2218,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2219,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2220,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2221,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2222,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2223,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2224,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2225,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2226,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2227,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2228,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2230,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2231,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2232,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2233,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2234,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2235,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2236,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2237,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2238,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2243,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2244,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2245,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2246,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2247,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2249,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2250,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2251,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2252,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2253,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2254,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2256,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2257,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2258,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2259,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2260,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2261,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2262,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2263,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2264,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2265,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2266,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2267,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2268,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2269,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2270,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2271,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2272,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2273,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2274,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2275,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2276,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2277,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2278,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2279,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2280,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2281,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2282,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2283,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2284,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2285,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2286,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2287,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2288,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2289,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2290,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2291,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2292,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2293,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2294,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2295,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2296,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2297,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2298,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2299,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2300,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2301,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2302,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2303,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2304,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2305,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2306,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2307,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2308,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2309,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2310,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2311,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2312,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2313,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2314,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2315,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2316,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2317,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2318,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2319,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2320,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2321,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2322,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2323,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2324,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2325,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2326,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2327,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2328,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2329,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2330,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2331,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2332,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2333,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2334,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2335,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2336,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2337,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2338,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2339,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2340,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2341,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2342,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2343,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2344,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2345,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2347,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2348,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2349,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2351,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2352,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2353,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2354,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2355,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2356,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2357,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2358,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2359,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2360,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2361,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2362,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2363,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2364,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2365,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2366,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2367,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2368,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2369,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2370,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2371,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2372,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2373,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2374,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2375,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2376,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2377,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2378,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2379,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2380,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2381,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2382,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2383,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2384,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2385,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2386,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2387,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2388,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2389,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2390,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2391,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2392,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2393,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2394,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
