Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
7703,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7704,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7705,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7706,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7707,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7708,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7709,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7710,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7711,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7712,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7713,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7714,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7715,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7716,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7717,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7718,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7719,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7720,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7721,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7722,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7723,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7724,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7725,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7726,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7727,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7728,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7729,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7730,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7731,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7732,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7733,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7734,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
7735,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7736,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7737,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7738,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7739,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7740,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7741,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7742,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7743,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7744,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7745,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7746,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7747,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7748,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7749,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7750,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7751,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
7752,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7753,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7754,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7755,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7756,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7757,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7758,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7759,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7760,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7761,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7762,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
7763,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7764,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7765,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7766,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7767,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7768,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7769,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7770,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7771,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
7772,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7773,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7774,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7775,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7776,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7777,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7778,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
7779,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7780,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7781,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7782,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7783,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
7784,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7785,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7786,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7787,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7788,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
7789,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7790,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7791,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7792,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7793,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7794,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
7795,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
7796,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7797,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7798,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
7799,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7800,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7801,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
7802,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
7803,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
7804,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
7805,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
7806,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7807,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
7808,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7809,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7810,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7811,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
7812,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7813,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7814,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7815,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7816,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7817,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7818,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7819,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7820,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7821,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
7822,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7823,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7824,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7825,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7826,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7827,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7828,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
7829,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
7830,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
7831,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
7832,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
7833,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
7834,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
7835,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
7836,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7837,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7838,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7839,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7840,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7841,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7842,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7843,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7844,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
7845,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
7846,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7847,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
7848,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
7849,Forest,Water,Water,NULL,Water,Wetland,Shrubland,NULL
7850,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7851,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
7852,Forest,Water,Water,NULL,Water,Wetland,Water,Water
7853,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
7854,Forest,Water,Water,NULL,Water,Water,Wetland,Water
7855,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
7856,Forest,Water,Water,NULL,Water,Water,Water,NULL
7857,Forest,Water,Water,NULL,Water,Water,Water,Water
7858,Forest,Water,Water,NULL,Water,Water,Water,Forest
7859,Forest,Water,Water,NULL,Water,Water,Forest,Water
7860,Forest,Water,Water,NULL,Water,Water,Forest,Forest
7861,Forest,Water,Water,NULL,Water,Forest,Water,Water
7862,Forest,Water,Water,NULL,Water,Forest,Water,Forest
7863,Forest,Water,Water,NULL,Water,Forest,Forest,Water
7864,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
7865,Forest,Water,Water,Non_Water,Water,Water,Water,Water
7866,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
7867,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
7868,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
7869,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
7870,Forest,Water,Water,Water,Water,Wetland,Water,Water
7871,Forest,Water,Water,Water,Water,Water,Water,Water
7872,Forest,Water,Water,Water,Water,Water,Water,Forest
7873,Forest,Water,Water,Water,Water,Water,Forest,Water
7874,Forest,Water,Water,Water,Water,Water,Forest,Forest
7875,Forest,Water,Water,Water,Water,Forest,Water,Water
7876,Forest,Water,Water,Water,Water,Forest,Water,Forest
7877,Forest,Water,Water,Water,Water,Forest,Forest,Forest
7878,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7879,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7880,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
7881,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
7882,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7883,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7884,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7885,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7886,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7887,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7888,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7889,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7890,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7891,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7892,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7893,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Built-up
7894,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7895,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7896,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7897,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7898,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
7899,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7900,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7901,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
7902,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7903,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
7904,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7905,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7906,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7907,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7908,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7909,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7910,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7911,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7912,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
7913,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7914,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7915,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7916,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7917,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7918,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7919,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7920,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7921,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7922,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7923,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7924,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
7925,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7926,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7927,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7928,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
7929,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7930,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7931,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
7932,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7933,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7934,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7935,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7936,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7937,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7938,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7939,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7940,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7941,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7942,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7943,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7944,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7945,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7946,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
7947,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7948,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7949,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7950,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7951,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7952,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
7953,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7954,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7955,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7956,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7957,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7958,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7959,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7960,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7961,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7962,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7963,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7964,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7965,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7966,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7967,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
7968,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7969,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7970,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7971,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7972,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7973,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
7974,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7975,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7976,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7977,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7978,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
7979,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7980,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7981,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7982,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7983,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7984,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7985,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7986,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7987,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7988,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7989,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7990,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7991,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7992,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7993,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7994,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7995,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7996,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7997,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7998,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7999,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8000,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8001,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8002,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8003,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
8004,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8005,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8006,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8007,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8008,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8009,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8010,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8011,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8012,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8013,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8014,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8015,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8016,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8017,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8018,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8019,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8020,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8021,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8022,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8023,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8024,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8025,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8026,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8027,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8028,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8029,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8030,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8031,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8032,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8033,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8034,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8035,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8036,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8037,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8038,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8039,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8040,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8041,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8042,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
8043,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8044,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8045,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8046,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8047,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8048,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8049,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
8050,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
8051,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
8052,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8053,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8054,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
8055,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
