Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
13940,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13941,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
13942,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13943,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13944,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13945,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
13946,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13947,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13948,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13949,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13950,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
13951,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13952,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13953,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13954,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13955,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
13956,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13957,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13958,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13959,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13960,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13961,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13962,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13963,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13964,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13965,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13966,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13967,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13968,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13969,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13970,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13971,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13972,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13973,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13974,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13975,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13976,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13977,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13978,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13979,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13980,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13981,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13982,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13983,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13984,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13985,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13986,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13987,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13988,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
13989,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13990,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
13991,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13992,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13995,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
13996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13997,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13998,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13999,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
14000,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
14001,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14002,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14003,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14004,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
14005,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14006,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14007,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
14008,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
14009,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
14010,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
14011,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
14012,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
14013,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
14014,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14015,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14016,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
14017,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
14018,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14019,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14020,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14021,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14022,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
14023,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14024,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
14025,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14026,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14027,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
14028,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14029,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14030,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14031,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14032,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14033,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
14034,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
14035,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
14036,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14037,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
14038,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14039,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14040,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14041,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14042,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14043,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
14044,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14045,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14046,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
14047,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14048,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14049,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14050,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14051,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14052,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14053,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
14054,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14055,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14056,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14057,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14058,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14059,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14060,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
14061,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14062,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
14063,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14064,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14065,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14066,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14067,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14068,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14069,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14070,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14071,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
14072,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14073,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
14074,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
14075,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14076,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
14077,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14078,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14079,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
14080,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
14081,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
14082,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14083,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
14084,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
14085,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14086,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
14087,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
14088,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14089,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14090,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14091,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14092,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14093,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
14094,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14095,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
14096,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
14097,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14098,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14099,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
14100,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14101,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14102,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
14103,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14104,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14105,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14106,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
14107,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14108,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
14109,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14110,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14111,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14112,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
14113,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
14114,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
14115,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
14116,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
14117,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14118,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
14119,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14120,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14121,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14122,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14123,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14124,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
14125,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14126,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14127,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14128,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
14129,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14130,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
14131,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
14132,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14133,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14134,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14135,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14136,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14137,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14138,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14139,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
14140,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14141,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14142,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14143,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14144,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14145,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14146,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14147,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14148,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14149,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14150,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14151,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14152,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14153,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Built-up
14162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
14164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
14166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
14168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
14170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
14171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
14172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
14173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14181,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14182,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14183,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14184,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14185,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14186,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
14187,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14188,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
14189,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
14190,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14191,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14192,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14193,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14194,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
14195,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14196,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14197,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14198,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14199,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14200,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14201,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
14202,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14203,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14204,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
14205,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
14206,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14207,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14208,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
14209,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
14210,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14211,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
14212,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
14213,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14214,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14215,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14216,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14217,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14218,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
14219,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
14220,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
14221,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14222,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
14223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
14224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
14225,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
14226,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
14227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
14234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
14235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14236,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
14237,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
14238,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14244,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
14245,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
14246,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
14247,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14248,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14249,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14250,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
14251,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14252,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
