Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUA_M_R
23806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
23807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
23808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
23809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
23810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
23811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
23812,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
23813,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
23814,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
23815,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
23816,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Forest
23817,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
23818,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
23819,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
23820,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
23821,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
23822,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
23823,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23824,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
23825,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
23826,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
23827,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
23828,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
23829,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
23830,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
23831,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
23832,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
23833,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
23834,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
23835,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
23836,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
23837,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
23838,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
23839,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
23840,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
23841,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
23842,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
23843,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
23844,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
23845,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
23846,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23847,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23848,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
23849,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
23850,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23851,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
23852,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23853,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
23854,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
23855,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
23856,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
23857,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
23858,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
23859,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
23860,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
23861,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
23862,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
23863,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
23864,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
23865,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
23866,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
23867,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
23868,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
23869,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
23870,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23871,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23872,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
23873,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
23874,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23875,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
23876,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
23877,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
23878,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
23879,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
23880,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
23881,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
23882,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
23883,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
23884,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
23885,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
23886,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,NULL
23887,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
23888,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
23889,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
23890,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
23891,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
23892,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
23893,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23894,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
23895,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
23896,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23897,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
23898,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
23899,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
23900,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
23901,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
23902,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
23903,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
23904,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
23905,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
23906,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
23907,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23908,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
23909,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
23910,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
23911,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
23912,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
23913,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
23914,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
23915,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
23916,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
23917,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
23918,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
23919,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
23920,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
23921,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
23922,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
23923,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
23924,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
23925,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
23926,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
23927,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
23928,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
23929,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
23930,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
23931,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
23932,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
23933,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
23934,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
23935,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
23936,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
23937,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
23938,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
23939,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
23940,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
23941,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
23942,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
23943,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
23944,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
23945,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
23946,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
23947,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
23948,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
23949,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23950,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
23951,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Grassland
23952,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
23953,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
23954,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
23955,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
23956,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
23957,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
23958,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
23959,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23960,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
23961,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
23962,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
23963,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
23964,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
23965,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
23966,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
23967,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
23968,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
23969,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
23970,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
23971,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
23972,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
23973,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
23974,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
23975,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
23976,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
23977,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
23978,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
23979,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
23980,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23981,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23982,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
23983,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23984,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
23985,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23986,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
23987,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
23988,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
23989,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
23990,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
23991,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
23992,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
23993,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
23994,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
23995,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
23996,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
23997,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
23998,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
23999,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
24000,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
24001,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
24002,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
24003,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
24004,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
24005,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
24006,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
24007,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
24008,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
24009,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
24010,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
24011,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
24012,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
24013,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
24014,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
24015,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
24016,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
24017,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
24018,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
24019,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
24020,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
24021,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
24022,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
24023,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
24024,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
24025,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
24026,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
24027,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
24028,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
24029,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
24030,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
24031,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
24032,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
24033,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
24034,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
24035,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
24036,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
24037,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
24038,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
24039,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
24040,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
24041,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
24042,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
24043,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
24044,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
24045,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
24046,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
24047,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
24048,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
24049,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
24050,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
24051,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
24052,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
24053,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
24054,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
24055,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
24056,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
24057,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
24058,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
24059,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
24060,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
24061,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
24062,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
24063,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
24064,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
24065,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Wetland
24066,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
24067,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
24068,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Bareland
24069,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
24070,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
24071,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
24072,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
24073,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
24074,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
24075,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
24076,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
24077,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
24078,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
24079,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
24080,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
24081,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
24082,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
24083,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
24084,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
24085,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
24086,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
24087,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
24088,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
24089,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
24090,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
24091,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
24092,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
24093,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
24094,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
24095,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
24096,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
24097,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
24098,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
24099,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
24100,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
24101,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
24102,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
24103,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
24104,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
24105,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
24106,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
24107,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
24108,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
24109,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
24110,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
24111,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
