Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
13811,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
13812,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13813,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
13814,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
13815,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
13816,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13817,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13818,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13819,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13820,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
13821,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13822,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13823,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
13824,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13825,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13826,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
13827,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
13828,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13829,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
13830,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
13831,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13832,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
13833,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
13834,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
13835,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
13836,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
13837,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
13838,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
13839,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
13840,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13841,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
13842,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13843,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
13844,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
13845,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
13846,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
13847,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
13848,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
13849,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
13850,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
13851,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
13852,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
13853,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
13854,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13855,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13856,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
13857,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
13858,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13859,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
13860,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
13861,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
13862,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
13863,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
13864,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13865,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13866,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13867,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13868,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
13869,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
13870,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13871,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
13872,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
13873,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
13874,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
13875,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13876,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13877,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13878,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
13879,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
13880,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
13881,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
13882,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
13883,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13884,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13885,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13886,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13887,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
13888,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13889,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13890,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13891,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13892,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13893,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
13894,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13895,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13896,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
13897,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13898,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13899,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13900,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13901,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13902,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13903,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13904,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13905,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
13906,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13907,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
13908,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13909,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
13910,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13911,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13912,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
13913,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
13914,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
13915,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13916,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
13917,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
13918,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13919,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
13920,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13921,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13922,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
13923,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
13924,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
13925,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
13926,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13927,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13928,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
13929,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
13930,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13931,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13932,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13933,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
13934,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
13935,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13936,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13937,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
13938,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
13939,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
13940,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
13941,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
13942,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13943,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13944,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13945,Forest,NULL,Wetland,Water,Wetland,Cropland,NULL,Forest
13946,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
13947,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
13948,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
13949,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
13950,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
13951,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
13952,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
13953,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
13954,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
13955,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
13956,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
13957,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
13958,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
13959,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
13960,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
13961,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
13962,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
13963,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
13964,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
13965,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13966,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13967,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
13968,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
13969,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13970,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
13971,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
13972,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13973,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
13974,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13975,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13976,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Bareland
13977,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
13978,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
13979,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Forest,Water
13980,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Water
13981,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13982,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13983,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13984,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13985,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13986,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13987,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13988,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13989,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
13990,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
13991,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
13993,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13994,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13995,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13996,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
13997,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
13998,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13999,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14000,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
14001,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
14002,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
14003,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
14004,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
14005,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
14006,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
14007,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
14008,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
14009,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14010,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14011,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14012,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14013,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
14014,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14015,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
14016,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
14017,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
14018,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
14019,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14020,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
14021,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
14022,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
14023,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14024,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
14025,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14026,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
14027,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14028,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
14029,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14030,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14031,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14032,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14033,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
14034,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
14035,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14036,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
14037,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
14038,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
14039,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
14040,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
14041,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
14042,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
14043,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14044,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14045,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
14046,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
14047,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14048,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14049,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14050,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
14051,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
14052,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14053,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14054,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14055,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
14056,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
14057,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
14058,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
14059,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
14060,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
14061,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
14062,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
14063,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
14064,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
14065,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14066,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14067,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
14068,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
14069,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
14070,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
14071,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
14072,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14073,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
14074,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14075,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
14076,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
14077,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
14078,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
14079,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14080,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
14081,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
14082,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
14083,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
14084,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14085,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
14086,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
14087,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
14088,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
14089,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
14090,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
14091,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
14092,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
14093,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
14094,Forest,NULL,Water,NULL,Water,NULL,Grassland,Water
14095,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
14096,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
14097,Forest,NULL,Water,NULL,Water,NULL,Water,Wetland
14098,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
14099,Forest,NULL,Water,NULL,Water,NULL,Forest,Bareland
14100,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
14101,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
14102,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Water
14103,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
14104,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
14105,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
14106,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
14107,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
14108,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
14109,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
14110,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
14111,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
14112,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Water
14113,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
14114,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
14115,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
14116,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
14117,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
14118,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
14119,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
14120,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
14121,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
14122,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
14123,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
14124,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
14125,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
14126,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
14127,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
14128,Forest,NULL,Water,NULL,Water,Bareland,NULL,Bareland
14129,Forest,NULL,Water,NULL,Water,Bareland,NULL,Water
14130,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
14131,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
14132,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
14133,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
14134,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
14135,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
14136,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
14137,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
14138,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
14139,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
14140,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
14141,Forest,NULL,Water,NULL,Water,Water,NULL,Water
14142,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
14143,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
14144,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
14145,Forest,NULL,Water,NULL,Water,Water,Water,Water
14146,Forest,NULL,Water,NULL,Water,Water,Water,Forest
14147,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
14148,Forest,NULL,Water,NULL,Water,Water,Forest,Water
14149,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
14150,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
14151,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
14152,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
14153,Forest,NULL,Water,NULL,Water,Forest,Shrubland,NULL
14154,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
14155,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
14156,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
14157,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
14158,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
14159,Forest,NULL,Water,NULL,Water,Forest,Water,Wetland
14160,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
