Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
22175,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22176,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22177,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22178,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22179,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
22180,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22181,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
22182,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
22183,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22184,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
22185,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22186,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
22187,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22188,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22189,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22190,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
22191,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22192,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22193,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22194,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
22195,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22196,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22197,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
22198,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
22199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
22200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
22201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
22203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
22204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
22205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
22206,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
22207,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
22208,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
22209,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22210,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
22211,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22212,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
22213,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22214,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
22215,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
22216,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
22217,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22218,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22219,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22220,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22221,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
22222,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22223,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22224,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
22225,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22226,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
22227,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
22228,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
22229,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
22230,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22231,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
22232,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
22233,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
22234,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22235,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
22236,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
22237,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
22238,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
22239,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
22240,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
22241,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
22242,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
22243,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
22244,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
22245,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
22246,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
22247,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22248,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
22249,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
22250,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
22251,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
22252,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22253,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22254,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
22255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
22256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
22257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
22258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
22260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
22261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
22262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
22263,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
22264,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
22265,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
22266,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
22267,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
22268,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
22269,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
22270,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
22271,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
22272,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
22273,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
22274,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
22275,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
22276,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
22277,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
22278,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
22279,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
22280,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
22281,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
22282,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
22283,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
22284,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
22285,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
22286,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
22287,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
22288,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
22289,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
22290,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
22291,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22292,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
22293,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
22294,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
22295,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
22296,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
22297,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
22298,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
22299,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
22300,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
22301,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
22302,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
22303,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
22304,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
22305,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
22306,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
22307,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
22308,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
22309,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
22310,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
22311,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
22312,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
22313,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
22314,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
22315,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
22316,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
22317,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
22318,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
22319,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
22320,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
22321,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
22322,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
22323,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22324,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
22325,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
22326,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22327,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22328,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
22329,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
22330,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
22331,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
22332,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
22333,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
22334,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
22335,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
22336,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22337,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
22338,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
22339,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
22340,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
22341,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22342,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22343,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
22344,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
22345,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
22346,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
22347,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
22348,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
22349,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
22350,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
22351,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
22352,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
22353,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
22354,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
22355,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
22356,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
22357,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
22358,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
22359,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
22360,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
22361,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
22362,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
22363,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22364,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22365,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
22366,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
22367,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
22368,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
22369,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
22370,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
22371,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
22372,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
22373,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
22374,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
22375,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22376,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
22377,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
22378,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
22379,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
22380,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
22381,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
22382,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
22383,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
22384,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
22385,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
22386,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
22387,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
22388,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
22389,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
22390,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
22391,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
22392,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
22393,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
22394,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
22395,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22396,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22397,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22398,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22399,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
22400,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
22401,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22402,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22403,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22404,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22405,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22406,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22407,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
22408,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
22409,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
22410,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22411,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
22412,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
22413,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
22414,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
22415,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22416,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
22417,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22418,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22419,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
22420,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22421,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
22422,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
22423,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22424,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
22425,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22426,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22427,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
22428,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
22429,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22430,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
22431,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
22432,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
22433,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
22434,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
22435,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22436,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22437,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
22438,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
22439,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
22440,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
22441,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
22442,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22443,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
22444,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22445,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
22446,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22447,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
22448,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
22449,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
22450,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22451,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22452,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
22453,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
22454,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
22455,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
22456,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22457,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
22458,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
22459,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
22460,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
22461,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
22462,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22463,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22464,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22465,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
22466,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
22467,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
22468,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
22469,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
22470,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22471,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Cropland
22472,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
22473,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
22474,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
22475,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
22476,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
22477,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
22478,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
22479,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
22480,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
22481,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
22482,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
22483,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
22484,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
22485,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
22486,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
22487,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
22488,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
22489,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
22490,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
22491,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
22492,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
22493,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
