Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
6190,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6191,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6192,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
6193,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6194,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6195,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6196,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6197,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
6198,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6199,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6200,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6201,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
6202,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6203,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6204,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6205,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6206,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
6207,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
6208,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6209,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6210,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6211,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6212,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6213,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6214,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6215,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6216,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6217,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6218,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6219,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6220,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6221,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6222,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6223,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6224,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6225,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
6226,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6227,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
6228,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6229,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6230,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6231,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
6232,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
6233,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
6234,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6235,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6236,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6237,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6238,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
6239,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Water
6240,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6241,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6242,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6243,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
6244,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6245,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6246,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6247,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6248,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
6249,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6250,Water,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
6251,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6252,Water,NULL,Water,NULL,Water,Wetland,Water,Water
6253,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6254,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
6255,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6256,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
6257,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
6258,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
6259,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
6260,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
6261,Water,NULL,Water,NULL,Water,Bareland,Water,Water
6262,Water,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
6263,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
6264,Water,NULL,Water,NULL,Water,Water,Grassland,Water
6265,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
6266,Water,NULL,Water,NULL,Water,Water,Bareland,Water
6267,Water,NULL,Water,NULL,Water,Water,Water,Grassland
6268,Water,NULL,Water,NULL,Water,Water,Water,Water
6269,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
6270,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
6271,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
6272,Water,NULL,Water,Non_Water,Water,Water,Bareland,Water
6273,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6274,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
6275,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
6276,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
6277,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
6278,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
6279,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
6280,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
6281,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
6282,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
6283,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
6284,Water,NULL,Water,Water,Water,Bareland,Water,Water
6285,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
6286,Water,NULL,Water,Water,Water,Water,Grassland,Water
6287,Water,NULL,Water,Water,Water,Water,Bareland,Water
6288,Water,NULL,Water,Water,Water,Water,Water,Grassland
6289,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6290,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6291,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6292,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6293,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6294,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6295,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6296,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6297,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6298,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6299,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6300,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
6301,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6302,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6303,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6304,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6305,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6306,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6307,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6308,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6309,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6310,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6311,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6312,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6313,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6314,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6315,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6316,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
6317,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
6318,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
6319,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
6320,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Forest
6321,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6322,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6323,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6324,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6325,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6326,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6327,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6328,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6329,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6330,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6331,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6332,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6333,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6334,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6335,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6336,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6337,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6338,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6339,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6340,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6341,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6342,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6343,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6344,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6345,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6346,Water,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6347,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
6348,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6349,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6350,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6351,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6352,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6353,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
6354,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
6355,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6356,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6357,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6358,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6359,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6360,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6361,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6362,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6363,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6364,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6365,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6366,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6367,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6368,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6369,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6370,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6371,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6372,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6373,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6374,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6375,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6376,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6377,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6378,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6379,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6380,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6381,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6382,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6383,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6384,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6385,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6386,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6387,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6388,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6389,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6390,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6391,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6392,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6393,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6394,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6395,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6396,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6397,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6398,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6399,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6400,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6401,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6402,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6403,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6404,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6405,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6406,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6407,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6408,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6409,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6410,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6411,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6412,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6413,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
6414,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6415,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6416,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6417,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6418,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6419,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6420,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6421,Water,Cropland,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
6422,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6423,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6424,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6425,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6426,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6427,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6428,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6429,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6430,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Water
6431,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6432,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6433,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
6434,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
6435,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6436,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
6437,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
6438,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6439,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6440,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6441,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
6442,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
6443,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
6444,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Forest
6445,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
6446,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
6447,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
6448,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
6449,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6450,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6451,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6452,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6453,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6454,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6455,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6456,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6457,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6458,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6459,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6460,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
6461,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6462,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6463,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
6464,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6465,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6466,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6467,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6468,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6469,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6470,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6471,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6472,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6473,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6474,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6475,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6476,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6477,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6478,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6479,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
6480,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6481,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
6482,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6483,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
6484,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
6485,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6486,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6487,Water,Cropland,Bareland,Water,Non_Wetland,Water,Bareland,Wetland
6488,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6489,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6490,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
6491,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6492,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6493,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
6494,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6495,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
6496,Water,Cropland,Built-up,Water,Non_Wetland,Built-up,Grassland,Water
6497,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6498,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
6499,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
6500,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6501,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
6502,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
6503,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
6504,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
6505,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
6506,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Forest
6507,Water,Cropland,Water,Water,Water,Grassland,Grassland,Forest
6508,Water,Cropland,Water,Water,Water,Bareland,Grassland,Water
6509,Water,Cropland,Water,Water,Water,Bareland,Bareland,Forest
6510,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
6511,Water,Cropland,Water,Water,Water,Bareland,Water,Forest
6512,Water,Cropland,Water,Water,Water,Water,Grassland,Water
6513,Water,Cropland,Water,Water,Water,Water,Grassland,Forest
6514,Water,Cropland,Water,Water,Water,Water,Bareland,Water
6515,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6516,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
