Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
8786,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
8787,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8788,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
8789,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8790,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8791,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8792,Forest,Water,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
8793,Forest,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Water
8794,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8795,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8796,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8797,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
8798,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8799,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8800,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8801,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
8802,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
8803,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8804,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8805,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8806,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8807,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8808,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8809,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8810,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
8811,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
8812,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8813,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
8814,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8815,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
8816,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8817,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
8818,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8819,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8820,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
8821,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8822,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8823,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
8824,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8825,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8826,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8827,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8828,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8829,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8830,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8831,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8832,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
8833,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Forest
8834,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8835,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8836,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8837,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8838,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8839,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
8840,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8841,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8842,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
8843,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8844,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8845,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8846,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
8847,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
8848,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8849,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8850,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8851,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8852,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8853,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8854,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8855,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8856,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8857,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
8858,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8859,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8860,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
8861,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8862,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8863,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
8864,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8865,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8866,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
8867,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8868,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Water
8869,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8870,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8871,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8872,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland,Water,Forest
8873,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8874,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8875,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8876,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8877,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8878,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8879,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
8880,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8881,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8882,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
8883,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8884,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8885,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8886,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
8887,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8888,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8889,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
8890,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8891,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8892,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
8893,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
8894,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
8895,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
8896,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
8897,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8898,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8899,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
8900,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
8901,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
8902,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Water
8903,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
8904,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8905,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8906,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8907,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
8908,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8909,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
8910,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8911,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
8912,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
8913,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8914,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8915,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
8916,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8917,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
8918,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
8919,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
8920,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
8921,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
8922,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
8923,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
8924,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
8925,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8926,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8927,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8928,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8929,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
8930,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8931,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8932,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
8933,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8934,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
8935,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
8936,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8937,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8938,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8939,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8940,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8941,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
8942,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
8943,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
8944,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8945,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
8946,Forest,Water,Wetland,NULL,Wetland,Cropland,Bareland,Forest
8947,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
8948,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
8949,Forest,Water,Wetland,NULL,Wetland,Cropland,Forest,Forest
8950,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
8951,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8952,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
8953,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8954,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8955,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8956,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8957,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8958,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8959,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
8960,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8961,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8962,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8963,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8964,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8965,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8966,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8967,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8968,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8969,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8970,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8971,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8972,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8973,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8974,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8975,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8976,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8977,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8978,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8979,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
8980,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
8981,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8982,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
8983,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8984,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8985,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8986,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
8987,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8988,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8989,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
8990,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
8991,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8992,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8993,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8994,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8995,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8996,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8997,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8998,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8999,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
9000,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9001,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9002,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9003,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
9004,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9005,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
9006,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
9007,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9008,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9009,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9010,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9011,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9012,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9013,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9014,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9015,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9016,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9017,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9018,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9019,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9020,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9021,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9022,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9023,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9024,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9025,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9026,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9027,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9028,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9029,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9030,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9031,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9032,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9033,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9034,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9035,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9036,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9037,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9038,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9039,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9040,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9041,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
9042,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9043,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9044,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
9045,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
9046,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9047,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
9048,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9049,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
9050,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9051,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
9052,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Forest
9053,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9054,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9055,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9056,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9057,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
9058,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9059,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9060,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9061,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9062,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
9063,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
9064,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
9065,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9066,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9067,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9068,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9069,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
9070,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9071,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9072,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9073,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9074,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
9075,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
9076,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
9077,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
9078,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
9079,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
9080,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9081,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9082,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
9083,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
9084,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9085,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9086,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
9087,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9088,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9089,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
9090,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9091,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
9092,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
9093,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9094,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9095,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9096,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9097,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
9098,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
9099,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9100,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9101,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9102,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Bareland,Forest
9103,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
9104,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Water
9105,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
9106,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
9107,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9108,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9109,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9110,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9111,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9112,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9113,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
9114,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9115,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9116,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9117,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9118,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9119,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
9120,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9121,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9122,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9123,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9124,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
