Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
2591,Forest,NULL,Grassland,Water,Non_Wetland,Water
2592,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2593,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2594,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2595,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2596,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2597,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2598,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2599,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2600,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2601,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2602,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2603,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2604,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2605,Forest,NULL,Cropland,Water,Non_Wetland,Water
2606,Forest,NULL,Wetland,NULL,Wetland,Grassland
2607,Forest,NULL,Wetland,NULL,Wetland,Bareland
2608,Forest,NULL,Wetland,NULL,Wetland,Water
2609,Forest,NULL,Wetland,NULL,Wetland,Forest
2610,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2611,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2612,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2613,Forest,NULL,Wetland,Non_Water,Wetland,Water
2614,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2615,Forest,NULL,Wetland,Water,Wetland,Grassland
2616,Forest,NULL,Wetland,Water,Wetland,Cropland
2617,Forest,NULL,Wetland,Water,Wetland,Bareland
2618,Forest,NULL,Wetland,Water,Wetland,Water
2619,Forest,NULL,Wetland,Water,Wetland,Forest
2620,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2621,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2622,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2623,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2624,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2625,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2626,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2627,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2628,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2629,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2630,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2631,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2632,Forest,NULL,Bareland,Water,Non_Wetland,Water
2633,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2634,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2635,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2636,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2637,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2638,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2639,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2640,Forest,NULL,Water,NULL,Water,Grassland
2641,Forest,NULL,Water,NULL,Water,Bareland
2642,Forest,NULL,Water,NULL,Water,Water
2643,Forest,NULL,Water,NULL,Water,Forest
2644,Forest,NULL,Water,Non_Water,Water,NULL
2645,Forest,NULL,Water,Non_Water,Water,Grassland
2646,Forest,NULL,Water,Non_Water,Water,Bareland
2647,Forest,NULL,Water,Non_Water,Water,Water
2648,Forest,NULL,Water,Non_Water,Water,Forest
2649,Forest,NULL,Water,Water,Water,Grassland
2650,Forest,NULL,Water,Water,Water,Cropland
2651,Forest,NULL,Water,Water,Water,Bareland
2652,Forest,NULL,Water,Water,Water,Water
2653,Forest,NULL,Water,Water,Water,Forest
2654,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2656,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2657,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2658,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2659,Forest,NULL,Forest,NULL,Non_Wetland,Water
2660,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2661,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2662,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2663,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2664,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2665,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2666,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2667,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2668,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2669,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2670,Forest,NULL,Forest,Water,Non_Wetland,Water
2671,Forest,NULL,Forest,Water,Non_Wetland,Forest
2672,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2673,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2674,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2675,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2676,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2677,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2678,Forest,Cropland,NULL,Water,Non_Wetland,Bareland
2679,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2680,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2687,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2688,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2689,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2690,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2691,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2692,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2693,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2694,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2695,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
2696,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2697,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2698,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2699,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2700,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2701,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2702,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2703,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2704,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2705,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2706,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2707,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water
2708,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2709,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2710,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2711,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
2712,Forest,Cropland,Grassland,Water,Non_Wetland,Water
2713,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2714,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2715,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2716,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2717,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2718,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2719,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2720,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2721,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2722,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2723,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2724,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2725,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2726,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2727,Forest,Cropland,Wetland,NULL,Wetland,Bareland
2728,Forest,Cropland,Wetland,NULL,Wetland,Forest
2729,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2730,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2731,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2732,Forest,Cropland,Wetland,Water,Wetland,Grassland
2733,Forest,Cropland,Wetland,Water,Wetland,Cropland
2734,Forest,Cropland,Wetland,Water,Wetland,Bareland
2735,Forest,Cropland,Wetland,Water,Wetland,Water
2736,Forest,Cropland,Wetland,Water,Wetland,Forest
2737,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2738,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2739,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2740,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2741,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2742,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2743,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2744,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2745,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2746,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2747,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2748,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2749,Forest,Cropland,Water,NULL,Water,Grassland
2750,Forest,Cropland,Water,NULL,Water,Bareland
2751,Forest,Cropland,Water,NULL,Water,Water
2752,Forest,Cropland,Water,NULL,Water,Forest
2753,Forest,Cropland,Water,Non_Water,Water,Grassland
2754,Forest,Cropland,Water,Non_Water,Water,Bareland
2755,Forest,Cropland,Water,Non_Water,Water,Water
2756,Forest,Cropland,Water,Non_Water,Water,Forest
2757,Forest,Cropland,Water,Water,Water,Grassland
2758,Forest,Cropland,Water,Water,Water,Cropland
2759,Forest,Cropland,Water,Water,Water,Bareland
2760,Forest,Cropland,Water,Water,Water,Water
2761,Forest,Cropland,Water,Water,Water,Forest
2762,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2763,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2764,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2765,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2766,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2767,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2768,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2769,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2770,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2771,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2772,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2773,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
2774,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2775,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2776,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2777,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
2778,Forest,Cropland,Forest,Water,Non_Wetland,Water
2779,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2780,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2781,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2782,Forest,Wetland,NULL,Water,Non_Wetland,Forest
2783,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2784,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2785,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2786,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2787,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2788,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2789,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2790,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2791,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2792,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2793,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2794,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2795,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2796,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2797,Forest,Wetland,Wetland,NULL,Wetland,Forest
2798,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2799,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2800,Forest,Wetland,Wetland,Water,Wetland,Grassland
2801,Forest,Wetland,Wetland,Water,Wetland,Water
2802,Forest,Wetland,Wetland,Water,Wetland,Forest
2803,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2804,Forest,Wetland,Water,NULL,Water,Grassland
2805,Forest,Wetland,Water,NULL,Water,Forest
2806,Forest,Wetland,Water,Non_Water,Water,Grassland
2807,Forest,Wetland,Water,Non_Water,Water,Forest
2808,Forest,Wetland,Water,Water,Water,Grassland
2809,Forest,Wetland,Water,Water,Water,Bareland
2810,Forest,Wetland,Water,Water,Water,Water
2811,Forest,Wetland,Water,Water,Water,Forest
2812,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2813,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2814,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2815,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2816,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2817,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2818,Forest,Wetland,Forest,Water,Non_Wetland,Water
2819,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2820,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2821,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
2822,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2823,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2824,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2825,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2826,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2827,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2828,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2829,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
2830,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2831,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2832,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2833,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2834,Forest,Bareland,Wetland,Water,Wetland,Bareland
2835,Forest,Bareland,Wetland,Water,Wetland,Water
2836,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2837,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland
2838,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2839,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2840,Forest,Bareland,Water,NULL,Water,Bareland
2841,Forest,Bareland,Water,Water,Water,Bareland
2842,Forest,Bareland,Water,Water,Water,Water
2843,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2844,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
2845,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2846,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2847,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2848,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2849,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2850,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2851,Forest,Bareland,Forest,Water,Non_Wetland,Water
2852,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2853,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2854,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2855,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2856,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2857,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2863,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2864,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2865,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2866,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2867,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland
2868,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2869,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2870,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2871,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2872,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2873,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2874,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2875,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2876,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland
2877,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2878,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2879,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2880,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2881,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2882,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2883,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2884,Forest,Built-up,Wetland,NULL,Wetland,Forest
2885,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2886,Forest,Built-up,Wetland,Water,Wetland,Forest
2887,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2888,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2889,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2890,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2891,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2892,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2893,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2894,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2895,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2896,Forest,Built-up,Water,NULL,Water,Grassland
2897,Forest,Built-up,Water,NULL,Water,Bareland
2898,Forest,Built-up,Water,NULL,Water,Forest
2899,Forest,Built-up,Water,Non_Water,Water,Grassland
2900,Forest,Built-up,Water,Non_Water,Water,Forest
2901,Forest,Built-up,Water,Water,Water,Grassland
2902,Forest,Built-up,Water,Water,Water,Forest
2903,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2904,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2905,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2906,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2907,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2908,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2909,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2910,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2911,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2912,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2913,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2914,Forest,Water,NULL,NULL,Non_Wetland,Water
2915,Forest,Water,NULL,NULL,Non_Wetland,Forest
2916,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2917,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland
2918,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2919,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2920,Forest,Water,NULL,Water,Non_Wetland,Grassland
2921,Forest,Water,NULL,Water,Non_Wetland,Cropland
2922,Forest,Water,NULL,Water,Non_Wetland,Bareland
2923,Forest,Water,NULL,Water,Non_Wetland,Water
2924,Forest,Water,NULL,Water,Non_Wetland,Forest
2925,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2926,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2927,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2928,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2929,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2930,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2931,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2932,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2933,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2934,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2935,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2936,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2937,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2938,Forest,Water,Shrubland,Water,Non_Wetland,Water
2939,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2940,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2941,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2942,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2943,Forest,Water,Grassland,NULL,Non_Wetland,Water
2944,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2945,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2946,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
2947,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2948,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2949,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2950,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2951,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2952,Forest,Water,Grassland,Water,Non_Wetland,Water
2953,Forest,Water,Grassland,Water,Non_Wetland,Forest
2954,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2955,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2956,Forest,Water,Cropland,NULL,Non_Wetland,Water
2957,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2958,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2959,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2960,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2961,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2962,Forest,Water,Cropland,Water,Non_Wetland,Water
2963,Forest,Water,Cropland,Water,Non_Wetland,Forest
2964,Forest,Water,Wetland,NULL,Wetland,Grassland
2965,Forest,Water,Wetland,NULL,Wetland,Water
2966,Forest,Water,Wetland,NULL,Wetland,Forest
2967,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2968,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2969,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2970,Forest,Water,Wetland,Non_Water,Wetland,Water
2971,Forest,Water,Wetland,Non_Water,Wetland,Forest
2972,Forest,Water,Wetland,Water,Wetland,Grassland
2973,Forest,Water,Wetland,Water,Wetland,Bareland
2974,Forest,Water,Wetland,Water,Wetland,Water
2975,Forest,Water,Wetland,Water,Wetland,Forest
2976,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2977,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2978,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2979,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2980,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2981,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2982,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2983,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2984,Forest,Water,Bareland,Water,Non_Wetland,Forest
2985,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2986,Forest,Water,Water,NULL,Water,Grassland
2987,Forest,Water,Water,NULL,Water,Bareland
2988,Forest,Water,Water,NULL,Water,Water
2989,Forest,Water,Water,NULL,Water,Forest
2990,Forest,Water,Water,Non_Water,Water,Grassland
2991,Forest,Water,Water,Non_Water,Water,Bareland
2992,Forest,Water,Water,Non_Water,Water,Water
2993,Forest,Water,Water,Non_Water,Water,Forest
2994,Forest,Water,Water,Water,Water,Grassland
2995,Forest,Water,Water,Water,Water,Cropland
2996,Forest,Water,Water,Water,Water,Bareland
2997,Forest,Water,Water,Water,Water,Water
2998,Forest,Water,Water,Water,Water,Forest
2999,Forest,Water,Forest,NULL,Non_Wetland,Grassland
3000,Forest,Water,Forest,NULL,Non_Wetland,Cropland
3001,Forest,Water,Forest,NULL,Non_Wetland,Bareland
3002,Forest,Water,Forest,NULL,Non_Wetland,Water
3003,Forest,Water,Forest,NULL,Non_Wetland,Forest
3004,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
3005,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
3006,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
3007,Forest,Water,Forest,Non_Water,Non_Wetland,Water
3008,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
3009,Forest,Water,Forest,Water,Non_Wetland,Grassland
3010,Forest,Water,Forest,Water,Non_Wetland,Cropland
3011,Forest,Water,Forest,Water,Non_Wetland,Bareland
3012,Forest,Water,Forest,Water,Non_Wetland,Water
3013,Forest,Water,Forest,Water,Non_Wetland,Forest
3014,Forest,Forest,NULL,NULL,Non_Wetland,NULL
3015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
3016,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
3017,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
3018,Forest,Forest,NULL,NULL,Non_Wetland,Water
3019,Forest,Forest,NULL,NULL,Non_Wetland,Forest
3020,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
3021,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
3022,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
3023,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
3024,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
3025,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
3026,Forest,Forest,NULL,Water,Non_Wetland,Grassland
