Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
3288,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3289,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3290,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
3291,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3292,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3293,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3294,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3295,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3296,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3297,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3298,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3299,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3300,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3301,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3302,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3303,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3304,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3305,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3306,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3307,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3308,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3309,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3310,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3311,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3312,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3313,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3314,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3315,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3316,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3317,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3318,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3319,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3320,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3321,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
3322,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3323,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3324,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3325,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3326,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3327,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3328,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3329,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3330,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3331,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3332,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3333,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3334,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3335,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3336,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3337,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3338,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3339,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3340,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3341,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3342,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3343,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3344,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
3345,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3346,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3347,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3348,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
3349,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3350,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3351,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3352,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
3353,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3354,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3355,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3356,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3357,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3358,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3359,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3360,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3361,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3362,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3363,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3364,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3365,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3366,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3367,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3368,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3369,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3370,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3371,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3372,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3373,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3374,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3375,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3376,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3377,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3378,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3379,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3380,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3381,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3382,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3383,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3384,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3385,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3386,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3387,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3388,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3389,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3390,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3391,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3392,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3393,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3394,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3395,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3396,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3397,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3398,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3399,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3400,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3401,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3402,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3403,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3404,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3405,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3406,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3407,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3408,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3409,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
3410,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Water
3411,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3412,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3413,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3414,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3415,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3416,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3417,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3418,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3419,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3420,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3421,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3422,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3423,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3424,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3425,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3426,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3427,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3428,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3429,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3430,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3431,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3432,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3433,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3434,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3435,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3436,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3437,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3438,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3439,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3440,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3441,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3442,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3443,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3444,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3445,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3446,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3447,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3448,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3449,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3450,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3451,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3452,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3453,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3454,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3455,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3456,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3457,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3458,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
3459,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3460,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3461,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3462,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
3463,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3464,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
3465,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3466,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3467,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
3468,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3469,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
3470,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
3471,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
3472,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
3473,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3474,Water,NULL,Water,NULL,Water,Water,Water,Wetland
3475,Water,NULL,Water,NULL,Water,Water,Water,Water
3476,Water,NULL,Water,NULL,Water,Water,Water,Forest
3477,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3478,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3479,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3480,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3481,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3482,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3483,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
3484,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3485,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3486,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3487,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
3488,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3489,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3490,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3491,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3492,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3493,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3494,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
3495,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3496,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3497,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3498,Water,NULL,Water,Water,Water,Wetland,Water,Water
3499,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3500,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3501,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3502,Water,NULL,Water,Water,Water,Water,Wetland,Water
3503,Water,NULL,Water,Water,Water,Water,Wetland,Forest
3504,Water,NULL,Water,Water,Water,Water,Water,Grassland
3505,Water,NULL,Water,Water,Water,Water,Water,Wetland
3506,Water,NULL,Water,Water,Water,Water,Water,Water
3507,Water,NULL,Water,Water,Water,Water,Water,Forest
3508,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3509,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3510,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3511,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3512,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3513,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3514,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3515,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3516,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3517,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3518,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3519,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3520,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3521,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3522,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3523,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3524,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3525,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3526,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3527,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3528,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3529,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3530,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3531,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3532,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3533,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3534,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3535,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
3536,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3537,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3538,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3539,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3540,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3541,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3542,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3543,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3544,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3545,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3546,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3547,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3548,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3549,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3550,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3551,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3552,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3553,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3554,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3555,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3556,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3557,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3558,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3559,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3560,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
3561,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3562,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3563,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3564,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3565,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3566,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3567,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3568,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3569,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3570,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3571,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3572,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3573,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3574,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3575,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3576,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3577,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3578,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3579,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3580,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
3581,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3582,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
3583,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3584,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3585,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3586,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3587,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3588,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
3589,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
3590,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3591,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3592,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
3593,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3594,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3595,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3596,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3597,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3598,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3599,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3600,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3601,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3602,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3603,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3604,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3605,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3606,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3607,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3608,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3609,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3610,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3611,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3612,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3613,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3614,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3615,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3616,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3617,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3618,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3619,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3620,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3621,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3622,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3623,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3624,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
