Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
38035,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
38036,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
38037,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
38038,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
38039,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
38040,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
38041,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
38042,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
38043,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
38044,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
38045,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
38046,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
38047,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
38048,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
38049,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
38050,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
38051,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
38052,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
38053,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
38054,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
38055,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
38056,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
38057,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
38058,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
38059,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
38060,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
38061,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
38062,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
38063,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
38064,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
38065,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
38066,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
38067,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
38068,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
38069,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
38070,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
38071,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
38072,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
38073,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
38074,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
38075,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
38076,Forest,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
38077,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
38078,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
38079,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
38080,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
38081,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
38082,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
38083,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
38084,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
38085,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
38086,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
38087,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
38088,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
38089,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
38090,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
38091,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
38092,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
38093,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
38094,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
38095,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
38096,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
38097,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,NULL
38098,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
38099,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
38100,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
38101,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
38102,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
38103,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
38104,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
38105,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
38106,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
38107,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
38108,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
38109,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
38110,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
38111,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
38112,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
38113,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
38114,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
38115,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
38116,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
38117,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
38118,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
38119,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
38120,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
38121,Forest,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
38122,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
38123,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
38124,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
38125,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
38126,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
38127,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
38128,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
38129,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
38130,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
38131,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
38132,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
38133,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
38134,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
38135,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
38136,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Built-up
38137,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
38138,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
38139,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
38140,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Built-up
38141,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
38142,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
38143,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
38144,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
38145,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
38146,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
38147,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
38148,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
38149,Forest,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
38150,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
38151,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
38152,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
38153,Forest,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
38154,Forest,Water,Cropland,Water,Non_Wetland,Forest,Bareland,Grassland
38155,Forest,Water,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
38156,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Grassland
38157,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Cropland
38158,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Wetland
38159,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
38160,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
38161,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
38162,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
38163,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
38164,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
38165,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
38166,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
38167,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
38168,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
38169,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
38170,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
38171,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
38172,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
38173,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
38174,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
38175,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
38176,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
38177,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
38178,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
38179,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
38180,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
38181,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
38182,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
38183,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
38184,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
38185,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
38186,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
38187,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Cropland
38188,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
38189,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
38190,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
38191,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
38192,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
38193,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
38194,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
38195,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
38196,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
38197,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
38198,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
38199,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
38200,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
38201,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
38202,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
38203,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
38204,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
38205,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
38206,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Cropland
38207,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
38208,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
38209,Forest,Water,Wetland,NULL,Wetland,Cropland,NULL,Cropland
38210,Forest,Water,Wetland,NULL,Wetland,Cropland,NULL,Wetland
38211,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
38212,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
38213,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
38214,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
38215,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
38216,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
38217,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
38218,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
38219,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
38220,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
38221,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
38222,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
38223,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
38224,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
38225,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
38226,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
38227,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
38228,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
38229,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
38230,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
38231,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
38232,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
38233,Forest,Water,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
38234,Forest,Water,Wetland,NULL,Wetland,Built-up,Bareland,Cropland
38235,Forest,Water,Wetland,NULL,Wetland,Built-up,Built-up,NULL
38236,Forest,Water,Wetland,NULL,Wetland,Built-up,Water,Built-up
38237,Forest,Water,Wetland,NULL,Wetland,Built-up,Forest,Built-up
38238,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
38239,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
38240,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
38241,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
38242,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
38243,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
38244,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
38245,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
38246,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
38247,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
38248,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
38249,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
38250,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
38251,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
38252,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
38253,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
38254,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
38255,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
38256,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,NULL
38257,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
38258,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Cropland
38259,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
38260,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
38261,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
38262,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,NULL
38263,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
38264,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
38265,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
38266,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Bareland
38267,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Built-up
38268,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
38269,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
38270,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
38271,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
38272,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
38273,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
38274,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
38275,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
38276,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
38277,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
38278,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Grassland
38279,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Wetland
38280,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Forest
38281,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
38282,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
38283,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Cropland
38284,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
38285,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
38286,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Built-up
38287,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
38288,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
38289,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
38290,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
38291,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Cropland
38292,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
38293,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Built-up
38294,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
38295,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
38296,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
38297,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
38298,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
38299,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
38300,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
38301,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
38302,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
38303,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
38304,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
38305,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
38306,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
38307,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
38308,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
38309,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
38310,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
38311,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
38312,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
38313,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
38314,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
38315,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
38316,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
38317,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
38318,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
38319,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
38320,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
38321,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
38322,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
38323,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
38324,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
38325,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
38326,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
38327,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
38328,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
38329,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
38330,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
38331,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
38332,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
38333,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
38334,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
38335,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
38336,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
38337,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
38338,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
38339,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
38340,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
38341,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
38342,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
38343,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
38344,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
38345,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
38346,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
38347,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
38348,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
38349,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
38350,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
38351,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
38352,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
38353,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
38354,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
38355,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
38356,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
38357,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
38358,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
38359,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
38360,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
38361,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
