Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
19438,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
19439,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
19440,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
19441,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
19442,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
19443,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19444,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19445,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19446,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19447,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
19448,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19449,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19450,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19451,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19452,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
19453,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
19454,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19455,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19456,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19457,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19458,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
19459,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
19460,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19461,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19462,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19463,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19464,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19465,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
19466,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19467,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19468,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
19469,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19470,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19471,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19472,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19473,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
19474,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
19475,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
19476,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
19477,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
19478,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
19479,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19480,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19481,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
19482,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
19483,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
19484,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
19485,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
19486,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
19487,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
19488,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
19489,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
19490,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
19491,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
19492,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
19493,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19494,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
19495,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19496,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19497,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
19498,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19499,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19500,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19501,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
19502,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19503,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
19504,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19505,Forest,Built-up,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
19506,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Forest
19507,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
19508,Forest,Built-up,Water,Non_Water,Water,Shrubland,NULL,Forest
19509,Forest,Built-up,Water,Non_Water,Water,Forest,Forest,Forest
19510,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19511,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19512,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19513,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19514,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19515,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19516,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19517,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19518,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19519,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19520,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
19521,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
19522,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
19523,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19524,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19525,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19526,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19527,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19528,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19529,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19530,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19531,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19532,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19533,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19534,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19535,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
19536,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19537,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
19538,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19539,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
19540,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19541,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19542,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19543,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
19544,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19545,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19546,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19547,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19548,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19549,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19550,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19551,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19552,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19553,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19554,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19555,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19556,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
19557,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
19558,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
19559,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
19560,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
19561,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19562,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19563,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19564,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19565,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19566,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
19567,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
19568,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
19569,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
19570,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19571,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
19572,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
19573,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
19574,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
19575,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
19576,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
19577,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
19578,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
19579,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
19580,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
19581,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19582,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19583,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19584,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
19585,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
19586,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19587,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19588,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19589,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19590,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19591,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
19592,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19593,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19594,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
19595,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19596,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
19597,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
19598,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
19599,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19600,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19601,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19602,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19603,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19604,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19605,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
19606,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19607,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
19608,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19609,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
19610,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
19611,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
19612,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
19613,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
19614,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19615,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
19616,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19617,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19618,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
19619,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
19620,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
19621,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
19622,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
19623,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
19624,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19625,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
19626,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
19627,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
19628,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
19629,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
19630,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
19631,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
19632,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
19633,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
19634,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
19635,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
19636,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
19637,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
19638,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
19639,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
19640,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
19641,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
19642,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
19643,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
19644,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
19645,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
19646,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19647,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
19648,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19649,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
19650,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
19651,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
19652,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
19653,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19654,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
19655,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19656,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19657,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
19658,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
19659,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19660,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19661,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
19662,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19663,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19664,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
19665,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
19666,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19667,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19668,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19669,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19670,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
19671,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19672,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
19673,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
19674,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
19675,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
19676,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
19677,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
19678,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
19679,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
19680,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
19681,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
19682,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
19683,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19684,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
19685,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
19686,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
19687,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
19688,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
19689,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19690,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Water
19691,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
19692,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
19693,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Water
19694,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
19695,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
19696,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
19697,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
19698,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
19699,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
19700,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
19701,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
19702,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19703,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19704,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19705,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
19706,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
19707,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19708,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19709,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19710,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19711,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19712,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19713,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19714,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
19715,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19716,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19717,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
19718,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19719,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19720,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
19721,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
19722,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
19723,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
19724,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19725,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19726,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
19727,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19728,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19729,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19730,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
19731,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
19732,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19733,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
19734,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19735,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19736,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19737,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19738,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
19739,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19740,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19741,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19742,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
19743,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
19744,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
19745,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
19746,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19747,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
19748,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
19749,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
19750,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
19751,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
19752,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
19753,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
19754,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
19755,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
19756,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
19757,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
