Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
15975,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15976,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15977,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
15978,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15979,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15980,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15981,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
15982,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
15983,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15984,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15985,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15986,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15987,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
15988,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15989,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15990,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15991,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15992,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15993,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
15994,Bareland,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
15995,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
15996,Bareland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
15997,Bareland,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
15998,Bareland,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
15999,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
16000,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
16001,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Grassland
16002,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
16003,Bareland,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
16004,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
16005,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
16006,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
16007,Bareland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
16008,Bareland,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
16009,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
16010,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
16011,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Water
16012,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
16013,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16014,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16015,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
16016,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16017,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16018,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
16019,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
16020,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16021,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16022,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16023,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16024,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16025,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16026,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16027,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16028,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16029,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16030,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16031,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16032,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
16033,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
16034,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16035,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
16036,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
16037,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
16038,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
16039,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
16040,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
16041,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16042,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
16043,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
16044,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
16045,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
16046,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
16047,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
16048,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
16049,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16050,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
16051,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
16052,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16053,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16054,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
16055,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
16056,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
16057,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
16058,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
16059,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16060,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16061,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16062,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16063,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
16064,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16065,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16066,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
16067,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
16068,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
16069,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
16070,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
16071,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
16072,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
16073,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
16074,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16075,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
16076,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16077,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16078,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
16079,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
16080,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
16081,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
16082,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
16083,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
16084,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
16085,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
16086,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
16087,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
16088,Bareland,Built-up,Water,NULL,Water,Grassland,NULL,Bareland
16089,Bareland,Built-up,Water,NULL,Water,Cropland,Grassland,Grassland
16090,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
16091,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
16092,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
16093,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
16094,Bareland,Built-up,Water,NULL,Water,Built-up,Bareland,Bareland
16095,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
16096,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
16097,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
16098,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
16099,Bareland,Built-up,Water,NULL,Water,Water,Water,Wetland
16100,Bareland,Built-up,Water,NULL,Water,Water,Water,Forest
16101,Bareland,Built-up,Water,Non_Water,Water,Bareland,Grassland,Grassland
16102,Bareland,Built-up,Water,Non_Water,Water,Water,Water,Grassland
16103,Bareland,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
16104,Bareland,Built-up,Water,Water,Water,Water,Water,Grassland
16105,Bareland,Built-up,Water,Water,Water,Water,Water,Water
16106,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16107,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16108,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
16109,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16110,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
16111,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
16112,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
16113,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16114,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
16115,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
16116,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16117,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
16118,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
16119,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
16120,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
16121,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
16122,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
16123,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
16124,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
16125,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
16126,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
16127,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
16128,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16129,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16130,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
16131,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
16132,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16133,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
16134,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
16135,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16136,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16137,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16138,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16139,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
16140,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16141,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
16142,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16143,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
16144,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
16145,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
16146,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
16147,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
16148,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
16149,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
16150,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
16151,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
16152,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
16153,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16154,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16155,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
16156,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
16157,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16158,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
16159,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
16160,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
16161,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
16162,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
16163,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
16164,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
16165,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16166,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16167,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16168,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
16169,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
16170,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16171,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16172,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16173,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
16174,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16175,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
16176,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
16177,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
16178,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
16179,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
16180,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16181,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16182,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16183,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
16184,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16185,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16186,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16187,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
16188,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16189,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16190,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16191,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
16192,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
16193,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16194,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16195,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16196,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
16197,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
16198,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
16199,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
16200,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
16201,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
16202,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
16203,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
16204,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
16205,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
16206,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
16207,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
16208,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
16209,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16210,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
16211,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
16212,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
16213,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
16214,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
16215,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16216,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16217,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16218,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
16219,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16220,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16221,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16222,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16223,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16224,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
16225,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
16226,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
16227,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Bareland
16228,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
16229,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
16230,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
16231,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
16232,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
16233,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16234,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16235,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16236,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
16237,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16238,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
16239,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
16240,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
16241,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Wetland
16242,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
16243,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
16244,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
16245,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
16246,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
16247,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
16248,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
16249,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
16250,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
16251,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
16252,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
16253,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
16254,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
16255,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
16256,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
16257,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
