Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
2146,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2147,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2148,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2149,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2150,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2151,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2152,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2153,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2154,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2155,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2156,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2157,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2158,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2159,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2160,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2161,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2162,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2163,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2164,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2165,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2166,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2167,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2168,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2169,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2170,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2171,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2172,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2173,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2174,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2175,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2176,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2177,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2178,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2179,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2180,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2181,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2182,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2183,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2184,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2185,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2186,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2187,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2188,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
2189,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2190,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2191,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2192,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2193,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2194,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2195,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
2196,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2197,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2198,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2199,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2200,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2201,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2202,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2203,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
2204,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2205,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2206,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2207,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2208,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2209,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2210,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2211,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2212,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
2213,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2214,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2215,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2216,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2217,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2218,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2219,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2220,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
2221,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2222,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2223,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2224,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2225,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2226,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2227,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2228,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2229,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2230,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2231,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2232,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2233,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
2234,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2235,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2236,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2237,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2238,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2239,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
2240,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
2241,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2242,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2243,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2244,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2245,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2246,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2247,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2248,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2249,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2250,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2251,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2252,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2253,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2254,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2255,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2256,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2257,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2258,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2259,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2260,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2261,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2262,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2263,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2264,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2265,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2266,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2267,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2268,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
2269,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2270,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
2271,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2272,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2273,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2274,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2275,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2276,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2277,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2278,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2279,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2280,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
2281,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
2282,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2283,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2284,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2285,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2286,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2287,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2288,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2289,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2290,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2291,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2292,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2293,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2294,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2295,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2296,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
2297,Forest,NULL,Water,NULL,Water,Wetland,Forest,Bareland
2298,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2299,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2300,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
2301,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2302,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
2303,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
2304,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
2305,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
2306,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
2307,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
2308,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2309,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
2310,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
2311,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
2312,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2313,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
2314,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
2315,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
2316,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2317,Forest,NULL,Water,Water,Water,Wetland,Grassland,Bareland
2318,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
2319,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
2320,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
2321,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2322,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
2323,Forest,NULL,Water,Water,Water,Bareland,Forest,Grassland
2324,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
2325,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2326,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2327,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2328,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2329,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2330,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2331,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2332,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2333,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2334,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2335,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2336,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2337,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2338,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2339,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2340,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2341,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2342,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2343,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2344,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2345,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2346,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2347,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2348,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2349,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2350,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2351,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2352,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2353,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2354,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2355,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2356,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2357,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2358,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2359,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2360,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2361,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2362,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2363,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2364,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2365,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2366,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
2367,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2368,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2369,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2370,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2371,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2372,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2373,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2374,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2375,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2376,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2377,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2378,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2379,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2380,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2381,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2382,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2383,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2384,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2385,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2386,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2387,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2388,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2389,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
2390,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2391,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2392,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2393,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2394,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2395,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2396,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2397,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2398,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2401,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2402,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2403,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2404,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2405,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2406,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2407,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2408,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2409,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2410,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2411,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2412,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2413,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2414,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2415,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2416,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2417,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2418,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2419,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2420,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2421,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2422,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2423,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2424,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2425,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2426,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2427,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2428,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2429,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2430,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2431,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2432,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
2433,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2434,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2435,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2436,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2437,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2438,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2439,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2440,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2441,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2442,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2443,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2444,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2445,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2446,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2447,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2448,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2449,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2450,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2451,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2452,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2453,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2454,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2455,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2456,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2457,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2458,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2459,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2460,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2461,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2462,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2463,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2464,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
2465,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2466,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2467,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2468,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2469,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2470,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2471,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
