Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
11818,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11819,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11820,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11821,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11822,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
11823,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
11824,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11825,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11826,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11827,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11828,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11829,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11830,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11831,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11832,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11833,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11834,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11835,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11836,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11837,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11838,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11839,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11840,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11841,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11842,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11843,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11844,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11845,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
11846,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11847,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
11848,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11849,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11850,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11851,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11852,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11853,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11854,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11855,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11856,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11857,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11858,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11859,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11860,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
11861,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11862,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11863,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11864,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
11865,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11866,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
11867,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11868,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11869,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
11870,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Cropland
11871,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
11872,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11873,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11874,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Bareland
11875,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
11876,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,Water,Bareland
11877,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
11878,Bareland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
11879,Bareland,Built-up,Wetland,NULL,Wetland,Water,Bareland,Bareland
11880,Bareland,Built-up,Wetland,NULL,Wetland,Water,Built-up,Bareland
11881,Bareland,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
11882,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
11883,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
11884,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
11885,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
11886,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Bareland
11887,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11888,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11889,Bareland,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
11890,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Bareland
11891,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
11892,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
11893,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
11894,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11895,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Bareland
11896,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,NULL
11897,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
11898,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
11899,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
11900,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
11901,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Water,NULL
11902,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
11903,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
11904,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
11905,Bareland,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
11906,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
11907,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11908,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11909,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11910,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11911,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11912,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
11913,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
11914,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11915,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11916,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11917,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11918,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11919,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11920,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11921,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11922,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Bareland
11923,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
11924,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11925,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Built-up,Grassland
11926,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Built-up,Bareland
11927,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
11928,Bareland,Built-up,Bareland,Water,Non_Wetland,Water,Water,Bareland
11929,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11930,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11931,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11932,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
11933,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11934,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11935,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11936,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11937,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11938,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11939,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11940,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11941,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11942,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11943,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
11944,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11945,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
11946,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
11947,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11948,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11949,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11950,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11952,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
11953,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11954,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11955,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11956,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11957,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11958,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11959,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11960,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11961,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11962,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
11963,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11964,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11965,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11966,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11967,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11968,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11969,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
11970,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11971,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11972,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11973,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11974,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
11975,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
11976,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11977,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
11978,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11979,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11980,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11981,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11982,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11983,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
11984,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
11985,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
11986,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11987,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11988,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
11989,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
11990,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
11991,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,NULL
11992,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
11993,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
11994,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
11995,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
11996,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
11997,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
11998,Bareland,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
11999,Bareland,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
12000,Bareland,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
12001,Bareland,Built-up,Water,Non_Water,Water,Water,NULL,Bareland
12002,Bareland,Built-up,Water,Non_Water,Water,Water,Water,Bareland
12003,Bareland,Built-up,Water,Water,Water,NULL,Built-up,Bareland
12004,Bareland,Built-up,Water,Water,Water,Water,Built-up,Bareland
12005,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12006,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12007,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
12008,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12009,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12010,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12011,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12012,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12013,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
12014,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12015,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12016,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12017,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12018,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12019,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12020,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
12021,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12022,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12023,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12024,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12025,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12026,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12027,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12028,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12029,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
12030,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12031,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
12032,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12033,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
12034,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12035,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12036,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
12037,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12038,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12039,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12040,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12041,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12042,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12043,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12044,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
12045,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12046,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12047,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12048,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12049,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
12050,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12051,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12052,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12053,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12054,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12055,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
12056,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12057,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12058,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
12059,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12060,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
12061,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12062,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12063,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
12064,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
12065,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12066,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12067,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Bareland
12068,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12069,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
12070,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12071,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
12072,Bareland,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
12073,Bareland,Water,Wetland,NULL,Wetland,Water,Built-up,Bareland
12074,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
12075,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12076,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
12077,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12078,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
12079,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12080,Bareland,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
12081,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12082,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
12083,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
12084,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
12085,Bareland,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
12086,Bareland,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
12087,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12088,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12089,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
12090,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12091,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12092,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
12093,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
12094,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12095,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
12096,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
12097,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
12098,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
12099,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
12100,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
12101,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
12102,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
12103,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12104,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12105,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12106,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
12107,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
12108,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12109,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
