Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
3446,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3447,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3448,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
3449,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
3450,Water,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
3451,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3452,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3453,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3454,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3455,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
3456,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
3457,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3458,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3459,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3460,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
3461,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
3462,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3463,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3464,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3465,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3466,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3467,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
3468,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3469,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3470,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3471,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3472,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3473,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3474,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3475,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3476,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3477,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3478,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3479,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3480,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3481,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3482,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
3483,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3484,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3485,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3486,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3487,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3488,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3489,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3490,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3491,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3492,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3493,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3494,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3495,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3496,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3497,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3498,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3499,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
3500,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3501,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3502,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3503,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
3504,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
3505,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3506,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3507,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3508,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
3509,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3510,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3511,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3512,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
3513,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3514,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3515,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
3516,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3517,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3518,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3519,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3520,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3521,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
3522,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3523,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3524,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3525,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3526,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
3527,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3528,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3529,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3530,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3531,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3532,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3533,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3534,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3535,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3536,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
3537,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
3538,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3539,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
3540,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3541,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3542,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3543,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3544,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3545,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3546,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3547,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3548,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3549,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3550,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3551,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3552,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3553,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
3554,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3555,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3556,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3557,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3558,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3559,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3560,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3561,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3562,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3563,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3564,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
3565,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3566,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3567,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
3568,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Water
3569,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3570,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3571,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3572,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3573,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3574,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3575,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3576,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3577,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
3578,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3579,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3580,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3581,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3582,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3583,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3584,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3585,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3586,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3587,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3588,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3589,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3590,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3591,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3592,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3593,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3594,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3595,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3596,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3597,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3598,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3599,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3600,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3601,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3602,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
3603,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3604,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3605,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3606,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3607,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3608,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3609,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3610,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3611,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3612,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3613,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3614,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3615,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3616,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
3617,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3618,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3619,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
3620,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3621,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3622,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3623,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3624,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3625,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3626,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
3627,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
3628,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3629,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
3630,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3631,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3632,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Built-up
3633,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3634,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3635,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3636,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3637,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3638,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3639,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3640,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3641,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3642,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3643,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3644,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3645,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3646,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3647,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3648,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3649,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3650,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3651,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3652,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3653,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3654,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3655,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3656,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3657,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3658,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3659,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3660,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3661,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3662,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3663,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
3664,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3665,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3666,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
3667,Water,Water,Water,NULL,Water,NULL,Water,Water
3668,Water,Water,Water,NULL,Water,NULL,Water,Forest
3669,Water,Water,Water,NULL,Water,NULL,Forest,Water
3670,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
3671,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3672,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3673,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
3674,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3675,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3676,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
3677,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
3678,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3679,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3680,Water,Water,Water,NULL,Water,Bareland,Water,Water
3681,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3682,Water,Water,Water,NULL,Water,Water,Wetland,Water
3683,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3684,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
3685,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
3686,Water,Water,Water,NULL,Water,Water,Bareland,Water
3687,Water,Water,Water,NULL,Water,Water,Bareland,Forest
3688,Water,Water,Water,NULL,Water,Water,Water,Grassland
3689,Water,Water,Water,NULL,Water,Water,Water,Bareland
3690,Water,Water,Water,NULL,Water,Water,Water,Water
3691,Water,Water,Water,NULL,Water,Water,Water,Forest
3692,Water,Water,Water,NULL,Water,Water,Forest,Water
3693,Water,Water,Water,NULL,Water,Water,Forest,Forest
3694,Water,Water,Water,NULL,Water,Forest,Water,Forest
3695,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3696,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3697,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3698,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3699,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3700,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3701,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3702,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3703,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3704,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
3705,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3706,Water,Water,Water,Non_Water,Water,Water,Water,Water
3707,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3708,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3709,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3710,Water,Water,Water,Water,Water,NULL,Bareland,Forest
3711,Water,Water,Water,Water,Water,NULL,Water,Water
3712,Water,Water,Water,Water,Water,NULL,Water,Forest
3713,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
3714,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3715,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
3716,Water,Water,Water,Water,Water,Bareland,Bareland,Wetland
3717,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
3718,Water,Water,Water,Water,Water,Bareland,Bareland,Water
3719,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
3720,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3721,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3722,Water,Water,Water,Water,Water,Bareland,Water,Water
3723,Water,Water,Water,Water,Water,Bareland,Water,Forest
3724,Water,Water,Water,Water,Water,Water,Grassland,Water
3725,Water,Water,Water,Water,Water,Water,Wetland,Bareland
3726,Water,Water,Water,Water,Water,Water,Wetland,Water
3727,Water,Water,Water,Water,Water,Water,Wetland,Forest
3728,Water,Water,Water,Water,Water,Water,Bareland,Grassland
3729,Water,Water,Water,Water,Water,Water,Bareland,Bareland
3730,Water,Water,Water,Water,Water,Water,Bareland,Water
3731,Water,Water,Water,Water,Water,Water,Bareland,Forest
3732,Water,Water,Water,Water,Water,Water,Water,Grassland
3733,Water,Water,Water,Water,Water,Water,Water,Bareland
3734,Water,Water,Water,Water,Water,Water,Water,Water
3735,Water,Water,Water,Water,Water,Water,Water,Forest
3736,Water,Water,Water,Water,Water,Water,Forest,Water
3737,Water,Water,Water,Water,Water,Water,Forest,Forest
3738,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3739,Water,Water,Water,Water,Water,Forest,Wetland,Water
3740,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3741,Water,Water,Water,Water,Water,Forest,Bareland,Forest
3742,Water,Water,Water,Water,Water,Forest,Water,Forest
3743,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3744,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3745,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3746,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3747,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3748,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3749,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3750,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3751,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3752,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3753,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3754,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3755,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3756,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3757,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3758,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3759,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3760,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3761,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3762,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3763,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3764,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3765,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3766,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3767,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3768,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3769,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3770,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3771,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3772,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3773,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3774,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3775,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3776,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3777,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3778,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3779,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3780,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3781,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3782,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3783,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3784,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
