Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
2379,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2380,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2381,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2382,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2383,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2384,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2385,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2386,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2387,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2388,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2389,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2390,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2391,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2392,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2393,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2394,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2395,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2396,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2397,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
2398,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2399,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2400,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2401,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2402,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2403,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2404,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
