Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
33790,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
33791,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
33792,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
33793,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33794,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
33795,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
33796,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
33797,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
33798,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
33799,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
33800,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
33801,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
33802,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
33803,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Wetland
33804,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
33805,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
33806,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
33807,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
33808,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
33809,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
33810,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
33811,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
33812,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
33813,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
33814,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
33815,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
33816,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
33817,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
33818,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
33819,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
33820,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
33821,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
33822,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
33823,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
33824,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
33825,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
33826,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
33827,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
33828,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
33829,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
33830,Water,Water,Bareland,Water,Non_Wetland,NULL,Built-up,Water
33831,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
33832,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
33833,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
33834,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
33835,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
33836,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
33837,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
33838,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
33839,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
33840,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
33841,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
33842,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
33843,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
33844,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
33845,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Cropland
33846,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
33847,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
33848,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
33849,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
33850,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
33851,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
33852,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
33853,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
33854,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
33855,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
33856,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
33857,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
33858,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
33859,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
33860,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
33861,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
33862,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
33863,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
33864,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
33865,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
33866,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
33867,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
33868,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
33869,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
33870,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
33871,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
33872,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
33873,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
33874,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
33875,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
33876,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
33877,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
33878,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
33879,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
33880,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
33881,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
33882,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
33883,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
33884,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
33885,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
33886,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
33887,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
33888,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
33889,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
33890,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
33891,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
33892,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Water
33893,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
33894,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
33895,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
33896,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
33897,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
33898,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
33899,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
33900,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
33901,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
33902,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
33903,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
33904,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
33905,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
33906,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
33907,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
33908,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
33909,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
33910,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
33911,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
33912,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
33913,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
33914,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
33915,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
33916,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
33917,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
33918,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
33919,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
33920,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
33921,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
33922,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
33923,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
33924,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
33925,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
33926,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
33927,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
33928,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
33929,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
33930,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
33931,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
33932,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
33933,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
33934,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
33935,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
33936,Water,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Water
33937,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
33938,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Wetland
33939,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
33940,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
33941,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
33942,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
33943,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
33944,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
33945,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Cropland
33946,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
33947,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
33948,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
33949,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
33950,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
33951,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
33952,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
33953,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
33954,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
33955,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
33956,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
33957,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
33958,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
33959,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
33960,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
33961,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
33962,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
33963,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
33964,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
33965,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
33966,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
33967,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
33968,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
33969,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
33970,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
33971,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
33972,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
33973,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
33974,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
33975,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
33976,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
33977,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
33978,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
33979,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Wetland
33980,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
33981,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
33982,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
33983,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
33984,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
33985,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
33986,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
33987,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
33988,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
33989,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
33990,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
33991,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
33992,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
33993,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Water
33994,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
33995,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
33996,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
33997,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
33998,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
33999,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
34000,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
34001,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Wetland
34002,Water,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Wetland
34003,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
34004,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
34005,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
34006,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
34007,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
34008,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
34009,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
34010,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
34011,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
34012,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
34013,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
34014,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
34015,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
34016,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
34017,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
34018,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
34019,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
34020,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
34021,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
34022,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
34023,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
34024,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
34025,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
34026,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
34027,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
34028,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
34029,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
34030,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
34031,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
34032,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
34033,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
34034,Water,Water,Water,NULL,NULL,Bareland,Bareland,Water
34035,Water,Water,Water,NULL,NULL,Bareland,Water,Water
34036,Water,Water,Water,NULL,NULL,Water,Water,Water
34037,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
34038,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
34039,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
34040,Water,Water,Water,NULL,Water,NULL,NULL,Water
34041,Water,Water,Water,NULL,Water,NULL,NULL,Forest
34042,Water,Water,Water,NULL,Water,NULL,Shrubland,Bareland
34043,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
34044,Water,Water,Water,NULL,Water,NULL,Grassland,Wetland
34045,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
34046,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
34047,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
34048,Water,Water,Water,NULL,Water,NULL,Wetland,Water
34049,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
34050,Water,Water,Water,NULL,Water,NULL,Bareland,Water
34051,Water,Water,Water,NULL,Water,NULL,Built-up,Wetland
34052,Water,Water,Water,NULL,Water,NULL,Built-up,Water
34053,Water,Water,Water,NULL,Water,NULL,Water,Grassland
34054,Water,Water,Water,NULL,Water,NULL,Water,Cropland
34055,Water,Water,Water,NULL,Water,NULL,Water,Wetland
34056,Water,Water,Water,NULL,Water,NULL,Water,Bareland
34057,Water,Water,Water,NULL,Water,NULL,Water,Water
34058,Water,Water,Water,NULL,Water,NULL,Water,Forest
34059,Water,Water,Water,NULL,Water,NULL,Forest,Water
34060,Water,Water,Water,NULL,Water,NULL,Forest,Forest
34061,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
34062,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
34063,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
34064,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
34065,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
34066,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
34067,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
34068,Water,Water,Water,NULL,Water,Shrubland,Water,Water
34069,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
34070,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
34071,Water,Water,Water,NULL,Water,Grassland,NULL,Water
34072,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
34073,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
34074,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
34075,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
34076,Water,Water,Water,NULL,Water,Cropland,Water,Water
34077,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
34078,Water,Water,Water,NULL,Water,Wetland,NULL,Water
34079,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
34080,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
34081,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
34082,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
34083,Water,Water,Water,NULL,Water,Wetland,Water,Water
34084,Water,Water,Water,NULL,Water,Wetland,Water,Forest
34085,Water,Water,Water,NULL,Water,Wetland,Forest,Wetland
34086,Water,Water,Water,NULL,Water,Wetland,Forest,Water
34087,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
34088,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
34089,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
34090,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
34091,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
34092,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
34093,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
34094,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
34095,Water,Water,Water,NULL,Water,Bareland,Water,Water
34096,Water,Water,Water,NULL,Water,Water,NULL,Grassland
34097,Water,Water,Water,NULL,Water,Water,NULL,Cropland
34098,Water,Water,Water,NULL,Water,Water,NULL,Wetland
34099,Water,Water,Water,NULL,Water,Water,NULL,Water
34100,Water,Water,Water,NULL,Water,Water,NULL,Forest
34101,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
34102,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
34103,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
34104,Water,Water,Water,NULL,Water,Water,Wetland,Water
34105,Water,Water,Water,NULL,Water,Water,Bareland,Water
34106,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
34107,Water,Water,Water,NULL,Water,Water,Built-up,Wetland
34108,Water,Water,Water,NULL,Water,Water,Built-up,Water
34109,Water,Water,Water,NULL,Water,Water,Water,Grassland
34110,Water,Water,Water,NULL,Water,Water,Water,Cropland
34111,Water,Water,Water,NULL,Water,Water,Water,Wetland
34112,Water,Water,Water,NULL,Water,Water,Water,Bareland
