Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
7086,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7087,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7088,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7089,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7090,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7091,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7092,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7093,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7094,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7095,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7096,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7097,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7098,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7099,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7100,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7101,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7102,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
7103,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
7108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
7120,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7121,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7122,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7123,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7124,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7125,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7126,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7127,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7128,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7129,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
7130,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7131,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7132,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7133,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7134,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7135,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7136,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7137,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7138,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7139,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7140,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7141,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7142,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7143,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7144,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7145,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7146,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7147,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7148,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
7149,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
7150,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
7151,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
7152,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
7153,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
7154,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
7155,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7156,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
7157,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
7158,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
7159,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
7160,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
7161,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7162,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7163,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7164,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7165,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7166,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7167,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7168,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7169,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7170,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7171,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7172,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7173,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7174,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7175,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7176,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7177,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7178,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7179,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7180,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7181,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7182,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
7183,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7184,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7185,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7186,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7187,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7188,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7189,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7190,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7191,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7192,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7193,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7194,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7195,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7196,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7197,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7198,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
7199,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7200,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7201,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7202,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7203,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7204,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7205,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7206,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7207,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7208,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7209,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7210,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7211,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7212,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7213,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7214,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7215,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7253,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7254,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7255,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7256,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7257,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7258,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7259,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7260,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7261,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7262,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7263,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7264,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7265,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7266,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7267,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7268,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7269,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7270,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7271,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7272,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7273,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7274,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
7275,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7276,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7277,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7278,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7279,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7280,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7281,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7282,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7283,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7284,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7285,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7286,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7287,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7288,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7289,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7290,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7291,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7292,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7293,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7294,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7295,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7296,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7297,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7298,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7299,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7300,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7301,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7302,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7303,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7304,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7305,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7306,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7307,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7308,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7309,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7310,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7311,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7312,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7314,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7315,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7316,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7317,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7318,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7319,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7320,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7321,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7322,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7323,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7324,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7325,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7326,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7327,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7328,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7329,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7330,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7331,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7332,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7333,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7334,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7335,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7336,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7337,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7338,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7339,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7340,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7341,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7342,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7343,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7344,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7345,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7346,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7347,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
7348,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
7349,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
7350,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7351,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
7352,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7353,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7354,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7355,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7356,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7357,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7358,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7359,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7360,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7361,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7362,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7363,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7364,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7365,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7366,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7367,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7368,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7369,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7370,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7371,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7372,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7373,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7374,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7375,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7376,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7377,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7378,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7379,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7380,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7381,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7382,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7383,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7384,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7385,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7386,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7387,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7388,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7389,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7390,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7391,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7392,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7393,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7394,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7395,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7396,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7397,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7398,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7399,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7400,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7401,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7402,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
7403,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7404,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7405,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
