Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
12133,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12134,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12135,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12136,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12137,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12138,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12139,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12140,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12141,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12142,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12143,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12144,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12145,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12146,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12147,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12148,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12149,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12150,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12151,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12152,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12153,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12154,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12155,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12156,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12157,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12158,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12159,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12160,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12161,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12162,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12163,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12164,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12165,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12166,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12167,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12168,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12169,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12170,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12171,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12172,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12173,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12174,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12175,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
12176,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
12177,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12178,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12179,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12180,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12181,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
12182,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12183,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12184,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12185,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12186,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12187,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12188,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12189,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12190,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12191,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12192,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12193,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12194,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12195,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12196,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12197,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12198,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12199,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12200,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12201,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12202,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12203,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12204,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12205,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12206,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12207,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12208,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12209,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12210,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12211,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12212,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12213,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12214,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12215,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
12216,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12217,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12218,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12219,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12220,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12221,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
12222,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
12223,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12224,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
12225,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
12226,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12227,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12228,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12229,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12230,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12231,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12232,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12233,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12234,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12235,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12236,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
12237,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
12238,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12239,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12240,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12241,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12242,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12243,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12244,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
12245,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12246,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
12247,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12248,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12249,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12250,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12251,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12252,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12253,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
12254,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12255,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12256,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12257,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12258,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12259,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12260,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12261,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12262,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12263,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12264,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12265,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12266,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12267,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12268,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12269,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12270,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12271,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
12272,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
12273,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12274,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12275,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12276,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12277,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12278,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12279,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12280,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12281,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12282,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12283,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12284,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12285,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
12286,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12287,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
12288,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
12289,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
12290,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
12291,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
12292,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
12293,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
12294,Forest,Built-up,Water,NULL,Water,NULL,Shrubland,Grassland
12295,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
12296,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
12297,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Water
12298,Forest,Built-up,Water,NULL,Water,Shrubland,Bareland,Grassland
12299,Forest,Built-up,Water,NULL,Water,Shrubland,Built-up,Grassland
12300,Forest,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
12301,Forest,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
12302,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
12303,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
12304,Forest,Built-up,Water,NULL,Water,Forest,NULL,Cropland
12305,Forest,Built-up,Water,NULL,Water,Forest,Shrubland,Grassland
12306,Forest,Built-up,Water,NULL,Water,Forest,Shrubland,Built-up
12307,Forest,Built-up,Water,NULL,Water,Forest,Bareland,Forest
12308,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Grassland
12309,Forest,Built-up,Water,Non_Water,Water,Bareland,Shrubland,Water
12310,Forest,Built-up,Water,Water,Water,Bareland,Shrubland,Grassland
12311,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12312,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12313,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12314,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12315,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12316,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12317,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12318,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12319,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12320,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12321,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12322,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12323,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12324,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12325,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12326,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12327,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12328,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12329,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12330,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12331,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12332,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12333,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12334,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12335,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12336,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12337,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12338,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12339,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12340,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12341,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12342,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12343,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12344,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12345,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12346,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12347,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12348,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12349,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12350,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12351,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12352,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12353,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12354,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12355,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12356,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12357,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12358,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12359,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12360,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12361,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12362,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12363,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12364,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12365,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12366,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
12367,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12368,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12369,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12370,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12371,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
12372,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12373,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12374,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12375,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12376,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12377,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
12378,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
12379,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12380,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12381,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
12382,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12383,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12384,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12385,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
12386,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12387,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12388,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12389,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
12390,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12391,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12392,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12393,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12394,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12395,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12396,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12397,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12398,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
12399,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12400,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12401,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12402,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12403,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12404,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12405,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
12406,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12407,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12408,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12409,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12410,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12411,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
12412,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
12413,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
12414,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12415,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12416,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12417,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12418,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12419,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
12420,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12421,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12422,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12423,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12424,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
12425,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12426,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12427,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12428,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
12429,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12430,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12431,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12432,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12433,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12434,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12435,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12436,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12437,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12438,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
12439,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12440,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12441,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12442,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12443,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
12444,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12445,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12446,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12447,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12448,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12449,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12450,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
12451,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
