Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
15462,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15463,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15464,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
15465,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
15466,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
15467,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
15468,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
15469,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
15470,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
15471,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
15472,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
15473,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
15474,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
15475,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
15476,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15477,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15478,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
15479,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15480,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
15481,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15482,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15483,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
15484,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15485,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15486,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
15487,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
15488,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
15489,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15490,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15491,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15492,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15493,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
15494,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
15495,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15496,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
15497,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15498,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15499,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15500,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15501,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
15502,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15503,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15504,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15505,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15506,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15507,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
15508,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
15509,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15510,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
15511,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15512,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15513,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15514,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15515,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15516,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15517,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15518,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15519,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15520,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15523,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
15524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15525,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
15526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
15530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
15531,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
15539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
15540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
15541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
15549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
15551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
15552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
15553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
15554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
15556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
15557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
15558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
15559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
15560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
15562,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15563,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
15564,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
15565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
15567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
15569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
15571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
15575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15577,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15578,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
15579,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
15580,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
15581,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
15582,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
15583,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
15584,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15585,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15586,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
15587,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15588,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
15589,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
15590,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15591,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15592,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
15593,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
15594,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
15595,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
15596,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15597,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
15598,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15599,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15600,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15601,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15602,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15603,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15604,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15605,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15606,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15607,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15608,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15609,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15610,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15611,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
15612,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
15613,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15614,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
15615,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
15616,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
15617,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15618,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15619,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15620,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15621,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15622,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15623,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15624,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15625,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15626,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15627,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15628,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15629,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15630,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15631,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15632,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15633,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15634,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15635,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15636,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
15637,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15638,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15639,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15640,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15641,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15642,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15643,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15644,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15645,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15646,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15647,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15648,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15649,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15650,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15651,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15652,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
15653,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
15654,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15655,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15656,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15657,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15658,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
15659,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15660,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
15661,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15662,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15663,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
15664,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15665,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15666,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15667,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15668,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15669,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15670,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15671,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
15672,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Wetland
15673,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15674,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15675,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15676,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15677,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15678,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15679,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15680,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15681,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15682,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15683,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15684,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15685,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15686,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15687,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15688,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15689,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15690,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15691,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
15692,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
15693,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
15694,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15695,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
15696,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
15697,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
15698,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
15699,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15700,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
15701,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15702,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15703,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15704,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15705,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15706,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15707,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15708,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15709,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15710,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15711,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
15712,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15713,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15714,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15715,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15716,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15717,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15718,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15719,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15720,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15721,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15722,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15723,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15724,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15725,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15726,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15727,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15728,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15729,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15730,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15731,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15732,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15733,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15734,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15735,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15736,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
15737,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15738,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15739,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15740,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15741,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15742,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15743,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15744,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15745,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15746,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15747,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15748,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
15749,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15750,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15751,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15753,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
15754,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15755,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15757,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15758,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15759,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15760,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15762,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15763,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
15764,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
15765,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15766,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15767,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15768,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
15769,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15770,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15771,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15772,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
15773,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15774,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15775,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15776,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15777,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15778,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15779,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
15780,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
