Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
4433,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4434,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4435,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4436,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4437,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4438,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4439,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4440,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4441,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4442,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
4443,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
4444,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
4445,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
4446,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
4447,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
4448,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
4449,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
4450,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
4451,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
4452,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4453,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4454,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4455,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4456,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4457,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4458,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4459,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4460,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4461,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
4462,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4463,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4464,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4465,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4466,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4467,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4468,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4469,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4470,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4471,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4472,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4473,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4474,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4475,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4476,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4477,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4478,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4479,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4480,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4481,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4482,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4483,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4484,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4485,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4486,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4487,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4488,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4489,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4490,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4491,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4492,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4493,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4494,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4495,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4496,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4497,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4498,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
4499,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4500,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
4501,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4502,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
4503,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4504,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4505,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4506,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
4507,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4508,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4509,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4510,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4511,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4512,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4513,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4514,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
4515,Forest,Built-up,Water,NULL,Water,NULL,NULL,Built-up
4516,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
4517,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
4518,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
4519,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
4520,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
4521,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4522,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4523,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4524,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4525,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4526,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4527,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4528,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4529,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
4530,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4531,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4532,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4533,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4534,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4535,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4536,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4537,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4538,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4539,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4540,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4541,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4542,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4543,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4544,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4545,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4546,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
4547,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4548,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4549,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4550,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4551,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4552,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4553,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4554,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4555,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4556,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4557,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4558,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4559,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4560,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4561,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
4562,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4563,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4564,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4565,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4566,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4567,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4568,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4569,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4570,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4571,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4572,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4573,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4574,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4575,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
4576,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4577,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4578,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4579,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4580,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4581,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4582,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4583,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4584,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4585,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4586,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4587,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4588,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4589,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4590,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4591,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4592,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
4593,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4594,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
4595,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4596,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4597,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4598,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4599,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4600,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4601,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4602,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4603,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4604,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
4605,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
4606,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4607,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
4608,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
4609,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4610,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4611,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
4612,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
4613,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
4614,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4615,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4616,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4617,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4618,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4619,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4620,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4621,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4622,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4623,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4624,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
4625,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4626,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4627,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4628,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4629,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4630,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4631,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4632,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4633,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4634,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4635,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4636,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
4637,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
4638,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
4639,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
4640,Forest,Water,Water,NULL,Water,NULL,NULL,Cropland
4641,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
4642,Forest,Water,Water,NULL,Water,NULL,NULL,Water
4643,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
4644,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4645,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
4646,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
4647,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
4648,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
4649,Forest,Water,Water,Water,Water,NULL,NULL,NULL
4650,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
4651,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
4652,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
4653,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
4654,Forest,Water,Water,Water,Water,NULL,NULL,Water
4655,Forest,Water,Water,Water,Water,NULL,NULL,Forest
4656,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4657,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4658,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4659,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4660,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4661,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4662,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
4663,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4664,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4665,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4666,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4667,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4668,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4670,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4671,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4672,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4673,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
4674,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
4675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4676,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4677,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4678,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4679,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4680,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4681,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
4682,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4683,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4684,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4685,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4686,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4687,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4688,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
4689,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4690,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4691,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
4692,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4693,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4694,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4695,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4696,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
4697,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
4698,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4703,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4704,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4705,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4713,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4714,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4715,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4716,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4717,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4718,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4719,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4720,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4721,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4722,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4723,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4724,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4725,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4726,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4729,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4730,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4731,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4732,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4733,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4734,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4735,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4736,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
4737,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4738,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4739,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4740,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
4741,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4742,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4743,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4744,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4746,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4747,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4748,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4749,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4750,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4751,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4752,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4753,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4754,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4755,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4756,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4757,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4758,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4759,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4760,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4761,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4762,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
4763,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4764,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
4765,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4766,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
4767,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4768,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
4769,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
4770,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
4771,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4772,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4773,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4774,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4775,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4776,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
