Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
13988,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13989,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13990,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13991,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13992,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13993,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13994,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13995,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13996,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
13997,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13998,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13999,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14000,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14001,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14002,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14003,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14004,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14005,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14006,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14007,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14008,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14009,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14010,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14011,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14012,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14013,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14014,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14015,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
14016,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14017,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14018,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14019,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14020,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14021,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14022,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14023,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14024,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14025,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14026,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14027,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14028,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14029,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14030,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
14031,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14032,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14033,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14034,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14035,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14036,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14037,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14038,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14039,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14040,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14041,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14042,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14043,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14044,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14045,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
14046,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14047,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14048,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
14049,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14050,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14051,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14052,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
14053,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14054,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14055,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14056,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14057,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14058,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14059,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14060,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14061,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14062,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14063,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14064,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14065,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14066,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14067,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14068,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14069,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14070,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14071,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14072,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14073,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
14074,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14075,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
14076,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14077,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14078,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14079,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14092,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14093,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14096,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14102,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14103,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14104,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14105,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14106,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14107,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14108,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14109,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14110,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14111,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14112,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
14113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
14114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14116,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
14117,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14118,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14119,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14120,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14121,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14122,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14123,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14124,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14125,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14126,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14127,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
14128,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14129,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14130,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14131,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14132,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14133,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14134,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14135,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14136,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14137,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14138,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14139,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14140,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
14141,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14142,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14143,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14144,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14145,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14147,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14148,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
14149,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
14151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14152,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
14153,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14154,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14155,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14156,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14157,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14158,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14159,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14160,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14161,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14162,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14163,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
14164,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14165,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14166,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14167,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14168,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14169,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14170,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14171,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14172,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14173,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14174,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14175,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14176,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14177,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
14178,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
14179,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
14180,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14181,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
14182,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
14183,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14184,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
14185,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14186,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
14187,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14188,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14189,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
14190,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
14191,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14192,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14193,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14194,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14195,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14196,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14197,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14198,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14199,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14200,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14201,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14202,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14203,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14204,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14205,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14206,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14207,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14208,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14209,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14210,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
14211,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14212,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14213,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
14214,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14215,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14216,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14217,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14218,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14219,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14220,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14221,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14222,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14223,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14224,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14225,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14226,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14227,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14228,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14229,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14230,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14231,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14232,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14233,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14234,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14235,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14236,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14237,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14238,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14239,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
14240,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14241,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14242,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14243,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14244,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14245,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14246,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
14247,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14248,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
14249,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14250,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14251,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14252,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14253,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14254,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14255,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14256,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14257,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14258,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14259,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14260,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14261,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14262,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14263,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
14264,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14265,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14266,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14267,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14268,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14269,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14270,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14271,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
14272,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14273,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14274,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14275,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14276,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14277,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14278,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14279,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14280,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14281,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14282,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14283,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14284,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14285,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
14286,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
14287,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14288,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14289,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
14290,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
14291,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14292,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
14293,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14294,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14295,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
14296,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14297,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
14298,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14299,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
14300,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14301,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14302,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
14303,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
