Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
2152,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2153,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2155,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2156,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2157,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2158,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2159,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2160,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2161,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2162,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2163,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2164,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2165,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2166,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2167,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2168,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2169,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2170,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2171,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2172,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2173,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2174,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2175,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2176,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2177,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2178,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
2179,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2180,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2181,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2182,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2183,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2184,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2185,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2186,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2187,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2188,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2189,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2190,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2191,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2192,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2193,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2194,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2195,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2196,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2197,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2198,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2199,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2200,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2201,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2202,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2203,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2204,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2205,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2206,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2207,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2208,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2209,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2210,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2211,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2212,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2213,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
2214,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2215,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2216,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2217,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2218,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2219,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
2220,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2221,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2222,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2223,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2224,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2225,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2226,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2227,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2228,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2229,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2230,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2231,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2232,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2233,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2234,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2235,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2236,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2237,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2238,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2239,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2240,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2241,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2242,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2243,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2244,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2245,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2246,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2247,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2248,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2249,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2250,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2251,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2252,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2253,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2254,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2255,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2256,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2257,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2258,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2259,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2260,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2261,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2262,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
2263,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2264,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2265,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2266,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2267,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2268,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2269,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2270,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2271,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2272,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2273,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2274,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2275,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2276,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2277,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2278,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2279,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2280,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2281,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2282,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2283,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2284,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2285,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2286,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2287,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2288,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2289,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2290,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2291,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
2292,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2293,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2294,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2295,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2296,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2297,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2298,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2299,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2300,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
2301,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2302,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
2303,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2304,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2305,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2306,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2307,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
2308,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2309,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2310,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2311,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2312,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2313,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2314,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2315,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2316,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2317,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2318,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2319,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2320,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2321,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2322,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2323,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2324,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
2325,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2326,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2327,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2328,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2329,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2330,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2331,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2332,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2333,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2334,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2335,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2336,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2337,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2338,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2339,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2340,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2341,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2342,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2343,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2344,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2345,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2346,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2347,Forest,Forest,Water,NULL,Water,Water,Water,Water
2348,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2349,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2350,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2351,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2352,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2353,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2354,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2355,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2356,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2357,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2358,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2359,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2360,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
2361,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
2362,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2363,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
2364,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2365,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2366,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2367,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2368,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2369,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2370,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2371,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2372,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
2373,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
2374,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
2375,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
2376,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
2377,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
2378,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2379,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2380,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2381,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2382,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2383,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2384,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
2385,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2386,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2387,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2388,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2389,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2390,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2391,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2392,Forest,Forest,Water,Water,Water,NULL,Water,Water
2393,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2394,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2395,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2396,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2397,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2398,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2399,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2400,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2401,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2402,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2403,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2404,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2405,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2406,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2407,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
2408,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2409,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
2410,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
2411,Forest,Forest,Water,Water,Water,Bareland,Water,Water
2412,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
2413,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2414,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2415,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2416,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2417,Forest,Forest,Water,Water,Water,Water,Water,Water
2418,Forest,Forest,Water,Water,Water,Water,Water,Forest
2419,Forest,Forest,Water,Water,Water,Water,Forest,Water
2420,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2421,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
2422,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2423,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2424,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2425,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2426,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2427,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2428,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2429,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2430,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2431,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2432,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2433,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2434,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2435,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2436,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2437,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2438,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2439,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2440,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2441,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2442,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2443,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2444,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
2445,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2446,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2447,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2448,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2449,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2450,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2451,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2452,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2453,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2454,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2455,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2456,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2457,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2458,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2459,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2460,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2461,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2462,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2463,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2464,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2465,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2466,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2467,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2468,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2469,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2470,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2471,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2472,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2473,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2474,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2475,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2476,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2477,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2478,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2479,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2480,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2481,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2482,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2483,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2484,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2485,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2486,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2487,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2488,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2489,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2490,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2491,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2492,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2493,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2494,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2495,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2496,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2497,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2498,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2499,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2500,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2501,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2502,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2503,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2504,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2505,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2506,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2507,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2508,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2509,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2510,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2511,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
