Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
9199,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9200,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9201,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9202,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9203,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
9204,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9205,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9206,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9207,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
9208,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9209,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9210,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
9211,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9212,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9213,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9214,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
9215,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9216,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9217,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
9218,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9219,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9220,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
9221,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9222,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
9223,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
9224,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
9225,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9226,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
9227,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
9228,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
9229,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9230,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
9231,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9232,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9233,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9234,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9235,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9236,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
9237,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
9238,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9239,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9240,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9241,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
9242,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9243,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9244,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9245,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
9246,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9247,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9248,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9249,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9250,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9251,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9252,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9253,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9254,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
9255,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9256,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9257,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9258,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9259,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9260,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9261,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9262,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
9263,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9264,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9265,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
9266,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
9267,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
9268,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9269,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9270,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9271,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9272,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9273,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9274,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9275,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9276,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
9277,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9278,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
9279,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9280,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9281,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9282,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9283,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9284,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9285,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
9286,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9287,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9288,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9289,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9290,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9291,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9292,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9293,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9294,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9295,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
9296,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9297,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9298,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9299,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Grassland,Grassland
9300,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9301,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
9302,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9303,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9304,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9305,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
9306,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9307,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9308,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
9309,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
9310,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9311,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
9312,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9313,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9314,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9315,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
9316,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9317,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9318,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
9319,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
9320,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
9321,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
9322,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
9323,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
9324,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
9325,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9326,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
9327,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
9328,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9329,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
9330,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
9331,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
9332,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
9333,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
9334,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
9335,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9336,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9337,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9338,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
9339,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
9340,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9341,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
9342,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
9343,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
9344,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
9345,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
9346,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9347,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
9348,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
9349,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
9350,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
9351,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
9352,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
9353,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
9354,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9355,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
9356,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
9357,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9358,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Wetland
9359,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9360,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9361,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9362,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9363,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9364,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9365,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9366,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9367,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9368,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9369,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9370,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
9371,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9372,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9373,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9374,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9375,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9376,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9377,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9378,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
9379,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9380,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9381,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9382,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9383,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
9384,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
9385,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
9386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9387,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9388,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9389,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9390,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
9391,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
9392,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9393,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9394,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9395,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
9396,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9397,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9398,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9399,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
9400,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
9401,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9402,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9403,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9404,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9405,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9406,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9407,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Wetland
9408,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
9409,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9410,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9411,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
9412,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
9413,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
9414,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
9415,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
9416,Forest,Forest,Water,NULL,Water,NULL,Forest,Wetland
9417,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
9418,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Wetland
9419,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
9420,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
9421,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
9422,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,NULL
9423,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
9424,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
9425,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
9426,Forest,Forest,Water,NULL,Water,Shrubland,Water,Wetland
9427,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
9428,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
9429,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
9430,Forest,Forest,Water,NULL,Water,Grassland,NULL,Wetland
9431,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
9432,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
9433,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Wetland
9434,Forest,Forest,Water,NULL,Water,Grassland,Grassland,NULL
9435,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
9436,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
9437,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
9438,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
9439,Forest,Forest,Water,NULL,Water,Grassland,Water,Wetland
9440,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
9441,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
9442,Forest,Forest,Water,NULL,Water,Grassland,Forest,Wetland
9443,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
9444,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
9445,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
9446,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
9447,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
9448,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
9449,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
9450,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
9451,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
9452,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
9453,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
9454,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
9455,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
9456,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
9457,Forest,Forest,Water,NULL,Water,Water,Shrubland,Wetland
9458,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
9459,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
9460,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
9461,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
9462,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
9463,Forest,Forest,Water,NULL,Water,Water,Water,Water
9464,Forest,Forest,Water,NULL,Water,Water,Forest,Wetland
9465,Forest,Forest,Water,NULL,Water,Forest,NULL,Wetland
9466,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
9467,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
9468,Forest,Forest,Water,NULL,Water,Forest,Grassland,Wetland
9469,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
9470,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
9471,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
9472,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
9473,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
9474,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Wetland
9475,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
9476,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
9477,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Bareland
9478,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
9479,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Wetland
9480,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
9481,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
9482,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Wetland
9483,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Wetland
9484,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
9485,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
9486,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Water
9487,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
9488,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
9489,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
9490,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
9491,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
9492,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
9493,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
9494,Forest,Forest,Water,Non_Water,Water,Water,NULL,Wetland
9495,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
9496,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
9497,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Grassland
9498,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
9499,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Water
9500,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
9501,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
9502,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
9503,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
9504,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Wetland
9505,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Wetland
9506,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
9507,Forest,Forest,Water,Water,Water,Grassland,NULL,Wetland
9508,Forest,Forest,Water,Water,Water,Grassland,NULL,Water
9509,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
9510,Forest,Forest,Water,Water,Water,Grassland,Shrubland,Forest
9511,Forest,Forest,Water,Water,Water,Grassland,Grassland,Wetland
9512,Forest,Forest,Water,Water,Water,Grassland,Grassland,Water
9513,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
9514,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
9515,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
9516,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
9517,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
9518,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
9519,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
9520,Forest,Forest,Water,Water,Water,Wetland,NULL,Wetland
9521,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
9522,Forest,Forest,Water,Water,Water,Wetland,Grassland,Water
9523,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
9524,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
9525,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
9526,Forest,Forest,Water,Water,Water,Wetland,Water,Water
9527,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
9528,Forest,Forest,Water,Water,Water,Wetland,Forest,Wetland
9529,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
9530,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
9531,Forest,Forest,Water,Water,Water,Water,NULL,Wetland
9532,Forest,Forest,Water,Water,Water,Water,NULL,Water
9533,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
9534,Forest,Forest,Water,Water,Water,Water,Grassland,Water
9535,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
9536,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
9537,Forest,Forest,Water,Water,Water,Water,Wetland,Water
9538,Forest,Forest,Water,Water,Water,Water,Water,Wetland
9539,Forest,Forest,Water,Water,Water,Water,Water,Water
9540,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
9541,Forest,Forest,Water,Water,Water,Water,Forest,Water
9542,Forest,Forest,Water,Water,Water,Water,Forest,Forest
