Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEN_M_R
2086,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2087,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2088,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2089,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2090,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2091,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2092,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2093,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2094,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2095,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2096,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2097,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2098,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
2099,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2100,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2101,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2102,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2103,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2104,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2105,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2106,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2107,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2108,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2109,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2110,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2111,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2112,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2113,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2114,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2115,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2116,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2117,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2118,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2119,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2120,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2121,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2122,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2123,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2124,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2125,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2126,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2127,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2128,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2129,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2130,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2131,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2132,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2133,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2134,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2135,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2136,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2137,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2138,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2139,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2140,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2141,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2142,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2143,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2144,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2145,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2146,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
2147,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2148,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2149,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2150,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2151,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2152,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2153,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2154,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2155,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2156,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2157,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2158,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2159,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2160,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2161,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2162,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2163,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
2164,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2165,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2166,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2167,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2168,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2169,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2170,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2171,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2172,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2173,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2174,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2175,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2176,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2177,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2178,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2179,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2180,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2181,Forest,Water,Wetland,Water,Wetland,Built-up,Wetland,Water
2182,Forest,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
2183,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Water
2184,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
2185,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2186,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2187,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2188,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2189,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2190,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2191,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2192,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2193,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2194,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2195,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2196,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2197,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2198,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
2199,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2200,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2201,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2202,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2203,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2204,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
2205,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
2206,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Forest,Forest
2207,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
2208,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2209,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2210,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2211,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2212,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2213,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2214,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2215,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2216,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2217,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2218,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2219,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2220,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2221,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2222,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2223,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2224,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2225,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2226,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2227,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2228,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2229,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2230,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2231,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2232,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2233,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2234,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2235,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2236,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2237,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2238,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2239,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2240,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2241,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2242,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2243,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2244,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2245,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2246,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
2247,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2248,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2249,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2250,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2251,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2252,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2253,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2254,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2255,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2256,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2257,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2258,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2259,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2260,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2261,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2262,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2263,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2264,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2265,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2266,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2267,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2268,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2269,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2270,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2271,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2272,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2273,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
2274,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2275,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2276,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2277,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2278,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2279,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2280,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2281,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2282,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2283,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2284,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2285,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2286,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
2287,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2288,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2289,Forest,Water,Water,NULL,Water,NULL,Water,Water
2290,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2291,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2292,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2293,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
2294,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2295,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2296,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
2297,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2298,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2299,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2300,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
2301,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2302,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2303,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2304,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2305,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2306,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2307,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2308,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2309,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
2310,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
2311,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2312,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2313,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
2314,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2315,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2316,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2317,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2318,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2319,Forest,Water,Water,NULL,Water,Water,Water,Water
2320,Forest,Water,Water,NULL,Water,Water,Water,Forest
2321,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2322,Forest,Water,Water,NULL,Water,Water,Forest,Water
2323,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2324,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2325,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2326,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2327,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2328,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2329,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2330,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2331,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
2332,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2333,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2334,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2335,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
2336,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2337,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2338,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2339,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2340,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2341,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2342,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2343,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2344,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2345,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2346,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2347,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2348,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2349,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2350,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2351,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2352,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2353,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2354,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2355,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2356,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2357,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2358,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
2359,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2360,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2361,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2362,Forest,Water,Water,Water,Water,NULL,Water,Water
2363,Forest,Water,Water,Water,Water,NULL,Water,Forest
2364,Forest,Water,Water,Water,Water,NULL,Forest,Water
2365,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2366,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
2367,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2368,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2369,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2370,Forest,Water,Water,Water,Water,Grassland,Water,Water
2371,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2372,Forest,Water,Water,Water,Water,Grassland,Forest,Water
2373,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2374,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2375,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2376,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2377,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2378,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2379,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2380,Forest,Water,Water,Water,Water,Wetland,Water,Water
2381,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2382,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2383,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2384,Forest,Water,Water,Water,Water,Bareland,Wetland,Grassland
2385,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2386,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
2387,Forest,Water,Water,Water,Water,Bareland,Water,Water
2388,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2389,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2390,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2391,Forest,Water,Water,Water,Water,Water,Wetland,Water
2392,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2393,Forest,Water,Water,Water,Water,Water,Water,Grassland
2394,Forest,Water,Water,Water,Water,Water,Water,Wetland
2395,Forest,Water,Water,Water,Water,Water,Water,Water
2396,Forest,Water,Water,Water,Water,Water,Water,Forest
2397,Forest,Water,Water,Water,Water,Water,Forest,Grassland
2398,Forest,Water,Water,Water,Water,Water,Forest,Water
2399,Forest,Water,Water,Water,Water,Water,Forest,Forest
2400,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
2401,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2402,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2403,Forest,Water,Water,Water,Water,Forest,Water,Water
2404,Forest,Water,Water,Water,Water,Forest,Water,Forest
2405,Forest,Water,Water,Water,Water,Forest,Forest,Water
2406,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2407,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2413,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2414,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2415,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2416,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2417,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Built-up
2418,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2419,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2420,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2421,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2422,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2423,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2424,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2425,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2426,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2427,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2428,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2429,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2430,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2431,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2432,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2433,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2434,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
