Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
1871,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1872,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1873,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1874,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1875,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1876,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1877,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1878,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1879,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1880,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1881,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1882,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1883,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1884,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1885,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1886,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1887,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1888,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1889,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1890,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1891,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1892,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1893,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1894,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1895,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1896,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1897,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1898,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1899,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1900,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1901,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1902,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1903,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1904,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1905,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1906,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1907,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1908,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1909,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1910,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1911,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1912,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1913,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1914,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1915,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1916,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1917,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1918,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1919,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1920,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1921,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1922,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1923,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1924,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1925,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1926,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1927,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1928,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1929,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
1930,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
1931,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1932,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1933,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1934,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1935,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1936,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1937,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
1938,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1939,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1940,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1941,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
1942,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1943,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1944,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1945,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1946,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1947,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1948,Forest,NULL,Water,NULL,Water,Water,Water,Water
1949,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1950,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1951,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1952,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1953,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
1954,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1955,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1956,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1957,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1958,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1959,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1960,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1961,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
1962,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
1963,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1964,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1965,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1966,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1967,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1968,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1969,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1970,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1971,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1972,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1973,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1974,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1975,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1976,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1977,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1978,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1979,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1980,Forest,NULL,Water,Water,Water,Water,Water,Water
1981,Forest,NULL,Water,Water,Water,Water,Water,Forest
1982,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
1983,Forest,NULL,Water,Water,Water,Water,Forest,Forest
1984,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
1985,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1988,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1990,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1991,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1992,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1993,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1994,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1995,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1996,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1997,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1998,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1999,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2000,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2001,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2002,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2003,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2004,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2005,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2006,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2007,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2008,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2009,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2010,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
2011,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2012,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2013,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2014,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2015,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2016,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2017,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2018,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2019,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2020,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2021,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2022,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2023,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2024,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2025,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2026,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2027,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2028,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2029,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2030,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2031,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2032,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2033,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2034,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2035,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2036,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2037,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2038,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2039,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2040,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2041,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2042,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2043,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2044,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2045,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2046,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2047,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2048,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2049,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2050,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2051,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2052,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2053,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2054,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2055,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2056,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2057,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2058,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
2059,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2060,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2061,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2062,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2063,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2064,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2065,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2066,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2067,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2068,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2069,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2070,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2071,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2072,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2073,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2074,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2075,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2076,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2077,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
2078,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2079,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2080,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2081,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2082,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2083,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2084,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2085,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2086,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2087,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2088,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2089,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2090,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2091,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2092,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2093,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2094,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2095,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2096,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2097,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2098,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2099,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2100,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2101,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2102,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2103,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2104,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2105,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2106,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2107,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2108,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2109,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2110,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2111,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2112,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2113,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2114,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2115,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2116,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2117,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2118,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2119,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2120,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2121,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2122,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2123,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2124,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2125,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2126,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2127,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2128,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2129,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2130,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2131,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2132,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2133,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
2134,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2135,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2136,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2137,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2138,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2139,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2140,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2141,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2142,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,NULL
2143,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2144,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2145,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2146,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2147,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2148,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2149,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2150,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2151,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2152,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2153,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2154,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2155,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2156,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2157,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2158,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2159,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2160,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2161,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2162,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2163,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
2164,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2165,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2166,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2167,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2168,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2169,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2170,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2171,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2172,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2173,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2174,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2175,Forest,Wetland,Water,Water,Water,Water,Water,Water
2176,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2177,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2178,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2179,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2180,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2181,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2182,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2183,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2184,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2185,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2186,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2187,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2188,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2189,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2190,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2191,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2192,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2193,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2194,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2195,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2196,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2197,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2198,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2199,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
