Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUQ_M_R
22489,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
22490,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22491,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
22492,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22493,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
22494,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
22495,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
22496,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
22497,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22498,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
22499,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
22500,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
22501,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
22502,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
22503,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
22504,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
22505,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
22506,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
22507,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22508,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22509,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
22510,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22511,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22512,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22513,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
22514,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22515,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22516,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22517,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
22518,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22519,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
22520,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22521,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
22522,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
22523,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
22524,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
22525,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
22526,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
22527,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
22528,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
22529,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
22530,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
22531,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
22532,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22533,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
22534,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22535,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22536,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
22537,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
22538,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
22539,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
22540,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
22541,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
22542,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
22543,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
22544,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
22545,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
22546,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
22547,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Forest
22548,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
22549,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
22550,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
22551,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
22552,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
22553,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
22554,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
22555,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
22556,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
22557,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
22558,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
22559,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
22560,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,NULL
22561,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Wetland
22562,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
22563,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
22564,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
22565,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
22566,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
22567,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
22568,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
22569,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
22570,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
22571,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
22572,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
22573,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
22574,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
22575,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
22576,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
22577,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
22578,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
22579,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
22580,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
22581,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
22582,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,NULL
22583,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
22584,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Cropland
22585,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Wetland
22586,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Water
22587,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
22588,Forest,Forest,Wetland,NULL,Wetland,Cropland,Shrubland,NULL
22589,Forest,Forest,Wetland,NULL,Wetland,Cropland,Shrubland,Wetland
22590,Forest,Forest,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
22591,Forest,Forest,Wetland,NULL,Wetland,Cropland,Built-up,Wetland
22592,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Wetland
22593,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
22594,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
22595,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
22596,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Wetland
22597,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
22598,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
22599,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
22600,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
22601,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
22602,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
22603,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
22604,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
22605,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
22606,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
22607,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
22608,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
22609,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
22610,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
22611,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
22612,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
22613,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
22614,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
22615,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
22616,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
22617,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
22618,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,NULL
22619,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
22620,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
22621,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
22622,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
22623,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
22624,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
22625,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
22626,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
22627,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
22628,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
22629,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
22630,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
22631,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
22632,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
22633,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Built-up,NULL
22634,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
22635,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
22636,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
22637,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
22638,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
22639,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
22640,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
22641,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
22642,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
22643,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
22644,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
22645,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
22646,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
22647,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
22648,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
22649,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
22650,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
22651,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
22652,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
22653,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
22654,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
22655,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
22656,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Wetland
22657,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Forest
22658,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Built-up,NULL
22659,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
22660,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
22661,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
22662,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
22663,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
22664,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
22665,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
22666,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
22667,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
22668,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
22669,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
22670,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
22671,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
22672,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
22673,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
22674,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
22675,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
22676,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
22677,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
22678,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
22679,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
22680,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
22681,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
22682,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
22683,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
22684,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
22685,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22686,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
22687,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
22688,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
22689,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
22690,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Wetland
22691,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
22692,Forest,Forest,Wetland,Water,Wetland,NULL,Water,NULL
22693,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
22694,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
22695,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Wetland
22696,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
22697,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
22698,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Wetland
22699,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Water
22700,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Water
22701,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Wetland
22702,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
22703,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
22704,Forest,Forest,Wetland,Water,Wetland,Water,NULL,NULL
22705,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
22706,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
22707,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
22708,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
22709,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
22710,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
22711,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
22712,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Wetland
22713,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
22714,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
22715,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
22716,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
22717,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
22718,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
22719,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
22720,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
22721,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,Forest
22722,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Forest
22723,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Forest
22724,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
22725,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
22726,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
22727,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Forest
22728,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Water,Forest
22729,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
22730,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
22731,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
22732,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
22733,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
22734,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
22735,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
22736,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22737,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
22738,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
22739,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22740,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22741,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22742,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22743,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
22744,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
22745,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22746,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
22747,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
22748,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
22749,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
22750,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
22751,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22752,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
22753,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
22754,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
22755,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
22756,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
22757,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
22758,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
22759,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22760,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
22761,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22762,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
22763,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22764,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
22765,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22766,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22767,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
22768,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
22769,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
22770,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
22771,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22772,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
22773,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
22774,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
22775,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
22776,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22777,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
22778,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
22779,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
22780,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
22781,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
22782,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
22783,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
22784,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
22785,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
22786,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
22787,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
22788,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
22789,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
22790,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
22791,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
22792,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
22793,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
22794,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
22795,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
22796,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22797,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22798,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22799,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
22800,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
22801,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
22802,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22803,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
22804,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
22805,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
22806,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
22807,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
22808,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22809,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
22810,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22811,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
22812,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
22813,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22814,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
22815,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
22816,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
22817,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
22818,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
22819,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
22820,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Forest
