Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
10114,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10115,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
10116,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
10117,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
10118,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10119,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10120,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10121,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10122,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10123,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10124,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10125,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10126,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10127,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10128,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10129,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10130,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
10131,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10132,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10133,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10134,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
10135,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10136,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10137,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10138,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10139,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10140,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
10141,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
10142,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
10143,Forest,Cropland,NULL,Water,Non_Wetland,Forest,Forest,Forest
10144,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10145,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10146,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10147,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10148,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10149,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10150,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10151,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10152,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10153,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10154,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10155,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10156,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10157,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10158,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10159,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10160,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10161,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10162,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10163,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10167,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10176,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10178,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10179,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10180,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10181,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10182,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10183,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
10185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10196,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10197,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10198,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10220,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10221,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
10222,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10223,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10224,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10225,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10226,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10227,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10228,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10229,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10230,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
10231,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10232,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
10233,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10234,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10235,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
10236,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10237,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10238,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10239,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10240,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10241,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10242,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10243,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10244,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10245,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10246,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10247,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10248,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10249,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10250,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10251,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10252,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10253,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10254,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10255,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10256,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10257,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10258,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10259,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10260,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10261,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10262,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10263,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10265,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
10267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10271,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10272,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10273,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10274,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10275,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10276,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10277,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10278,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10279,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10280,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10281,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10282,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10283,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10284,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10285,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10286,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10287,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10288,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10289,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10290,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10291,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10292,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10293,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10294,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10295,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10296,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10297,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10298,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10299,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10300,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10301,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10302,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10303,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10304,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10305,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10306,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10307,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10308,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10309,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10310,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10311,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10312,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10313,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
10314,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10315,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10316,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10317,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10318,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10319,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10320,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10321,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10322,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10323,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10324,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10325,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10326,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10327,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10328,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10329,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10330,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10331,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10332,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10333,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10334,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10335,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10336,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10337,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10338,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10339,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
10340,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10341,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10342,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
10343,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
10344,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
10345,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10346,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10347,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10348,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10349,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
10350,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10351,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10352,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
10353,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
10354,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10355,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10356,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10357,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10358,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10359,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10360,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10361,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10362,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10363,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10364,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10365,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
10366,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10367,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10368,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10369,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10370,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10371,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10372,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10373,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10374,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10375,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10376,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10377,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10378,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10379,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10380,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10381,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10382,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10383,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
10384,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10385,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10386,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10387,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10388,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10389,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10390,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10391,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
10392,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10393,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10394,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10395,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10396,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
10397,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10398,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10399,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10400,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10401,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
10402,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
10403,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
10404,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
10405,Forest,Cropland,Water,Water,Water,Water,NULL,Bareland
10406,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10407,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10408,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10409,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10410,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10411,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10412,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10413,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
10414,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10415,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10416,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10417,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10418,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10419,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10420,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10421,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10422,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10423,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10424,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10425,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10426,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10427,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10428,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10429,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10430,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
