Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
2125,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2126,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2127,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2128,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2129,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2130,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2131,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2132,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2133,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2134,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2135,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2136,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2137,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2138,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2139,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2140,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2141,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2142,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2143,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2144,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2145,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2146,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2147,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2148,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2149,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2150,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2151,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2152,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2153,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2154,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2155,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2156,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2157,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2158,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2159,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2160,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
2161,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2162,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2163,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2164,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2165,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2166,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2167,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2168,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2169,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2170,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2171,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2172,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2173,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2174,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2175,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2176,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2177,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2178,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2179,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2180,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2181,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2182,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2183,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2184,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2185,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2186,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2187,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2188,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2189,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2190,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2191,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2192,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2193,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2194,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2195,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2196,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2197,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2198,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2199,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2200,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2201,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2202,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2203,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2204,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2205,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2206,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
2207,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2208,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2209,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2210,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2211,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Water
2212,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
2213,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2214,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2215,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2216,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
2217,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
2218,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2219,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2220,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2221,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2222,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2223,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2224,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2225,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2226,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2227,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2228,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2229,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2230,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2231,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2232,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2233,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2234,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2235,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2236,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2237,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2238,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2239,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2240,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2241,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2242,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2243,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2244,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
2245,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2246,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
2247,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2248,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2249,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2250,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2251,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
2252,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2253,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2254,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2255,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2256,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2257,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2258,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2259,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2260,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2261,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
2262,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2263,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2264,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
2265,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
2266,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2267,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
2268,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
2269,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
2270,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
2271,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
2272,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2273,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2274,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2275,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2276,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2277,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2278,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2279,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2280,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2281,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2282,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2283,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2284,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2285,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2286,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2287,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2288,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2289,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2290,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2291,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2292,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2293,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2294,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2295,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2296,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2297,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2298,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2299,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2300,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2301,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2302,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2303,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2304,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2305,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2306,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2307,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2308,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2309,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2310,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2311,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2312,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2313,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2314,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2315,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2316,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2317,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2318,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2319,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2320,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2321,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2322,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2323,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2324,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2325,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2326,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2327,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2328,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2329,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2330,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2331,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2332,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2333,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
2334,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
2335,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2336,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2337,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2338,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2339,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2340,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
2341,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2342,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
2343,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
2344,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2345,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2346,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
2347,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
2348,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2349,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2350,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2351,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2352,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2353,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2354,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2355,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2356,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2357,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2358,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2359,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2360,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2361,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2362,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2363,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2364,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2365,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2366,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2367,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2368,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2369,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2370,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2371,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
2372,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2373,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2374,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2375,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2376,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2377,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2378,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2379,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2380,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2381,Forest,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Water
2382,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2383,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2384,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2385,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2386,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2387,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2388,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2389,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2390,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
2391,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2392,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2393,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2394,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2395,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
2396,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2397,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2398,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2399,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2400,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2401,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2402,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2403,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
2404,Forest,Water,Water,NULL,Water,NULL,Water,Water
2405,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2406,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2407,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2408,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2409,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2410,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2411,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2412,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2413,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2414,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2415,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2416,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
2417,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
2418,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2419,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2420,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
2421,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
2422,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
2423,Forest,Water,Water,NULL,Water,Bareland,Water,Water
2424,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2425,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2426,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2427,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2428,Forest,Water,Water,NULL,Water,Water,Bareland,Grassland
2429,Forest,Water,Water,NULL,Water,Water,Bareland,Water
2430,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
2431,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2432,Forest,Water,Water,NULL,Water,Water,Water,Water
2433,Forest,Water,Water,NULL,Water,Water,Water,Forest
2434,Forest,Water,Water,NULL,Water,Water,Forest,Water
2435,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2436,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2437,Forest,Water,Water,NULL,Water,Forest,Water,Water
2438,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2439,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2440,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2441,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2442,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2443,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2444,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2445,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2446,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2447,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2448,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2449,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2450,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2451,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2452,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2453,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2454,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
2455,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2456,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2457,Forest,Water,Water,Non_Water,Water,Bareland,Water,Grassland
2458,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
2459,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
2460,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2461,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2462,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2463,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
