Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R
13147,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13148,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13149,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
13150,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13152,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
13153,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13154,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13155,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13156,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13157,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13158,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13159,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13160,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13161,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13162,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13163,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13164,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13165,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13166,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13167,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
13168,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13169,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
13170,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13171,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13172,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13173,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13174,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
13175,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13176,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
13177,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13178,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
13179,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13180,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13181,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
13182,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
13183,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13184,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13185,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13186,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13187,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13188,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13189,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13190,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13191,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
13192,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
13193,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
13194,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13195,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
13196,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
13197,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
13198,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13199,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
13200,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13201,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
13202,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
13203,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
13204,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
13205,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
13206,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
13207,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
13208,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13209,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
13210,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
13211,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
13212,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13213,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
13214,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
13215,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Wetland
13216,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
13217,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
13218,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13219,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
13220,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
13221,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
13222,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
13223,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13224,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13225,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
13226,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
13227,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
13228,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
13229,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13230,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13231,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13232,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13233,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
13234,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
13235,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13236,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
13237,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
13238,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13239,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
13240,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
13241,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
13242,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
13243,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13244,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13245,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13246,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
13247,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13248,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13249,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13250,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13251,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13252,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
13253,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13254,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13255,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13256,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13257,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13258,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
13259,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
13260,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13261,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13262,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
13263,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
13264,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
13265,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
13266,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
13267,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13268,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
13269,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
13270,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
13271,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13272,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
13273,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13274,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13275,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13276,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
13277,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
13278,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
13279,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13280,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
13281,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
13282,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
13283,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13284,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
13285,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
13286,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
13287,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
13288,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
13289,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
13290,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
13291,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
13292,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
13293,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
13294,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
13295,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
13296,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
13297,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
13298,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
13299,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
13300,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
13301,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
13302,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
13303,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13304,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
13305,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13306,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13307,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13308,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13309,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13310,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
13311,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13312,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13313,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13314,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
13315,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13316,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13317,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13318,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13319,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13320,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
13321,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13322,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13323,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
13324,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
13325,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13326,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13327,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
13328,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13329,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
13330,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
13331,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13332,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13333,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13334,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13335,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
13336,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13337,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13338,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13339,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13340,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13341,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
13342,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13343,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13344,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13345,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13346,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13347,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13348,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13349,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13350,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13351,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13352,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
13353,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
13354,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13355,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13356,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13357,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
13358,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
13359,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
13360,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13361,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13362,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13363,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13364,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13365,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13366,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13367,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13368,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13369,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13370,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13371,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13372,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
13373,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13374,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13375,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13376,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
13377,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
13378,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
13379,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
13380,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
13381,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
13382,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
13383,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
13384,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13385,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13386,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13387,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13388,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13389,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
13390,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13391,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
13392,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13393,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13394,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13395,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13396,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
13397,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13398,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13399,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13400,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
13401,Forest,NULL,Built-up,Water,Non_Wetland,Forest,Shrubland,Forest
13402,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
13403,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
13404,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
13405,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
13406,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
13407,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13408,Forest,NULL,Water,NULL,Water,NULL,Grassland,Cropland
13409,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
13410,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
13411,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
13412,Forest,NULL,Water,NULL,Water,NULL,Forest,Bareland
13413,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
13414,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
13415,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
13416,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
13417,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
13418,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Cropland
13419,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
13420,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
13421,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
13422,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
13423,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Water
13424,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
13425,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
13426,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
13427,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
13428,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
13429,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
13430,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
13431,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
13432,Forest,NULL,Water,NULL,Water,Grassland,NULL,NULL
13433,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
13434,Forest,NULL,Water,NULL,Water,Grassland,NULL,Bareland
13435,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
13436,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
13437,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
13438,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
13439,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
13440,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13441,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
13442,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
13443,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
13444,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
13445,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
13446,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
13447,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
13448,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
13449,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
13450,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
13451,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
13452,Forest,NULL,Water,NULL,Water,Wetland,Forest,Bareland
13453,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
13454,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
13455,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
13456,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
13457,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
13458,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
13459,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
13460,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
13461,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
13462,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
13463,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
13464,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
13465,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
13466,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
13467,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
13468,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
13469,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
13470,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
13471,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
13472,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
13473,Forest,NULL,Water,NULL,Water,Bareland,Forest,Wetland
13474,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
13475,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
13476,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
13477,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
13478,Forest,NULL,Water,NULL,Water,Water,Shrubland,Bareland
13479,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
13480,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
13481,Forest,NULL,Water,NULL,Water,Water,Water,Water
13482,Forest,NULL,Water,NULL,Water,Water,Water,Forest
13483,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
13484,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
13485,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
13486,Forest,NULL,Water,NULL,Water,Forest,Shrubland,NULL
13487,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Bareland
13488,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
13489,Forest,NULL,Water,NULL,Water,Forest,Grassland,NULL
13490,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
