Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
12612,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
12613,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12614,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12615,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
12616,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
12617,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12618,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12619,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12620,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12621,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12622,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12623,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12624,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12625,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12626,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12627,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12628,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12629,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12630,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12631,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12632,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
12633,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
12634,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
12635,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12636,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
12637,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
12638,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12639,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
12640,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
12641,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12642,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12643,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12644,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
12645,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12646,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12647,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12648,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12649,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12650,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
12651,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12652,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12653,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12654,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12655,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
12656,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12657,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
12658,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12659,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
12660,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12661,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12662,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
12663,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12664,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12665,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12666,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12667,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12668,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12669,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
12670,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
12671,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12672,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12673,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12674,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12675,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
12676,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12677,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
12678,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12679,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12680,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12681,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12682,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12683,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
12684,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12685,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12686,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
12687,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12688,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
12689,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
12690,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
12691,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
12692,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
12693,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Cropland
12694,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
12695,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
12696,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
12697,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Forest
12698,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
12699,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
12700,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
12701,Forest,NULL,Water,Water,Water,NULL,Shrubland,Grassland
12702,Forest,NULL,Water,Water,Water,NULL,Shrubland,Water
12703,Forest,NULL,Water,Water,Water,Shrubland,NULL,Grassland
12704,Forest,NULL,Water,Water,Water,Shrubland,NULL,Wetland
12705,Forest,NULL,Water,Water,Water,Shrubland,NULL,Bareland
12706,Forest,NULL,Water,Water,Water,Shrubland,NULL,Forest
12707,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
12708,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
12709,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
12710,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
12711,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
12712,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
12713,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
12714,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
12715,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
12716,Forest,NULL,Water,Water,Water,Water,Water,Wetland
12717,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
12718,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
12719,Forest,NULL,Water,Water,Water,Forest,Grassland,Water
12720,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
12721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12722,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12723,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12724,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
12725,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12726,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12728,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12729,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
12730,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12731,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12732,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12733,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12734,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12735,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12736,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12737,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12739,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12740,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12741,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12742,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12743,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12744,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12745,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12746,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12747,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12748,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12749,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12750,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12751,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12752,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12753,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12754,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12755,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
12756,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12757,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12758,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12759,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12760,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12761,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12762,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12763,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12764,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12765,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12766,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12767,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12768,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12769,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12770,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12771,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12772,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12773,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12774,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12775,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12776,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12777,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12778,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12779,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
12780,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
12781,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12782,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12783,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12784,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12785,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12786,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12787,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12788,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12789,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12790,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
12791,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12792,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12793,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12794,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12795,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12796,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12797,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12798,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12799,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12800,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12801,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12802,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12803,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12804,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12805,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12806,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12807,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12808,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12809,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12810,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12811,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12812,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12813,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12814,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12815,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12816,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12817,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12818,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12819,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12820,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12821,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12822,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12823,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12824,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12825,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12826,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12827,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12828,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12829,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12830,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12831,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12832,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12833,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12834,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12835,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12836,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12837,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12838,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12839,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12840,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12841,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
12842,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12843,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12844,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12845,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12846,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
12847,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
12848,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12849,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12850,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
12851,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
12852,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
12853,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
12854,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
12855,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
12856,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
12857,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
12858,Forest,NULL,Forest,Water,Non_Wetland,Forest,Bareland,NULL
12859,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12860,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12861,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12862,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12863,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12864,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12865,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12866,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12867,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12868,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12869,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12870,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12871,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12872,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12873,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12874,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12875,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12876,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12877,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12878,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12879,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12880,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12881,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12882,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12883,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12884,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12885,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12886,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12887,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12888,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12889,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12890,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12891,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12892,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12893,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12894,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
12895,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12896,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12897,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12898,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12899,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12900,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12901,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12902,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12903,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12904,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12905,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
12906,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
12907,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12908,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12909,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12910,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12911,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12912,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12913,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12914,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12915,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12916,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
12917,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12918,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12926,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12927,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12928,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12936,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12937,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12938,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
