Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
2582,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2583,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
2584,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2585,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2586,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2587,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2588,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2589,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2590,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2591,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2592,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2593,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2594,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
2595,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2596,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2597,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2598,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2599,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2600,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2601,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2602,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2603,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2604,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
2605,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2606,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
2607,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2608,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2609,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2610,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
2611,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2612,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2613,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2614,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2615,Bareland,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
2616,Bareland,Water,Wetland,NULL,NULL,NULL,NULL,Water
2617,Bareland,Water,Wetland,NULL,NULL,Grassland,Wetland,Wetland
2618,Bareland,Water,Wetland,NULL,NULL,Grassland,Forest,Grassland
2619,Bareland,Water,Wetland,NULL,NULL,Wetland,Wetland,Wetland
2620,Bareland,Water,Wetland,NULL,NULL,Bareland,NULL,Bareland
2621,Bareland,Water,Wetland,NULL,NULL,Bareland,Wetland,Grassland
2622,Bareland,Water,Wetland,NULL,NULL,Bareland,Wetland,Wetland
2623,Bareland,Water,Wetland,NULL,NULL,Bareland,Wetland,Water
2624,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Grassland
2625,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Wetland
2626,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Bareland
2627,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Water
2628,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Forest
2629,Bareland,Water,Wetland,NULL,NULL,Bareland,Water,Wetland
2630,Bareland,Water,Wetland,NULL,NULL,Bareland,Water,Bareland
2631,Bareland,Water,Wetland,NULL,NULL,Bareland,Water,Water
2632,Bareland,Water,Wetland,NULL,NULL,Bareland,Forest,Grassland
2633,Bareland,Water,Wetland,NULL,NULL,Bareland,Forest,Water
2634,Bareland,Water,Wetland,NULL,NULL,Water,NULL,Water
2635,Bareland,Water,Wetland,NULL,NULL,Water,Wetland,Water
2636,Bareland,Water,Wetland,NULL,NULL,Water,Bareland,Wetland
2637,Bareland,Water,Wetland,NULL,NULL,Water,Bareland,Bareland
2638,Bareland,Water,Wetland,NULL,NULL,Water,Bareland,Water
2639,Bareland,Water,Wetland,NULL,NULL,Water,Water,Wetland
2640,Bareland,Water,Wetland,NULL,NULL,Water,Water,Water
2641,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2642,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2643,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2644,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2645,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2646,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2647,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2648,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2649,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2650,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2651,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
2652,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2653,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
2654,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
2655,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2656,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2657,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2658,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
2659,Bareland,Water,Wetland,NULL,Wetland,Cropland,NULL,Water
2660,Bareland,Water,Wetland,NULL,Wetland,Cropland,Bareland,Water
2661,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Water
2662,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2663,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2664,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2665,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2666,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2667,Bareland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2668,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
2669,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
2670,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
2671,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2672,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2673,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2674,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2675,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2676,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2677,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2678,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2679,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2680,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
2681,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2682,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2683,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2684,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2685,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
2686,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2687,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2688,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2689,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2690,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
2691,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2692,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2693,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2694,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
2695,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
2696,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2697,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2698,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2699,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2700,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2701,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2702,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
2703,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
2704,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2705,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2706,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2707,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2708,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2709,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
2710,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
2711,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2712,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
2713,Bareland,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2714,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2715,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2716,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
2717,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
2718,Bareland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
2719,Bareland,Water,Wetland,NULL,Wetland,Forest,Water,Water
2720,Bareland,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
2721,Bareland,Water,Wetland,NULL,Wetland,Forest,Forest,Bareland
2722,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2723,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2724,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2725,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2726,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2727,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
2728,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2729,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2730,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2731,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
2732,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2733,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2734,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2735,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2736,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2737,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2738,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2739,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2740,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
2741,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2742,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2743,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2744,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
2745,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
2746,Bareland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
2747,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2748,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2749,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2750,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2751,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2752,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2753,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2754,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
2755,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2756,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2757,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
2758,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2759,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2760,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
2761,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2762,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
2763,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2764,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
2765,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Wetland
2766,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2767,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
2768,Bareland,Water,Water,NULL,NULL,NULL,NULL,Water
2769,Bareland,Water,Water,NULL,NULL,Cropland,Bareland,Wetland
2770,Bareland,Water,Water,NULL,NULL,Bareland,NULL,Bareland
2771,Bareland,Water,Water,NULL,NULL,Bareland,Wetland,Grassland
2772,Bareland,Water,Water,NULL,NULL,Bareland,Wetland,Water
2773,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Grassland
2774,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Wetland
2775,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Bareland
2776,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Water
2777,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Forest
2778,Bareland,Water,Water,NULL,NULL,Bareland,Water,Wetland
2779,Bareland,Water,Water,NULL,NULL,Bareland,Water,Bareland
2780,Bareland,Water,Water,NULL,NULL,Bareland,Water,Water
2781,Bareland,Water,Water,NULL,NULL,Water,NULL,Bareland
2782,Bareland,Water,Water,NULL,NULL,Water,NULL,Water
2783,Bareland,Water,Water,NULL,NULL,Water,Wetland,Water
2784,Bareland,Water,Water,NULL,NULL,Water,Bareland,Wetland
2785,Bareland,Water,Water,NULL,NULL,Water,Bareland,Water
2786,Bareland,Water,Water,NULL,NULL,Water,Water,Wetland
2787,Bareland,Water,Water,NULL,NULL,Water,Water,Water
2788,Bareland,Water,Water,NULL,NULL,Forest,Water,Wetland
2789,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Wetland
2790,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Wetland
2791,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Bareland
2792,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Water
2793,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Wetland
2794,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Bareland
2795,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
2796,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2797,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Wetland
2798,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2799,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
2800,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
2801,Bareland,Water,Water,NULL,Water,Bareland,Water,Wetland
2802,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
2803,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
2804,Bareland,Water,Water,NULL,Water,Water,Grassland,Water
2805,Bareland,Water,Water,NULL,Water,Water,Wetland,Wetland
2806,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
2807,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
2808,Bareland,Water,Water,NULL,Water,Water,Water,Wetland
2809,Bareland,Water,Water,NULL,Water,Water,Water,Water
2810,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2811,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2812,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2813,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2814,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2815,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2816,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2817,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2818,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2819,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2820,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2821,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2822,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2823,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2824,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
2825,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2826,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2827,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2828,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2829,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2830,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2831,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2832,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2833,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2834,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2835,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2836,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2837,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2838,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2839,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2840,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2841,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2842,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2843,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2844,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2845,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2846,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2847,Bareland,Forest,Wetland,NULL,NULL,Bareland,Bareland,Wetland
2848,Bareland,Forest,Wetland,NULL,NULL,Bareland,Bareland,Bareland
2849,Bareland,Forest,Wetland,NULL,NULL,Bareland,Water,Wetland
2850,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2851,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2852,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2853,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2854,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2855,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2856,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2857,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2858,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2859,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
2860,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2861,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
2862,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2863,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2864,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2865,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
2866,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2867,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2868,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2869,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2870,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2871,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2872,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2873,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2874,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2875,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
2876,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2877,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
2878,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
2879,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
2880,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
2881,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2882,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2883,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2884,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
2885,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
2886,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2887,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2888,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2889,Bareland,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2890,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2891,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2892,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2893,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2894,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2895,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2896,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2897,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2898,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2899,Bareland,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2900,Bareland,Forest,Water,NULL,NULL,Bareland,Wetland,Water
2901,Bareland,Forest,Water,NULL,NULL,Bareland,Forest,Bareland
2902,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
2903,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Bareland
2904,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Water
2905,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Wetland
2906,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
2907,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Water
2908,Bareland,Forest,Water,NULL,Water,Bareland,Water,Water
2909,Bareland,Forest,Water,NULL,Water,Water,Water,Bareland
2910,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
