Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
15033,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15034,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
15035,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
15036,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15037,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15038,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
15039,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
15040,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
15041,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15042,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15043,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
15044,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15045,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
15046,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
15047,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
15048,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15049,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
15050,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
15051,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
15052,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
15053,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
15054,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
15055,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
15056,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15057,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15058,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15059,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15060,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15061,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
15062,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15063,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
15064,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15065,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
15066,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
15067,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
15068,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
15069,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
15070,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Water
15071,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,NULL
15072,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
15073,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Water
15074,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
15075,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15076,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15077,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15078,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
15079,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
15080,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
15081,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15082,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15083,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15084,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15085,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15086,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15087,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15088,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15089,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
15090,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15091,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
15092,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
15093,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
15094,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
15095,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
15096,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15097,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
15098,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
15099,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15100,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
15101,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
15102,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15103,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
15104,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15105,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15106,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15107,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15108,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
15109,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15110,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
15111,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15112,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15113,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15114,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15115,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
15116,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15117,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15118,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
15119,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15120,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15121,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
15122,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15123,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15124,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15125,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15126,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15127,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15128,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15129,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15130,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15131,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15132,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15133,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15134,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
15135,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15136,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15137,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
15138,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
15139,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15140,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
15141,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15142,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
15143,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15144,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15145,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15146,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15147,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15148,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
15149,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
15150,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
15151,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15152,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
15153,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
15154,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15155,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
15156,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15157,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
15158,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
15159,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15160,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
15161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
15162,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
15163,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15164,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
15165,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
15166,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
15167,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15168,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15169,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15170,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15171,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
15172,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15173,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
15174,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
15175,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
15176,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
15177,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Forest
15178,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
15179,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15180,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
15181,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
15182,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
15183,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
15184,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
15185,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
15186,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Forest
15187,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
15188,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Forest,Water
15189,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Forest
15190,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
15191,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
15192,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
15193,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15194,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
15195,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
15196,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
15197,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
15198,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
15199,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
15200,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
15201,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
15202,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
15203,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
15204,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
15205,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
15206,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
15207,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
15208,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15209,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
15210,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
15211,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
15212,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
15213,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
15214,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Water
15215,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
15216,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
15217,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
15218,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
15219,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
15220,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
15221,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
15222,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
15223,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
15224,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
15225,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
15226,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Forest
15227,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
15228,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
15229,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
15230,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
15231,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
15232,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
15233,Forest,Cropland,Wetland,Water,Wetland,Water,Forest,Wetland
15234,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
15235,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15236,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
15237,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15238,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
15239,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
15240,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
15241,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
15242,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
15243,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
15244,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15245,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15246,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
15247,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Wetland,Cropland
15248,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
15249,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
15250,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
15251,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
15252,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
15253,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15254,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
15255,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
15256,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
15257,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
15258,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
15259,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Water
15260,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15261,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
15262,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15263,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
15264,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
15265,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
15266,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15267,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
15268,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
15269,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
15270,Forest,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
15271,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,NULL,Water
15272,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15273,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15274,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15275,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15276,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15277,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
15278,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15279,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
15280,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15281,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
15282,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15283,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
15284,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
15285,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
15286,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15287,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
15288,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
15289,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15290,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15291,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15292,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
15293,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
15294,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
15295,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15296,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15297,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15298,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15299,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
15300,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15301,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15302,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15303,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
15304,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
15305,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
15306,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15307,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
15308,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15309,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
15310,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
15311,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15312,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15313,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
15314,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
15315,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15316,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
15317,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
15318,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
15319,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
15320,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15321,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
15322,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15323,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
15324,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
15325,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
15326,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
15327,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
15328,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
15329,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15330,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
15331,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
15332,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15333,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
15334,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
15335,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
15336,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
15337,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15338,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
15339,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
15340,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
15341,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
15342,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
15343,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
